day,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence
0.0,-0.07493207090794174,0.217876106041433,0.018713174859399166,0.13363002453813222,-0.265996829155926,0.001945198916144895,0.05680002196540395
1.0,-0.10537547915960564,0.13815476383374029,0.019268577547010335,0.12083290060230024,-0.21045337954279714,-0.021549457157559564,-0.04890225984893486
2.0,-0.11355376753017093,0.14038473144794147,0.037943548499058434,0.12992292117576817,-0.20551025865772918,-0.021381638185604523,-0.07479843657056127
3.0,-0.12097547415720379,0.1409112515790723,0.03962154937174413,0.1264697290026072,-0.1961778105137212,-0.02138163818560452,-0.07021035756025609
4.0,-0.12497454908730403,0.1373494977508343,0.041787401262611566,0.1348995804841473,-0.2045667584058075,-0.021381638185604516,-0.07272497778705798
5.0,-0.10861797234617339,0.10473622139314179,-0.014416648587523806,0.13886059503571432,-0.1907424286276506,-0.013745874961650579,-0.060813618817996414
6.0,-0.08930712403505879,0.09408193168084722,0.0020553741733723057,0.12169619864559052,-0.17872305585317,-0.021129909727671967,-0.059997470147894034
7.0,-0.1180932579913658,0.06893285247624482,-0.00249493775924521,0.10585214043932237,-0.15484839730454297,-0.021129909727671977,-0.08580541458086076
8.0,-0.10292559541864334,0.0824984887959688,-0.025113904150895074,0.11621171695880539,-0.1608991054418668,-0.021549457157559567,-0.06932803467365896
9.0,-0.08909095782262091,0.08990074240421995,-0.01381340033990538,0.12195010983479354,-0.18534806849166358,-0.008459577345067087,-0.05931366991078126
10.0,-0.0826059714494854,0.09401998813600829,-0.012563567045270702,0.13571209628959696,-0.18953228700018585,-0.00845957734506709,-0.05132864778707704
11.0,-0.1059879500948462,0.0992542176748972,-0.004115907403923302,0.12591112438636057,-0.17640532697344932,-0.008459577345067082,-0.07812920546746552
12.0,-0.13016253818581244,0.10052406034409514,-0.03767245791368529,0.08889087300056096,-0.156858463058637,0.11774028956511674,-0.1063635378385744
13.0,-0.08040828162303393,0.14413231591069625,0.0158992280674244,0.10158643246071171,-0.2054077042825203,0.1126218109204883,-0.07226175827159448
14.0,-0.09903460359476203,0.12666423626612025,0.025929148924227687,0.09401987902246187,-0.19911086564469516,0.007231496532728363,-0.07870271534375367
15.0,-0.1087620831544653,0.1048291367104002,-0.008175230734082654,0.09798089357402892,-0.18196377410977055,0.007231496532728371,-0.07623221126128164
16.0,-0.09600827662063215,0.09761271373666577,0.014271775237556399,0.08635176110853081,-0.18061005635701333,0.006560220644908247,-0.08884942853962093
17.0,-0.08764984973970191,0.09200682292874332,0.017055731230875847,0.10234816602832078,-0.18212786111010476,0.006392401672953204,-0.0978711800550768
18.0,-0.11373390604053582,0.1258279984107948,0.017289992633700978,0.09549256391983937,-0.21127381454446817,0.01595808307439002,-0.09904025787981803
19.0,-0.06909558317211979,0.1225449905343319,0.029154897585328843,0.1213915052185469,-0.18998352625110487,0.01117524237367162,-0.058497521240678904
20.0,-0.045281272101883305,0.12260693407917084,0.05132364663539406,0.12149306969422809,-0.19619832138876295,0.020153557373265813,-0.04890225984893487
21.0,-0.09309003275272118,0.09999754021296427,0.007128951956639489,0.08046102151902086,-0.1788871428535042,0.010503966485851491,-0.0800923738901442
22.0,-0.10490711903265695,0.06512332446865114,-0.03748470556397394,0.07848051424323736,-0.17234417371517774,0.009832690598031362,-0.10426802098290619
23.0,-0.09017178888481017,0.07187517085609366,-0.012929156284991174,0.07335150822133646,-0.16586273720197656,0.009916600084008862,-0.09462864344683229
24.0,-0.10321381703522714,0.07181322731125475,0.002152691290100154,0.0914299848925911,-0.15638671293267614,-0.006361840195629217,-0.1038930337561024
25.0,-0.10260134609998656,0.06534012687558735,-0.021184868574445483,0.07954694123789002,-0.16633448732793737,-0.009802129120707331,-0.10676058313754311
26.0,-0.007740406541843361,0.15500340802992707,0.07420897833086298,0.11570389458039938,-0.23336402696446068,-0.009886038606684865,-0.06793837612726843
27.0,-0.015990750316554638,0.15546798461621902,0.08856295835798737,0.1144851208722249,-0.21759116405733508,-0.009130853232887202,-0.021903179519062007
28.0,-0.0654928129648223,0.09318375028068283,0.03367300160863386,0.11214913793155716,-0.15068468967106247,-0.006361840195629191,-0.04715967214790551
29.0,-0.09002767807651832,0.05279655904570561,-0.00298885592934268,0.08051180375686148,-0.13011228200416136,0.06940842564206762,-0.1032312915911545
30.0,-0.05835932795437325,0.07664482380869064,0.0005465428308161395,0.0909729447520257,-0.18083567598247288,-0.009886038606684853,-0.08851855745714703
31.0,-0.06325909543629783,0.09550663321214244,-0.004304075786908891,0.09925044952004397,-0.17131862996308894,-0.009802129120707345,-0.07173236453963619
32.0,-0.0554050563843893,0.09909935881279992,0.0018670844473483977,0.10153565022287112,-0.1622938449447076,-0.009802129120707345,-0.05066690562212919
33.0,-0.11182443783066814,0.13769018724744836,0.015326350248824028,0.15287649267972075,-0.1232206279901247,-0.009886038606684848,-0.08946705456023893
34.0,-0.04906418081954569,0.15661394019573907,0.035740894998142335,0.16125556192342028,-0.16038633356582244,-0.009886038606684857,-0.03134403440565155
35.0,-0.07662537290537155,0.11105446296671187,0.007681184124006717,0.11560233010471817,-0.14949505891863948,-0.00023644771927053013,-0.07058534478705988
36.0,-0.11095977298091675,0.12647840563160345,0.02883059964807465,0.07863286095675918,-0.12925082525240678,-0.010305586036572436,-0.08329079435405888
37.0,-0.09074823211797778,0.10380706822055798,-0.003816970161676776,0.1266728579539696,-0.13128140188154258,-0.010221676550594905,-0.08893766082828063
38.0,-0.09899857589268905,0.08993171417663944,-0.005881535284991521,0.10554744701227876,-0.10908863508634117,-0.010137767064617411,-0.08540836928189204
39.0,-0.11204060404310598,0.11805408353351006,0.012597275978262061,0.09630507972528901,-0.12625623749630752,-0.010137767064617402,-0.08728330541591098
40.0,-0.11027524664153023,0.15249469446395075,0.056244817562538796,0.11473903206142791,-0.14623382978699714,-0.010137767064617411,-0.07954092208602097
41.0,-0.035914069562909795,0.1449066102211828,0.07479856681931117,0.13479801600846608,-0.19751101739143662,-0.004683650476078867,-0.07100444815819353
42.0,-0.08592052004019914,0.11960267215448313,0.03455419475287046,0.13408706467869766,-0.14539288391028435,-0.009886038606684848,-0.09154051334374225
43.0,-0.1579038687820032,0.08915741986615291,0.053651006110257485,0.09630507972528903,-0.10260719857314,-0.01005385757863989,-0.10387097568393742
44.0,-0.22030384877239592,0.04623054329277991,0.023359554075449908,0.09010964670873543,-0.026491341293110055,-0.033548513652344326,-0.15233256023028602
45.0,-0.19187799183681864,0.11436844261559422,0.07455494466781609,0.09975827189845,-0.09852553443982662,-0.009802129120707328,-0.1355022511684454
46.0,-0.1364313583465101,0.15373356536072919,0.08500426173447226,0.09335970993053404,-0.1357527726406497,-0.004515831504123824,-0.10151076196229007
47.0,-0.02117873941506304,0.08968393999728377,0.04960613993637725,0.2577925960584066,-0.2138786956747737,0.0003509186825720823,-0.1258849317045364
48.0,-0.017035553676670916,0.11851866011980197,0.05746043212036893,0.21767462816433017,-0.22386749182011853,0.000518737654527098,-0.10358422074579336
49.0,-0.09593622121648616,0.09702425006069602,0.03956155390665771,0.13459488705710365,-0.1682625095818643,-0.0008238141211131426,-0.11809843223031652
50.0,-0.12223644372975795,0.11749659162995978,0.055218272793121706,0.14586854385771753,-0.17611817472286445,-0.0009077236070906725,-0.1323258887766956
51.0,-0.11463459859236019,0.09671453233650143,0.07080700490869034,0.1252001730565921,-0.1541510275531226,-0.0009077236070906637,-0.11701758669423501
52.0,-0.10004337925280533,0.10228945137200439,0.052741661381131996,0.15404448415005462,-0.16709338970448312,-0.0009077236070906637,-0.12050276209629374
53.0,-0.07421151686648222,0.15679977083025584,0.07277487696518853,0.22828811587301626,-0.2167091964305388,-0.0009916330930681847,-0.11326771442619712
54.0,-0.0458937430371239,0.13700880825422024,0.06279874574379787,0.2197059176779543,-0.22386749182011845,-0.0009916330930681847,-0.09281988152930812
55.0,-0.09136070305321836,0.10269208441345738,0.01709998677042095,0.18329505314624198,-0.17484650047027434,-0.000655995149158118,-0.08174672930251385
56.0,-0.1338733914993289,0.05480972425297061,0.007414229439715836,0.17770900698377562,-0.11887232248126822,0.07830283115568432,-0.09083465503446453
57.0,-0.11333760131773311,0.11368706362236608,0.04715371045845155,0.17786135369729741,-0.14719784091396057,-0.001327271036978225,-0.08507749819941811
58.0,-0.12508263219352295,0.09851089513683016,0.029912078144408494,0.1705487114482506,-0.13815254502053748,-0.0012433615510007215,-0.09533450175610998
59.0,-0.10987894191872749,0.1057892616554035,0.034542181792077374,0.17989264321092152,-0.14637740591228954,-0.0012433615510007215,-0.10376068532311279
60.0,-0.09348633747552389,0.07038852577995953,0.03774659141315499,0.1419075293061505,-0.11341642972015586,0.06059792961442845,-0.03178519584895012
61.0,-0.07233807635868753,0.10036920148199785,0.04626856499810985,0.12839945404055012,-0.11522138672383214,0.060681839100405977,0.0033091969654516135
62.0,-0.08718148961275324,0.04053173716759907,0.03629598739426983,0.10305911735808922,-0.09645393606060729,-0.001411180522955755,-0.02527806456029612
63.0,-0.1180932579913658,0.05422126057700085,0.038974201597058444,0.11758283738050164,-0.0816040625303616,0.06051402012845094,-0.047181730220070404
64.0,-0.09085631522419668,0.06512332446865114,0.04627905250356414,0.14398960105761524,-0.09711028406194411,-0.001411180522955764,-0.05042426682831494
65.0,-0.08746971122933704,0.09804631855053823,0.08137492612793859,0.14744279323077622,-0.11280110346890258,-0.0013272710369782515,-0.034123351498432576
66.0,-0.08819026527079651,0.10191779010297089,0.08574674245119615,0.1315987350245081,-0.11378562547090781,-0.0013272710369782515,-0.023204605776792807
