Rank_group,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence
1.0,0.08027750037878213,0.08883693414765687,-0.08773886817108247,-0.2865140515606638,0.008153628314713807,-0.07349379686869276,0.0246008568805294
2.0,0.11112261257325799,0.0802101669683625,0.050974341873626476,-0.21928336340583826,0.02371366139133743,-0.020331850054874877,0.10643916309683553
3.0,-0.11450811270527925,0.09439174251504362,0.08649398888460039,-0.1803673496747655,0.005018889888518955,-0.03626053978808442,-0.041950000401627136
4.0,-0.15621271504470796,0.12528517065879208,0.19641846598412166,-0.15585153871198498,-0.008701096936853659,-0.05301840624683948,0.032437985369526266
5.0,-0.1392212750646214,0.07560177171025921,0.14141977639262732,-0.11047614017529786,-0.0340739522569689,-0.05225055984221301,-0.06393418194329124
6.0,-0.11682470987178566,0.11630307134817838,0.04687841546361009,-0.11386044545103965,-0.0018963414871613052,0.02873307823408108,-0.09616167039981655
7.0,-0.1575661556541613,0.11639519696198274,0.037190888939636325,-0.08357108024074439,-0.08348929889797384,-0.034135057859985746,-0.06617727261389374
8.0,-0.22216171848411495,0.14524231488187636,0.04588402329290353,-0.09452150112142929,-0.04558034684291712,-0.02392531586305201,-0.02031449372676506
9.0,-0.21683109836532063,0.08708812461304322,0.05989194477138233,-0.11142467086120299,0.07740129073536219,-0.034923792854801385,-0.000463569813023984
10.0,-0.24709083866401252,0.060111191514027634,0.01800984635334224,-0.14468432329451236,0.042075850368147955,0.02881550940389006,-0.02985206660731891
11.0,-0.2371609155804179,0.05078941358695925,-0.028742917423782797,-0.06449613340853416,0.01870688547606213,0.1418796858556396,-0.08039379078444407
12.0,-0.23752973535306984,0.05355236013833333,-0.07748932032243636,-0.14773213555006767,0.0007459934065037454,0.17567346768501782,-0.0824046321897924
13.0,-0.1961152032111921,0.07586482351599651,-0.05058619663134239,-0.13442963540767663,0.019829310026897872,0.14842226902741823,-0.0002511497911450669
14.0,-0.18754883333759212,0.11602294541334215,-0.010519125260822278,-0.12368653780358897,-0.03756577541918585,0.11048211902806163,0.0050159757243824115
15.0,-0.21880658854763194,0.15573260036238096,0.01657850139446617,-0.19246739720208006,-0.02486276371051504,0.06417809727267675,0.056153792208254706
16.0,-0.28885782831614637,0.1873324141359446,0.0035710314927044685,-0.19423352341076966,-0.032302053927129475,0.08373890434768343,-0.0008903468402533568
17.0,-0.3110093539295325,0.10700686992667782,0.015396107642200728,-0.1730910818442792,0.06263533560500566,0.059628083876713533,-0.06256629235842334
18.0,-0.32785056362926723,0.04424083536836687,-0.03520291035889824,-0.154330855804438,0.08767176773307755,0.14382718729584681,-0.08557543767831294
19.0,-0.26156657240195874,-0.04208776118118556,-0.07374866836092295,-0.1380609294061397,0.12057198021433733,0.11491062094125085,-0.07777573332693165
20.0,-0.24609749793511634,-0.01735256103137671,-0.0667237671350722,-0.15781172709504884,0.09893437109082923,0.14697704402877027,-0.04207969520672341
