Rank_group,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence
1.0,-0.05747894910415605,0.1025036572413076,0.003717841565155907,-0.3033378034819412,-0.03509391135361089,-0.14473219182989489,0.19344482351503509
2.0,-0.052795346575167365,-0.050066218140662186,-0.036886685476378835,-0.10242022285912059,0.06563387175446694,-0.06720922212107608,0.11597452722650177
3.0,-0.09338811769102003,-0.18005105384610925,-0.05998972693523054,-0.032946329899250025,0.15290800236695604,-0.07251649160990586,0.063659341112829
4.0,-0.017566526188206803,-0.09867571524703443,0.0075016141183751476,-0.10912882480357329,0.14051994281869154,-0.07375754441119677,0.09446423686856861
5.0,0.04134633968077841,0.02972176771400177,0.0718256386412857,-0.17032905877461296,0.06042424461350824,-0.09200366897998803,0.11306095614304068
6.0,0.00759788028300728,0.08894324644906837,0.03582789595610419,-0.12900036979871404,-0.01261931580448138,0.044868077551339716,0.07529943997858132
7.0,-0.07420440500382844,0.019089943786339148,-0.0070830709435575805,-0.14732478799601914,0.1009228620636763,-0.0028105476364083263,0.050633675894073304
8.0,-0.09724730508402979,-0.003298990076068624,0.07212587754070017,-0.1677269354919918,0.1602766607291133,-0.005807059570327782,0.10497964299590658
9.0,0.040361702083822344,0.015065209605622649,0.06619236173654948,-0.1411335706188821,0.10936796672148077,-0.007578527742303171,0.1480000681801868
10.0,-0.04853900925742749,-0.007926130777938828,-0.002033857399880718,-0.10538900906851628,0.1725509920443195,0.010822580615201239,0.11477834564179895
11.0,-0.07240655804722468,-0.08557972522362217,-0.03800335756227574,-0.055366025266151926,0.1926758606167897,0.013054882528508262,0.08276856339474567
12.0,-0.07003728484202078,-0.10653346272466495,-0.05141178720898519,-0.0673927461951149,0.21402530556822094,-0.014508402132222932,0.12112127700297849
13.0,-0.14567460413948805,-0.09607213594961214,-0.09799428426911101,-0.05503013957714446,0.1808815099762823,0.028957967408417287,0.05907327494625934
14.0,-0.1997969509362938,-0.08639068676505497,-0.05348484021272583,-0.052709255534974936,0.17065953922562707,-0.018411705518773736,0.027096858324598343
15.0,-0.19585766047011471,-0.06892739551627454,-0.06522819104288764,-0.02441694353132737,0.11276518370207661,0.01779794705170661,0.030345860373529005
16.0,-0.13582181411330635,-0.06186879232359641,-0.07094418440312127,-0.06709685684460259,0.09319774561303626,0.07255574708482947,0.05817572174801181
17.0,-0.1265443929132249,-0.0846418194875579,-0.08782756924373925,-0.048169453636044614,0.09331662678347799,0.07359614398305037,0.04863860084243269
18.0,-0.1034690829286519,-0.015551005637729123,-0.05200469907963785,-0.06262574414074457,0.06999917579487808,0.06776238688584382,0.12249759720896543
19.0,-0.08216784034504304,-0.020712053041042337,-0.013606830583121935,-0.0646142186108835,0.0978074251171932,0.08066065825382594,0.1163954586454765
20.0,-0.09470925126426455,0.028899393248811266,0.0046901089465012065,-0.10796684993482632,0.012914695833294142,0.03863469546382707,0.11480795808340263
