Rank_group,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence
1.0,0.25788241441604254,-0.27566870992567155,-0.13037968533829136,0.1539768533396044,0.14609305045826645,0.10723833922247275,0.1048624762717162
2.0,0.15899036982006573,-0.17505720421065088,-0.07154159259717138,0.1649363419997584,0.10862065953564272,0.02573721641481345,-0.020597093871293076
3.0,0.1594695762558093,-0.018756328113939073,0.05380641316908519,0.11427994727858294,-0.007634903431676007,-0.03979263425923157,0.02601873444494412
4.0,0.11223388345709144,-0.06324474970899333,0.019680989008739883,0.12605738056861893,0.06582465322059346,-0.061593444211798826,-0.01465491633365953
5.0,0.1038155727448503,-0.08005019769514803,0.006978132666394217,0.04898500790535583,0.08717478642110642,0.014129844802791672,-0.04731816997219851
6.0,0.038955638727774564,-0.14930664639639948,-0.07674969856392831,0.17936863503710304,0.1481733846379418,-0.03040186197556646,-0.07814554366166218
7.0,0.010410219613187168,-0.17200007429181477,-0.0453622149294448,0.09498394937187753,0.13361853637926022,0.023937544513074543,-0.09820444166753906
8.0,0.07312366731799802,-0.06533824166779201,0.0428733161673639,0.13551159185093672,0.03470035573533756,-0.011676222365353648,-0.020263173615491986
9.0,0.09614991429198654,-0.047732759512683264,0.05056669566420474,0.1431759885335244,0.014317326703689886,0.0027124729447020038,0.03703240743168957
10.0,0.17409066633560777,0.014732454169264683,0.07878100356551182,0.2622160291648916,-0.016162229652100835,0.0031760780507592333,0.032838852498790816
11.0,0.14098292293464965,-0.037980511762081094,0.0010131493322575948,0.21168482363504587,0.009194266560643618,0.00787372418176056,-0.021492526615279468
12.0,0.14593334954218787,-0.02391882508327859,0.003320215039611561,0.27151040530356607,0.059161977403559315,0.021299317049399646,-0.06625888224382799
13.0,0.05692946657611751,-0.08920187212145604,-0.05577312326682023,0.15568540084520455,0.06243394476588325,0.06604667268908666,-0.12914065244786802
14.0,0.06842380267744912,-0.08653793316406673,-0.08663127978964072,0.16345960557601102,0.05802267777058671,0.12760878475074233,-0.08135488301809043
15.0,0.0675936660263349,-0.07488126250266197,-0.08407553948447982,0.16980403006533826,0.09396167011776473,0.11631355341574803,-0.027294110933201447
16.0,0.0987716197362738,-0.09915830524731412,-0.08483632221025661,0.15774975301449995,0.11636169987500293,0.08453720951612871,-0.028087136507401435
17.0,0.11030843521128722,-0.1096052557868693,-0.014039643393810183,0.09388276003333769,0.12392987187352224,0.038332920568884814,-0.015641964051085585
18.0,0.08613287364946608,-0.13225288066999952,-0.13143134697480724,0.03094110683440697,0.11742391993566596,0.010260128914517164,-0.01954479291492857
19.0,0.04287512217166844,-0.12172559714992037,-0.1298728930597283,0.04647463697864509,0.12426102429901072,-0.014229279049358454,-0.031907236828015384
20.0,-0.011126024826659971,-0.07424608394527417,-0.11197122683553686,0.06550638190519219,0.09683406878433998,-0.021258058223082774,-0.020633636379045948
