Rank_group,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence
1.0,0.233847661220378,-0.019034521044539822,-0.015964518855680482,0.13236617118767793,-0.04636078074843594,-0.11218800246260183,0.1878397242208898
2.0,0.12891615206754478,-0.18229965529715955,-0.15699168149258427,0.05309559741591803,0.12355808341127557,0.07578279544567101,0.10979497427093393
3.0,0.16960770368023134,-0.0922105214878191,0.0408895682741863,0.13529374275414965,-0.0033106461555523067,-0.06224613085232517,0.20394889116449172
4.0,0.1306376509839045,-0.06485938871550362,0.00034489016011811325,0.15700977045020725,0.014884702808289234,0.00519511132459336,0.1553036001548589
5.0,0.13654455366545226,-0.10654121852580122,-0.08089574675234512,0.028514561039923746,0.02644761334261309,-0.0179672203980856,0.13532134817490352
6.0,0.17793716133245543,-0.0997358340929675,-0.004894584075847639,0.06416015891714726,0.06985368855457608,0.02382263827471904,0.24071753517022926
7.0,0.12850868530788373,-0.19955082011293848,-0.0326008179628951,0.08670273357360656,0.14046546904278046,0.02142927919268006,0.09984350000067314
8.0,0.06793800389515585,-0.173642887319928,-0.05783519379742163,0.09425090771311828,0.07715818812941462,-0.029820770614823564,0.06351544671443853
9.0,0.09104010158152566,-0.18267174184527657,-0.05650054525980337,0.09308987221387746,0.04785094006317814,-0.04909047099947348,-0.0008249665881669955
10.0,0.08359117515170889,-0.20527753512731528,-0.11510310234747397,0.08848148278731431,0.12456232466530785,0.02538436572005576,-0.015956680864239608
11.0,0.06740042023583988,-0.1403176828463207,-0.02083705359655273,0.12915161049943977,0.12989346159640353,0.04900754254575416,-0.005608218183003609
12.0,0.12658038965672266,-0.11606329300049627,0.005015601059112387,0.18178226607250098,0.1277069331387949,0.03154039048263689,0.009264768145209087
13.0,0.1436357428475692,-0.17660561062064772,0.0009362708789928254,0.2011772521083613,0.10838077699150662,0.04038720128956116,-0.031071960800902586
14.0,0.11918020499365894,-0.15307818359019576,-0.016656267389591254,0.18127727145901867,0.12633318948899178,-0.021641019700385018,-0.023576422118188726
15.0,0.07759516798147202,-0.19946574162399666,-0.09963930303408769,0.14417088907921138,0.14218477865847676,0.0019392298848447582,-0.043768771106603946
16.0,0.07442561848443947,-0.18692002659585197,-0.09285686991980956,0.14176837242516335,0.14209210857499585,-0.012420616809992084,-0.0013827105255667252
17.0,0.05230790422820137,-0.1708400999586289,-0.09109201133261921,0.11621159239076491,0.19434591286212055,-0.030165102048505234,0.03480233444937802
18.0,-0.013083132266003418,-0.1357314789936807,-0.13723087704732134,0.04522470368115449,0.15380293691928643,-0.03641391291287391,-0.0016766481958538195
19.0,-0.014812293903040914,-0.13062574792787313,-0.10503864819456563,0.018501501018464695,0.1548719539949267,-0.0036275435932890984,0.002326196925277499
20.0,0.007600334131474652,-0.12269698088147346,-0.09696189852013197,-0.03161811416249874,0.13992683666822459,0.003002769046159799,0.013831569817105368
