id,Date_earliest,Nationality_Summed_Points,Nationality_count,Summed_Points,artist_count,Points (Total),song_count,Artists,Date,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence
4t9a07PAghtQMRAIP9FQ7Z,2019-10-25,5410.0,3,1983.0,3,32214,381,"Luy, Daddy Yankee, Bad Bunny",2020-03-03,0.795,0.783,-4271.0,0.043,0.361,0.0,0.799
4AlihYDqxXshKhvh5tnMfP,2020-02-22,3515.0,1,2420.0,1,779,9,BTS,2020-03-02,0.566,0.548,-6456.0,0.058,0.08,0.0,0.196
3op7HNwLli54MBjFGzIlZO,2020-02-22,3515.0,1,2420.0,1,852,10,BTS,2020-03-02,0.643,0.667,-6993.0,0.152,0.043,0.0,0.485
1aKuG1GG76xPLUkjBbQo3W,2020-02-21,1983.0,1,888.0,1,1041,11,BTS,2020-03-02,0.72,0.824,-5086.0,0.128,0.039,0.0,0.333
4dZTZbmJBCCofAExHwefda,2020-02-22,99828.0,1,0.0,1,163,5,K CAMP,2020-03-01,0.915,0.556,-8601.0,0.216,0.015,0.0,0.67
6Y4PDQv4XjYjHLeLmvyOt0,2019-09-27,1036.0,2,1682.0,2,32612,312,"Sech, Ozuna",2020-03-01,0.73,0.644,-4124.0,0.132,0.093,0.0,0.554
033if6Adj8fwBYsQzHOfQ8,2020-02-28,8320.0,2,384.0,2,272,4,"Capital Bra, Samra",2020-02-29,0.701,0.714,-5906.0,0.524,0.289,0.0,0.604
1G2CAJeP7rCwOZjlSJ0Zw3,2019-09-13,169660.0,2,300.0,2,22502,318,"Major Lazer, Diplo",2020-02-29,0.795,0.885,-4129.0,0.072,0.037,0.008,0.46
4RVtBlHFKj51Ipvpfv5ER4,2020-02-28,1154.0,1,586.0,1,105,1,Martin Garrix,2020-02-28,0.573,0.739,-5455.0,0.058,0.212,0.0,0.363
3EVzllf30zIBAtKb75bs1W,2020-02-28,100137.0,1,1103.0,1,74,1,Lil Baby,2020-02-28,0.619,0.668,-2115.0,0.271,0.08,0.0,0.147
20Yz5dzjdTCVjXte9KrJbi,2020-02-28,100137.0,1,1103.0,1,122,1,Lil Baby,2020-02-28,0.681,0.414,-6944.0,0.223,0.177,0.0,0.073
01JMnRUs2YOK6DDpdQASGY,2020-02-28,100137.0,1,1103.0,1,82,1,Lil Baby,2020-02-28,0.817,0.513,-6263.0,0.394,0.38,0.0,0.177
2b7rt5gCEy2p2zTp656s4U,2020-02-28,100137.0,1,1103.0,1,96,1,Lil Baby,2020-02-28,0.582,0.488,-8208.0,0.455,0.002,0.0,0.309
3wYRLYuO1M88d8woWUIxct,2020-02-14,2427.0,2,170.0,2,5534,30,"Bad Bunny, Sech",2020-02-28,0.85,0.536,-5161.0,0.06,0.267,0.0,0.505
59s0s39NFWScuHDbHytI14,2019-09-06,5430.0,3,0.0,3,52020,525,"Reik, J Balvin, Lalo Ebratt",2020-02-28,0.738,0.748,-4902.0,0.045,0.182,0.0,0.896
6osaMSJh9NguagEDQcZaKx,2019-07-26,5250.0,2,1336.0,2,53296,360,"DJ Snake, J Balvin",2020-02-28,0.694,0.758,-2986.0,0.218,0.278,0.0,0.371
1mF6sMUsRU9MisrdB9qWvg,2020-02-22,2427.0,2,170.0,2,146,12,"Dalex, Sech",2020-02-28,0.524,0.577,-4501.0,0.18,0.185,0.0,0.19
6A9wHAasMxed0firnDao1K,2020-02-28,100137.0,1,1103.0,1,31,1,Lil Baby,2020-02-28,0.9,0.846,-4884.0,0.224,0.025,0.0,0.851
0RDgqtvOHLwcI6yz9bjsZV,2019-12-27,104401.0,6,264.0,6,20178,384,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",2020-02-28,0.711,0.757,-4188.0,0.29,0.268,0.0,0.724
2XEsbmynS9dLSzNSuZzfXF,2020-02-28,100137.0,1,1103.0,1,59,1,Lil Baby,2020-02-28,0.902,0.85,-6.39,0.358,0.039,0.0,0.556
5DxXgozhkPLgrbKFY91w0c,2019-11-21,2233.0,1,661.0,1,17471,100,Bad Bunny,2020-02-28,0.886,0.672,-4394.0,0.188,0.036,0.0,0.526
5ixKkLQSriCQakDWbdW8qD,2020-02-28,100137.0,1,1103.0,1,30,1,Lil Baby,2020-02-28,0.562,0.604,-7498.0,0.197,0.326,0.0,0.562
6IRdLKIyS4p7XNiP8r6rsx,2019-03-29,68171.0,1,634.0,1,9693,105,Billie Eilish,2020-02-27,0.726,0.444,-8922.0,0.372,0.283,0.143,0.569
6XXYdF6pJR1K3wKvuxmu7n,2020-02-21,99681.0,1,908.0,1,1094,7,Selena Gomez,2020-02-27,0.71,0.808,-6703.0,0.043,0.44,0.001,0.392
7w05lsU2VLSeiT8Nukrv5M,2020-02-22,3515.0,1,2420.0,1,683,6,BTS,2020-02-27,0.55,0.747,-5211.0,0.041,0.067,0.0,0.648
2IRZnDFmlqMuOrYOLnZZyc,2018-11-30,59196.0,1,15.0,1,30922,181,Meek Mill,2020-02-27,0.889,0.496,-6365.0,0.091,0.259,0.0,0.544
4BKOjYosPhw334moS3wlbO,2020-02-22,3515.0,1,2420.0,1,611,6,BTS,2020-02-27,0.589,0.696,-7981.0,0.073,0.017,0.0,0.332
1xfXXujIlLZAx5wpu46Nyk,2020-02-21,1983.0,1,888.0,1,699,7,BTS,2020-02-27,0.703,0.646,-6658.0,0.06,0.01,0.0,0.64
1mXVgsBdtIVeCLJnSnmtdV,2017-11-03,4662.0,1,675.0,1,29456,181,Sam Smith,2020-02-27,0.681,0.372,-8237.0,0.043,0.64,0.0,0.476
0oufSLnKQDoBFX5mgkDCgR,2020-02-26,99831.0,1,0.0,1,10,2,Brent Faiyaz,2020-02-27,0.764,0.394,-8559.0,0.152,0.231,0.0,0.465
1nocRtwyNPVtGcIJqfgdzZ,2019-08-09,4380.0,2,0.0,2,46762,362,"Camilo, Pedro Capó",2020-02-27,0.731,0.832,-2592.0,0.05,0.273,0.0,0.94
44WLOqH7QayQOQdeUHeKUK,2020-02-22,3515.0,1,2420.0,1,653,6,BTS,2020-02-27,0.526,0.575,-5215.0,0.031,0.225,0.0,0.19
598yNsG1JFrGd4n2kMoz7F,2019-11-08,90102.0,1,966.0,1,11229,110,Lil Baby,2020-02-27,0.882,0.602,-5554.0,0.245,0.018,0.0,0.43
5hVghJ4KaYES3BFUATCYn0,2019-05-17,72750.0,1,424.0,2,14945,132,"Tyler, The Creator",2020-02-26,0.554,0.498,-8866.0,0.069,0.23,0.0,0.413
2Nib4r0saYQf2pUV4RFDhl,2020-02-21,1983.0,1,888.0,1,513,6,BTS,2020-02-26,0.385,0.798,-6439.0,0.483,0.115,0.0,0.141
3r9FFjLrAIQjoR8pSHVPC9,2020-02-22,3515.0,1,2420.0,1,437,5,BTS,2020-02-26,0.808,0.903,-3106.0,0.096,0.012,0.0,0.473
3Fj47GNK2kUF0uaEDgXLaD,2019-03-29,68171.0,1,634.0,1,19081,172,Billie Eilish,2020-02-26,0.853,0.351,-10198.0,0.241,0.39,0.0,0.282
37TSJmYKLxXmx8OehFpqMN,2020-02-22,3515.0,1,2420.0,1,311,4,BTS,2020-02-25,0.661,0.84,-4805.0,0.116,0.005,0.0,0.524
4HUZBG98TYbxSR9V1V2DWS,2020-01-17,4311.0,3,12.0,3,3165,78,"Thiaguinho MT, Mila, JS o Mão de Ouro",2020-02-25,0.814,0.755,-6164.0,0.094,0.239,0.0,0.963
4lKuzrdZrJuCAedbIslF3A,2019-12-14,2529.0,3,0.0,3,3357,84,"PEDRO SAMPAIO, Felipe Origil, JS o Mão de Ouro",2020-02-24,0.68,0.869,-1.94,0.059,0.178,0.0,0.924
5w9c2J52mkdntKOmRLeM2m,2019-01-25,6957.0,2,0.0,2,68106,362,"Daddy Yankee, Snow",2020-02-23,0.737,0.86,-2652.0,0.059,0.11,0.0,0.656
1K7WzjKDcDdVbKNGrB0gej,2020-02-21,102711.0,3,585.0,3,192,9,"Major Lazer, MC Lan, Anitta",2020-02-23,0.891,0.894,-4595.0,0.145,0.047,0.0,0.671
63SHcJzckFykS8faA5zojY,2020-02-22,3030.0,2,0.0,2,98,4,"MC Ingryd, DJ Henrique da VK",2020-02-23,0.862,0.561,-5703.0,0.335,0.596,0.0,0.541
2bPtwnrpFNEe8N7Q85kLHw,2019-11-22,3318.0,3,0.0,3,3696,90,"Anitta, Lexa, Luísa Sonza",2020-02-22,0.826,0.73,-3032.0,0.081,0.383,0.0,0.605
2qG5sZ7Si6sdK74qLxedYM,2019-03-29,3543.0,3,0.0,3,85785,543,"ROSALÍA, J Balvin, El Guincho",2020-02-22,0.882,0.689,-4027.0,0.124,0.39,0.003,0.746
1ndyl3wJCFs872XZ3ztPk6,2019-09-14,3990.0,3,246.0,3,28434,468,"Justin Quiles, Natti Natasha, Farruko",2020-02-22,0.743,0.709,-3922.0,0.088,0.045,0.0,0.831
2isSdmQfVv32j2haL6hk9x,2019-04-12,1703.0,1,729.0,1,802,8,BTS,2020-02-22,0.469,0.87,-4475.0,0.342,0.028,0.0,0.652
6KUE0HSSudAp9AOycaF6SH,2019-04-12,1703.0,1,729.0,1,1647,16,BTS,2020-02-22,0.638,0.703,-7874.0,0.444,0.01,0.0,0.261
2rk5DdEFF6wJ13Wrwm2sy6,2020-02-21,1983.0,1,888.0,1,159,1,BTS,2020-02-21,0.566,0.548,-6456.0,0.058,0.08,0.0,0.196
24NuEDgyRIljwSyY0lsr7b,2020-01-17,1961.0,1,882.0,1,4487,36,BTS,2020-02-21,0.719,0.758,-5167.0,0.085,0.137,0.0,0.49
2o9LAypwGH4ctV0i9boo6d,2020-02-14,7885.0,1,650.0,1,968,8,Justin Bieber,2020-02-21,0.648,0.681,-8389.0,0.038,0.263,0.008,0.767
5LCP80MqF8AqHi0WZZGuwJ,2020-02-21,1983.0,1,888.0,1,153,1,BTS,2020-02-21,0.55,0.747,-5211.0,0.041,0.067,0.0,0.648
5VwwpU7KsLhgfbMEecedhJ,2020-02-14,7885.0,1,650.0,1,877,8,Justin Bieber,2020-02-21,0.832,0.508,-6913.0,0.149,0.049,0.0,0.75
6ZelF5APDN5r6XnFqcnvWR,2020-02-14,297147.0,3,2754.0,3,2778,24,"Migos, Travis Scott, Young Thug",2020-02-21,0.904,0.627,-5608.0,0.222,0.03,0.0,0.236
3bSrpGWHrMlwZ0TdBMXv1p,2020-02-21,1983.0,1,888.0,1,150,1,BTS,2020-02-21,0.589,0.696,-7981.0,0.073,0.017,0.0,0.332
4CEFxa53bQl45kF3Fq6CeD,2020-02-21,18281.0,1,0.0,1,72,1,Ozzy Osbourne,2020-02-21,0.472,0.996,-0.578,0.16,0.007,0.0,0.114
15xT6IkTumRGbbSim0t11u,2020-02-21,1983.0,1,888.0,1,165,1,BTS,2020-02-21,0.643,0.667,-6993.0,0.152,0.043,0.0,0.485
7Ek9e3eIuktIFjpDRQfmHE,2020-02-14,3990.0,1,122.0,1,454,8,Luciano,2020-02-21,0.677,0.633,-7353.0,0.047,0.111,0.179,0.404
1TEEi8aHzb4tGcLJdsepb1,2020-02-21,1983.0,1,888.0,1,163,1,BTS,2020-02-21,0.674,0.64,-5139.0,0.034,0.151,0.0,0.664
5JSVa5i6lFPoyOzK4gj0Ox,2020-02-07,2290.0,1,606.0,1,1333,15,5 Seconds of Summer,2020-02-21,0.576,0.815,-3125.0,0.036,0.019,0.0,0.445
1iCJrfkx5U4DtmkazBSYVG,2020-02-21,1983.0,1,888.0,1,178,1,BTS,2020-02-21,0.583,0.817,-5146.0,0.099,0.118,0.0,0.438
2ezpl1QGsrICxQwl039Yoe,2020-02-21,1983.0,1,888.0,1,120,1,BTS,2020-02-21,0.808,0.903,-3106.0,0.096,0.012,0.0,0.473
3qHgGyJY4GpXNOK4WL4NSo,2020-02-21,99681.0,1,68.0,1,46,1,YoungBoy Never Broke Again,2020-02-21,0.485,0.814,-3907.0,0.138,0.217,0.0,0.327
07KegcFokV4bBD1GvO1j6L,2020-02-21,1983.0,1,888.0,1,137,1,BTS,2020-02-21,0.661,0.84,-4805.0,0.116,0.005,0.0,0.524
3VFT90E0yYjdHSFoGv02us,2020-02-21,4036.0,1,151.0,1,85,1,Ufo361,2020-02-21,0.548,0.649,-4796.0,0.29,0.084,0.0,0.222
3RgJvQlTg7tp5mXtylDXYx,2020-02-21,4036.0,1,171.0,1,21,1,Samra,2020-02-21,0.772,0.799,-3481.0,0.291,0.104,0.0,0.449
7CZyCXKG6d5ALeq41sLzbw,2019-09-16,87394.0,1,4769.0,1,15864,122,Post Malone,2020-02-21,0.499,0.8,-2665.0,0.05,0.091,0.0,0.272
6CeZoh6Oemi28WQRpa004x,2020-02-21,199362.0,2,342.0,2,104,2,"Trippie Redd, Russ",2020-02-21,0.78,0.666,-6222.0,0.172,0.182,0.0,0.537
3bHKTyjnhkhCOpTDYTMZmN,2020-02-21,1983.0,1,888.0,1,147,1,BTS,2020-02-21,0.526,0.575,-5215.0,0.031,0.225,0.0,0.19
5Py8zRKGkZvgHniVVtvNCN,2020-02-14,7885.0,1,650.0,1,826,7,Justin Bieber,2020-02-20,0.566,0.438,-7564.0,0.037,0.809,0.0,0.692
1b6tPXXCV2fSNtR3SKWUQA,2020-02-14,7885.0,1,650.0,1,647,7,Justin Bieber,2020-02-20,0.702,0.608,-6843.0,0.036,0.074,0.0,0.597
6wJYhPfqk3KGhHRG76WzOh,2020-02-07,98528.0,1,374.0,1,2147,14,Lil Mosey,2020-02-20,0.774,0.554,-7909.0,0.038,0.207,0.0,0.349
3LbZIhU0smEU5SUnxod4j4,2020-02-14,2292.0,1,205.0,1,628,7,Tame Impala,2020-02-20,0.664,0.848,-4.51,0.032,0.025,0.0,0.502
3o1CUVeHIid49sabk6A6Nf,2020-01-24,3556.0,2,6.0,2,4704,56,"Kygo, Sandro Cavazza",2020-02-20,0.529,0.612,-8794.0,0.052,0.253,0.0,0.434
40mjsnRjCpycdUw3xhS20g,2019-12-27,284643.0,3,2682.0,3,2271,27,"JACKBOYS, Pop Smoke, Travis Scott",2020-02-20,0.594,0.676,-5808.0,0.344,0.135,0.0,0.472
1DWZUa5Mzf2BwzpHtgbHPY,2020-01-17,96956.0,1,584.0,1,4670,34,Mac Miller,2020-02-20,0.794,0.32,-12.92,0.173,0.853,0.134,0.241
40qyPyljksBEqlNw5sW37T,2020-02-14,7885.0,1,650.0,1,855,7,Justin Bieber,2020-02-20,0.764,0.443,-6625.0,0.044,0.52,0.0,0.63
0DiDStADDVh3SvAsoJAFMk,2019-06-07,75187.0,1,248.0,1,17136,181,Jonas Brothers,2020-02-20,0.795,0.496,-5883.0,0.072,0.108,0.0,0.874
75nKBP8jQu681pTNCtrEnn,2020-02-14,7885.0,1,650.0,1,627,7,Justin Bieber,2020-02-20,0.774,0.603,-7319.0,0.059,0.438,0.0,0.977
1PnAx788sAvcI3ZxTlEyX8,2020-02-14,7885.0,1,650.0,1,728,7,Justin Bieber,2020-02-20,0.796,0.777,-6112.0,0.057,0.028,0.0,0.96
7rSnKi58HPIVC0FVyh04Q1,2020-02-07,98528.0,1,0.0,1,184,3,Pop Smoke,2020-02-20,0.733,0.684,-4748.0,0.177,0.142,0.0,0.437
0fIffclhgJC5h8AdMMVvkp,2020-02-20,99262.0,1,0.0,1,18,1,Pop Smoke,2020-02-20,0.637,0.723,-5547.0,0.091,0.013,0.0,0.228
3XF5xLJHOQQRbWya6hBp7d,2019-03-29,68171.0,1,634.0,1,13095,143,Billie Eilish,2020-02-20,0.678,0.533,-10485.0,0.186,0.462,0.219,0.323
521Os1SMlxmsoevsqyjNmJ,2020-02-14,7885.0,1,650.0,1,509,6,Justin Bieber,2020-02-19,0.485,0.412,-7766.0,0.042,0.738,0.0,0.612
60brXKLTC15vK0av5gIldm,2020-02-14,7885.0,1,650.0,1,430,6,Justin Bieber,2020-02-19,0.438,0.315,-8186.0,0.038,0.608,0.0,0.449
1V7JaMp11LKGwKiVmSetf0,2020-01-31,7820.0,2,0.0,2,3064,38,"Joker Bra, VIZE",2020-02-18,0.771,0.921,-4228.0,0.109,0.166,0.0,0.56
5hff5RQeE84pznOt8WEWeO,2020-02-07,18203.0,1,238.0,1,586,9,Anne-Marie,2020-02-18,0.609,0.785,-3.32,0.089,0.05,0.0,0.756
5hM5arv9KDbCHS0k9uqwjr,2020-02-14,2292.0,1,205.0,1,156,3,Tame Impala,2020-02-18,0.621,0.873,-3067.0,0.037,0.041,0.0,0.873
6PzOPrXx8tJEqace76yrv2,2020-02-14,7885.0,1,650.0,1,325,5,Justin Bieber,2020-02-18,0.465,0.494,-7595.0,0.066,0.49,0.0,0.457
2slqvGLwzZZYsT4K4Y1GBC,2020-01-31,98170.0,1,2552.0,1,1879,19,Taylor Swift,2020-02-18,0.56,0.78,-4895.0,0.052,0.002,0.0,0.602
5JWPUEov2wlX7c0jhYZpeB,2020-02-14,2292.0,1,205.0,1,164,4,Tame Impala,2020-02-17,0.569,0.84,-4123.0,0.118,0.03,0.0,0.749
4l2rsMfr20dj6nf6i6F3Y8,2020-02-14,99049.0,1,337.0,1,279,4,A Boogie Wit da Hoodie,2020-02-17,0.687,0.592,-6378.0,0.224,0.203,0.0,0.246
39nTNk5MfyiiRupTwn1iyC,2020-02-14,7885.0,1,650.0,1,315,4,Justin Bieber,2020-02-17,0.772,0.616,-4673.0,0.102,0.003,0.0,0.279
6TqXcAFInzjp0bODyvrWEq,2019-04-05,68752.0,1,1226.0,1,29798,181,Khalid,2020-02-17,0.9,0.4,-8575.0,0.127,0.052,0.0,0.346
2hLu8L8SNfCN4yKyPdX0h3,2020-02-14,7885.0,1,650.0,1,218,3,Justin Bieber,2020-02-17,0.639,0.437,-6959.0,0.036,0.692,0.0,0.751
5ozqshq2dtU7SYCpCBu0NE,2020-02-14,2292.0,1,205.0,1,214,3,Tame Impala,2020-02-16,0.602,0.88,-5414.0,0.035,0.057,0.46,0.493
2W4yABdLc4Jnds67Poi5Nl,2019-11-15,90943.0,1,156.0,1,10789,93,Ant Saunders,2020-02-16,0.866,0.438,-8943.0,0.072,0.177,0.0,0.695
6VLkgf5YmLixsabdqiCVGU,2020-02-14,7885.0,1,650.0,1,164,2,Justin Bieber,2020-02-15,0.375,0.304,-9897.0,0.033,0.683,0.0,0.295
6WCXBUFa0z3l9DoOY3k5Xe,2020-02-14,2292.0,1,205.0,1,147,2,Tame Impala,2020-02-15,0.381,0.829,-4564.0,0.06,0.023,0.0,0.509
1KcOU0q9AMXV9xi4tSzzCc,2020-02-14,2292.0,1,205.0,1,121,2,Tame Impala,2020-02-15,0.367,0.613,-5646.0,0.03,0.051,0.002,0.097
0dIz1I7IwX5ardG47AHxCZ,2020-02-14,99049.0,1,337.0,1,98,2,A Boogie Wit da Hoodie,2020-02-15,0.816,0.754,-3911.0,0.389,0.012,0.0,0.604
7BlBVFwvbWvcwNcUarQmjk,2019-08-16,1894.0,2,1680.0,2,46578,362,"ROSALÍA, Ozuna",2020-02-15,0.78,0.759,-3292.0,0.225,0.462,0.001,0.579
2FBpJGt00G0h1q0RHuqaGO,2020-02-14,7885.0,1,650.0,1,99,2,Justin Bieber,2020-02-15,0.655,0.578,-5711.0,0.053,0.311,0.0,0.546
6RZmhpvukfyeSURhf4kZ0d,2020-02-14,2292.0,1,205.0,1,43,1,Tame Impala,2020-02-14,0.731,0.664,-5474.0,0.03,0.003,0.35,0.661
3o0nkjyy6eZL5lZcEpvJec,2020-02-14,99049.0,1,337.0,1,21,1,A Boogie Wit da Hoodie,2020-02-14,0.48,0.679,-6776.0,0.264,0.452,0.0,0.29
6cZH4rX1KTt1aJ3Ql6Ynja,2020-02-14,99049.0,1,337.0,1,31,1,A Boogie Wit da Hoodie,2020-02-14,0.644,0.587,-6736.0,0.353,0.473,0.0,0.68
2U12JbtnFSYa5Av5wEcEDX,2020-02-14,99049.0,1,25.0,1,4,1,Alec Benjamin,2020-02-14,0.696,0.565,-7237.0,0.061,0.652,0.0,0.599
0IuE6FnXPCdZ8NLuuvJRhb,2020-02-14,2292.0,1,205.0,1,49,1,Tame Impala,2020-02-14,0.388,0.648,-5578.0,0.038,0.116,0.0,0.112
5Nm9ERjJZ5oyfXZTECKmRt,2019-02-14,12376.0,1,1210.0,1,78,1,Sam Smith,2020-02-14,0.418,0.42,-6444.0,0.041,0.588,0.0,0.184
4MzhmCOgPB7xb87f1CXjlA,2020-02-14,99049.0,1,337.0,1,61,1,A Boogie Wit da Hoodie,2020-02-14,0.54,0.643,-4707.0,0.288,0.428,0.0,0.328
666PdikRnUzdvjT9p5wWND,2020-02-14,2292.0,1,205.0,1,72,1,Tame Impala,2020-02-14,0.616,0.804,-5568.0,0.043,0.012,0.1,0.627
0C6bsQq58Ue1XfL5PKTO6D,2020-02-14,7980.0,2,228.0,2,70,2,"Gzuz, Bonez MC",2020-02-14,0.774,0.805,-5896.0,0.302,0.051,0.0,0.261
38YP1STiBe3AZevFFJILf4,2020-02-09,3990.0,1,163.0,1,212,6,Samra,2020-02-14,0.6,0.525,-6585.0,0.423,0.393,0.0,0.436
07Oz5StQ7GRoygNLaXs2pd,2019-10-25,89006.0,1,440.0,1,13361,111,Lizzo,2020-02-13,0.668,0.892,-3001.0,0.065,0.298,0.0,0.478
7h0d2h0fUmzbs7zeFigJPn,2019-12-27,94881.0,1,894.0,1,6396,49,Travis Scott,2020-02-13,0.559,0.491,-6406.0,0.035,0.057,0.0,0.114
4ea9w8c4ROqiZpJVhfBA3m,2019-12-20,186866.0,2,1736.0,2,5442,102,"Travis Scott, Young Thug",2020-02-13,0.845,0.631,-8206.0,0.216,0.188,0.0,0.545
1bRO28yzxgO3y3UmNR29TZ,2020-01-31,98170.0,1,710.0,1,1268,14,Lil Wayne,2020-02-13,0.804,0.528,-3231.0,0.378,0.125,0.0,0.321
6uiz2UTi8yaPVd9A1OxxTW,2020-01-28,100399.0,2,528.0,2,20,6,"Lauv, Troye Sivan",2020-02-13,0.599,0.733,-7058.0,0.203,0.176,0.0,0.534
364dI1bYnvamSnBJ8JcNzN,2020-02-07,106113.0,2,2828.0,2,2694,14,"Justin Bieber, Quavo",2020-02-13,0.811,0.553,-6644.0,0.055,0.317,0.0,0.86
2Rk4JlNc2TPmZe2af99d45,2019-08-23,81990.0,1,2215.0,1,7121,98,Taylor Swift,2020-02-13,0.61,0.83,-4105.0,0.057,0.033,0.0,0.728
2gwkD6igEhQbDQegRCcdoB,2019-04-25,70265.0,1,0.0,1,23734,181,DaBaby,2020-02-13,0.876,0.662,-6482.0,0.426,0.061,0.0,0.844
2u3EyuCqqV31woqGvO9LBz,2020-01-10,95752.0,1,966.0,1,2317,33,Lil Baby,2020-02-13,0.823,0.552,-7.57,0.324,0.017,0.0,0.418
75dLEqanQTupF3dtP9exT5,2020-02-07,98528.0,1,877.0,1,503,7,Nicki Minaj,2020-02-13,0.911,0.637,-8381.0,0.447,0.041,0.0,0.66
41L3O37CECZt3N7ziG2z7l,2020-01-03,7585.0,1,361.0,1,8212,42,Justin Bieber,2020-02-13,0.687,0.514,-6612.0,0.09,0.366,0.0,0.494
6zGPytJiZmFuyVq7RTNO9G,2020-01-28,105694.0,2,298.0,2,3350,32,"Justin Bieber, Kehlani",2020-02-12,0.824,0.503,-6.94,0.156,0.05,0.0,0.784
2ufmtcIFdFpuUYBPXK5f67,2020-01-17,96956.0,1,1182.0,1,1131,22,Halsey,2020-02-12,0.667,0.583,-5127.0,0.075,0.231,0.0,0.187
2ZrAjMSmlbDIil0JaVgTHh,2020-02-07,7585.0,1,342.0,1,234,5,Tory Lanez,2020-02-11,0.929,0.7,-5595.0,0.091,0.144,0.0,0.802
1ToprX3cpBiXoAe5eNSk74,2020-01-10,95752.0,1,1693.0,1,3864,32,Khalid,2020-02-11,0.701,0.396,-10182.0,0.119,0.112,0.021,0.115
5OaBhC8NjdqDhHF9I6r9lS,2020-02-09,2084.0,1,0.0,1,230,3,Diodato,2020-02-11,0.417,0.626,-6055.0,0.037,0.218,0.0,0.144
3CYH422oy1cZNoo0GTG1TK,2019-12-23,1961.0,1,18.0,1,3892,49,Red Velvet,2020-02-11,0.664,0.666,-2203.0,0.045,0.193,0.0,0.405
40T5GIqQ1CegGm2PTEl8Bu,2018-12-07,60590.0,1,90.0,1,16004,177,Billie Eilish,2020-02-10,0.483,0.412,-8461.0,0.04,0.737,0.0,0.247
5yfE6GXTuJaAlepKoE0wJE,2020-02-09,2084.0,1,0.0,1,5,2,Pinguini Tattici Nucleari,2020-02-10,0.754,0.925,-2912.0,0.051,0.304,0.0,0.857
0VSzREd1OjEWJ9tXoFHRQH,2020-01-17,96956.0,1,1863.0,1,2617,23,Eminem,2020-02-10,0.794,0.637,-6.29,0.339,0.028,0.0,0.393
29ZXwWOOLz9t5fa3eT3i7T,2019-12-04,92060.0,1,116.0,1,3048,58,YNW Melly,2020-02-09,0.932,0.547,-7787.0,0.333,0.039,0.0,0.695
4bTZeO72FwMa6wKOiqoynL,2019-07-26,6364.0,5,340.0,5,107110,890,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",2020-02-09,0.725,0.79,-2331.0,0.197,0.071,0.0,0.763
1000nHvUdawXuUHgBod4Wv,2019-09-13,84830.0,1,1414.0,1,15468,136,Lil Nas X,2020-02-09,0.703,0.594,-6146.0,0.075,0.342,0.0,0.475
7KbF6AdprOXEEHlsq11Z6d,2019-05-17,2338.0,1,487.0,1,26420,181,Maluma,2020-02-08,0.777,0.712,-4.84,0.277,0.217,0.0,0.68
1mCsF9Tw4AkIZOjvZbZZdT,2020-01-18,97160.0,1,0.0,1,1202,21,Matthew Wilder,2020-02-08,0.917,0.588,-11047.0,0.061,0.195,0.0,0.828
0qaWEvPkts34WF68r8Dzx9,2019-11-08,16735.0,2,0.0,2,5302,138,"Riton, Oliver Heldens",2020-02-08,0.737,0.828,-4711.0,0.04,0.015,0.001,0.517
003VDDA7J3Xb2ZFlNx7nIZ,2020-02-07,197056.0,2,1772.0,2,252,4,"Trippie Redd, Young Thug",2020-02-08,0.842,0.578,-6.05,0.138,0.004,0.0,0.19
1qf82BwoRe9zdLvyvx7oGP,2020-02-07,18203.0,1,1287.0,1,36,1,Ed Sheeran,2020-02-07,0.796,0.868,-5774.0,0.099,0.104,0.0,0.586
18ssFhD04lWo1RzpcohnrG,2020-01-27,98107.0,1,660.0,1,983,12,Demi Lovato,2020-02-07,0.557,0.387,-6338.0,0.037,0.876,0.0,0.317
6fvqvUQr12qghH4N8gpAch,2020-02-07,197056.0,2,296.0,2,82,2,"Justin Timberlake, Meek Mill",2020-02-07,0.628,0.75,-5219.0,0.14,0.142,0.0,0.374
6lruHh1jF7ezgbLv72xYmf,2020-01-05,95086.0,1,195.0,1,2594,34,Arizo Zervas,2020-02-07,0.822,0.575,-5.95,0.093,0.113,0.0,0.616
1hoLUVBx0ixX3kn0EX0P5n,2020-01-17,8072.0,3,0.0,3,4695,54,"Juju, Loreda, Miksu / Macloud",2020-02-07,0.746,0.592,-6861.0,0.091,0.462,0.0,0.629
3YCUPKddcFr4s6iL4mj6Xy,2020-02-07,98528.0,1,0.0,1,7,1,Green Day,2020-02-07,0.409,0.948,-5908.0,0.115,0.0,0.0,0.839
1R4xkZXQUQ8QJtAdwHkSgC,2020-01-31,3910.0,1,139.0,1,229,6,Samra,2020-02-07,0.801,0.731,-3723.0,0.383,0.188,0.0,0.537
4GyMIm2BEMoOXjmIvSpfLi,2020-01-31,98170.0,1,325.0,1,393,7,A Boogie Wit da Hoodie,2020-02-06,0.48,0.679,-6776.0,0.264,0.452,0.0,0.29
073ILU1C3APNRGF66VhtyA,2019-12-06,1213.0,1,1175.0,1,4609,60,Camila Cabello,2020-02-06,0.74,0.498,-6684.0,0.046,0.017,0.003,0.652
