id,Date_earliest,Nationality_Summed_Points,Nationality_count,Summed_Points,artist_count,Points (Total),song_count,Artists,Date,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence
2krESug6AyfOL07tlaGwts,2022-07-08,339239.0,2,254.0,2,154,2,"Brent Faiyaz, Alicia Keys",2022-07-08,0.524,0.233,-12991.0,0.104,0.869,0.0,0.585
2WTHLEVjfefbGoW7F3dXIg,2022-07-08,12179.0,1,54.0,1,54,1,aespa,2022-07-08,0.57,0.974,-0.173,0.325,0.115,0.001,0.65
3zakx7RAwdkUQlOoQ7SJRt,2022-07-08,508858.5,3,4120.0,4,384,3,"Brent Faiyaz, DJ Dahi, Tyler, The Creator",2022-07-08,0.541,0.619,-8746.0,0.254,0.167,0.006,0.491
6MF5JoJYj5uK07Si6fRAPM,2022-07-08,169619.5,1,84.0,1,91,1,Brent Faiyaz,2022-07-08,0.287,0.332,-10.15,0.043,0.678,0.004,0.204
0y8lwLPXBsenbF5WAZhlbL,2022-07-08,8239.66666666,1,16.0,1,12,1,Pashanim,2022-07-08,0.879,0.611,-7057.0,0.272,0.114,0.0,0.589
5XFoaqV1Z8XaLJidchVWhh,2022-07-08,169619.5,1,1047.0,1,56,1,Kid Cudi,2022-07-08,0.574,0.736,-4743.0,0.047,0.146,0.0,0.344
4xKQtLZn8m2d2KJy13ZujE,2022-07-08,169619.5,1,84.0,1,113,1,Brent Faiyaz,2022-07-08,0.428,0.367,-9905.0,0.091,0.132,0.0,0.174
0e0JshRej2NwT7jahEmv52,2022-07-08,169619.5,1,84.0,1,45,1,Brent Faiyaz,2022-07-08,0.462,0.273,-11768.0,0.062,0.903,0.0,0.334
4lfAwGFU3Zo2ZruXzRG8tw,2022-07-08,169619.5,1,84.0,1,126,1,Brent Faiyaz,2022-07-08,0.354,0.497,-10528.0,0.259,0.899,0.0,0.295
6N9U1wkWniSXD4TKD4ln0h,2022-07-08,357191.0,3,192.0,3,96,3,"Brent Faiyaz, Drake, The Neptunes",2022-07-08,0.443,0.72,-3743.0,0.073,0.067,0.0,0.374
3S68RFe1lsdCdTMPIMJM3X,2022-06-10,369241.0,3,4104.0,4,5952,72,"Pharrell Williams, 21 Savage, Tyler, The Creator",2022-07-07,0.877,0.56,-3751.0,0.06,0.007,0.0,0.154
1HhNoOuqm1a5MXYEgAFl8o,2022-02-04,322641.0,2,468.0,4,57114,308,"Imagine Dragons, JID, Arcane, League of Legends",2022-07-07,0.728,0.783,-4424.0,0.266,0.237,0.0,0.555
5sICkBXVmaCQk5aISGR3x1,2022-07-06,169427.5,1,0.0,1,8,2,Metallica,2022-07-07,0.577,0.828,-8691.0,0.03,0.002,0.011,0.604
3Z7CaxQkqbIs1rewKi6v4W,2022-07-01,33590.0,2,564.0,2,594,14,"Tiësto, Charli XCX",2022-07-07,0.748,0.841,-5.08,0.177,0.004,0.0,0.717
3i058E8uxTsYqJ5NWZzqSj,2022-05-20,31738.0,1,1477.0,1,5842,48,Harry Styles,2022-07-07,0.559,0.535,-7723.0,0.039,0.719,0.0,0.402
7sA2SKTo1QbTSSYn5YvJC4,2022-07-01,169383.5,1,2702.0,1,243,7,Imagine Dragons,2022-07-07,0.927,0.642,-4466.0,0.066,0.008,0.0,0.901
0k4d5YPDr1r7FX77VdqWez,2021-06-25,155105.0,2,3314.0,2,41716,362,"Doja Cat, The Weeknd",2022-07-07,0.828,0.621,-6414.0,0.057,0.016,0.002,0.436
0muK9BAzu2TJXQgWPsEj6e,2022-07-03,338851.0,2,0.0,2,230,8,"Journey, Steve Perry",2022-07-06,0.43,0.569,-9274.0,0.044,0.012,0.013,0.067
0UvZcEfpzVyx47QsRbjyBz,2022-05-06,7397.2,1,1598.0,1,4974,61,Bad Bunny,2022-07-05,0.629,0.698,-4485.0,0.308,0.051,0.002,0.599
1mw0RgNXIpYRyyCdBQbLgA,2022-05-20,31738.0,1,1477.0,1,4994,45,Harry Styles,2022-07-05,0.555,0.536,-8233.0,0.045,0.669,0.0,0.203
1nltpRhEiXikwDlVn4UADk,2022-06-03,185630.5,2,6698.0,2,4050,60,"Post Malone, The Weeknd",2022-07-04,0.682,0.764,-5411.0,0.048,0.036,0.0,0.701
0Q5VnK2DYzRyfqQRJuUtvi,2022-04-05,10140.0,1,3.0,1,5898,67,IVE,2022-07-03,0.703,0.709,-4169.0,0.043,0.004,0.0,0.538
1JIgFmCP5OCTEGV866WP3b,2022-07-01,8228.66666666,1,1.0,1,74,3,Yeat,2022-07-03,0.639,0.518,-13892.0,0.312,0.108,0.0,0.497
77UICuAzXRYuJqdhcy6R3m,2022-06-30,1222.0,1,478.0,1,93,3,Paulo Londra,2022-07-02,0.845,0.768,-5593.0,0.076,0.021,0.0,0.653
1K8AtBJXcdq5mywMnZuARP,2022-04-09,6336.0,1,289.0,1,877,21,Gusttavo Lima,2022-07-02,0.541,0.713,-4313.0,0.037,0.586,0.0,0.285
2g6tReTlM2Akp41g0HaeXN,2022-06-06,336897.0,3,108.0,3,4011,78,"Kendrick Lamar, Blxst, Amanda Reifer",2022-07-01,0.775,0.736,-8072.0,0.247,0.319,0.001,0.362
5zyZM1EiSqrniyqtprwxpv,2022-06-17,17579.0,1,5056.0,1,1977,15,Drake,2022-07-01,0.718,0.758,-8.29,0.07,0.238,0.007,0.349
7My9ca9QEIR8MvIOdIrTWA,2022-06-24,337883.0,2,16.0,2,790,16,"Eminem, Snoop Dogg",2022-07-01,0.73,0.785,-7986.0,0.243,0.105,0.0,0.596
1O73ZKgl0THUImkHW6dfAL,2022-07-01,6684.0,2,284.0,2,130,2,"Kygo, Dean Lewis",2022-07-01,0.614,0.642,-5473.0,0.045,0.289,0.0,0.218
5ycvEFxPeQqqkdOUgWhrJl,2022-07-01,63864.0,2,0.0,1,146,2,Calvin Harris 21 Savage,2022-07-01,0.875,0.831,-5991.0,0.077,0.278,0.0,0.742
49ev1nUTrNxbjm04jaoL5Z,2022-06-24,1222.0,1,71.0,1,153,7,Duki,2022-06-30,0.812,0.925,-3092.0,0.113,0.487,0.0,0.614
0HqZX76SFLDz2aW8aiqi7G,2022-03-11,162769.5,1,2490.0,1,12611,112,Imagine Dragons,2022-06-30,0.773,0.742,-3678.0,0.046,0.021,0.0,0.571
3GbQcjKWT7eVpUfzqwUjxv,2022-06-24,337883.0,2,500.0,2,1530,14,"Lil s X, YoungBoy Never Broke Again",2022-06-30,0.872,0.422,-7415.0,0.363,0.025,0.0,0.778
5JCquuXMmdXNypO32fPb0M,2022-06-30,1222.0,1,478.0,1,66,1,Paulo Londra,2022-06-30,0.583,0.858,-2366.0,0.067,0.013,0.0,0.916
0TyUOnU4H4GLqOcrH0auc8,2022-06-24,168941.5,1,2490.0,1,609,7,Imagine Dragons,2022-06-30,0.927,0.642,-4466.0,0.066,0.008,0.0,0.901
48UKTR66uUOT9LaUvooTNx,2022-06-24,168941.5,1,77.0,1,448,7,Luke Combs,2022-06-30,0.608,0.745,-4.13,0.028,0.023,0.0,0.464
06JvOZ39sK8D8SqiqfaxDU,2022-05-27,335481.0,2,3888.0,2,8146,70,"Kanye West, XXXTENTACION",2022-06-30,0.712,0.861,-5487.0,0.25,0.018,0.0,0.388
5JCoSi02qi3jJeHdZXMmR8,2021-05-21,136952.0,1,585.0,1,23466,173,Olivia Rodrigo,2022-06-29,0.369,0.272,-10497.0,0.036,0.866,0.0,0.218
4j6kId9QIqhoXvqHKgSKa0,2022-05-20,31738.0,1,1477.0,1,4699,41,Harry Styles,2022-06-29,0.645,0.721,-4394.0,0.034,0.357,0.143,0.88
2NcQic8JxdjAlAHuNbOIRE,2022-05-20,31738.0,1,1477.0,1,4024,36,Harry Styles,2022-06-27,0.721,0.479,-9669.0,0.226,0.321,0.002,0.902
1b0aDgrG775i4sPQgJGmkU,2022-06-12,70.0,1,0.0,1,50,7,Keisya Levronka,2022-06-27,0.49,0.398,-7712.0,0.027,0.815,0.0,0.136
4axSuOg3BqsowKjRpj59RU,2022-06-24,168941.5,1,9835.0,1,286,3,Taylor Swift,2022-06-26,0.476,0.189,-13777.0,0.033,0.904,0.0,0.324
7sT7kZEYd1MrmzLLIRVZas,2022-06-17,17579.0,1,5056.0,1,1137,9,Drake,2022-06-25,0.826,0.276,-11227.0,0.266,0.62,0.0,0.484
2Xr1dTzJee307rmrkt8c0g,2021-09-13,164.0,1,0.0,1,30337,181,CKay,2022-06-25,0.727,0.739,-3805.0,0.041,0.365,0.001,0.533
7a5fliY9SsZENrQWQBZron,2022-06-17,17579.0,1,5056.0,1,1219,9,Drake,2022-06-25,0.765,0.627,-4607.0,0.062,0.001,0.195,0.536
0nAZGkBGKQCXyaoSJfRhC1,2022-06-17,17579.0,1,5056.0,1,1133,8,Drake,2022-06-24,0.6,0.482,-11596.0,0.07,0.512,0.0,0.323
3SWGtKHaCFEUqfm9ydUFVw,2022-06-24,168941.5,1,196.0,1,24,1,Conan Gray,2022-06-24,0.614,0.81,-5184.0,0.093,0.01,0.0,0.605
4JzCFEc3O2UEdjKzevvFH5,2022-06-10,10541.0,1,4940.0,1,1602,15,BTS,2022-06-24,0.633,0.511,-5665.0,0.037,0.434,0.0,0.29
4zHvWi4iFAG45lgiN7smLC,2022-06-24,23838.0,2,0.0,2,108,2,"YEON, Felix of Stray Kids",2022-06-24,0.599,0.752,-3165.0,0.13,0.05,0.0,0.899
3lOMJTQTd6J34faYwASc33,2022-06-24,11919.0,1,0.0,1,133,1,YEON,2022-06-24,0.795,0.859,-2994.0,0.054,0.036,0.0,0.356
64pUytZWfCpeeMBN0XAadF,2022-06-24,337883.0,2,2626.0,2,82,2,"Chris Brown, Jack Harlow",2022-06-24,0.739,0.58,-7414.0,0.064,0.04,0.0,0.452
35TyJIMR3xRouUuo2sjS6v,2022-05-20,31738.0,1,1477.0,1,4080,35,Harry Styles,2022-06-23,0.829,0.644,-7696.0,0.043,0.354,0.051,0.896
7IaeavdRzXYQWfu2Wt5GlU,2022-06-17,17579.0,1,5056.0,1,940,7,Drake,2022-06-23,0.883,0.283,-12653.0,0.113,0.104,0.002,0.416
69w5X6uTrOaWM32IetSzvO,2022-05-20,31738.0,1,1477.0,1,3779,35,Harry Styles,2022-06-23,0.707,0.811,-5298.0,0.03,0.311,0.015,0.899
23Z3bbYcl1PdcPJemLa4zc,2022-06-17,17579.0,1,5056.0,1,957,7,Drake,2022-06-23,0.593,0.41,-13097.0,0.053,0.886,0.099,0.201
1qMMYpVatbRITKCfq1gasi,2022-04-29,165155.5,1,3262.0,1,3525,46,Future,2022-06-23,0.883,0.657,-5748.0,0.305,0.06,0.0,0.284
1MJHXJ8bdoynpEtCLCbkWf,2022-06-17,17579.0,1,5056.0,1,731,6,Drake,2022-06-22,0.502,0.645,-10611.0,0.122,0.444,0.01,0.518
5KW4KhJIAbVVSH6pJ4GPkb,2022-06-17,17579.0,1,5056.0,1,543,6,Drake,2022-06-22,0.775,0.688,-10912.0,0.059,0.018,0.092,0.284
0PKpNkxX3FkcfgxCQUXXds,2022-06-17,17579.0,1,5056.0,1,506,5,Drake,2022-06-21,0.718,0.319,-11261.0,0.044,0.965,0.0,0.639
5lVmzrKaqPpPYtF7udoiNq,2022-06-17,17579.0,1,5056.0,1,529,5,Drake,2022-06-21,0.193,0.022,-31.16,0.039,0.955,0.88,0.213
2vy9Ry1TNjCD85TiCbTz0r,2022-06-17,17579.0,1,5056.0,1,501,5,Drake,2022-06-21,0.557,0.706,-6592.0,0.065,0.268,0.0,0.582
6kxaaIeowajN7w21PfMLbu,2022-06-10,168682.5,1,1520.0,1,747,9,Halsey,2022-06-20,0.576,0.627,-4649.0,0.045,0.039,0.0,0.311
28n8z9IQKyjMPxmvYMBqZa,2022-06-17,168927.5,1,71.0,1,89,3,Luke Combs,2022-06-20,0.608,0.745,-4.13,0.028,0.023,0.0,0.464
1I4lCSP69P74nU3a6Su5L2,2022-06-18,63764.0,2,0.0,2,24,4,"Duke & Jones, Louis Theroux",2022-06-19,0.864,0.412,-5886.0,0.273,0.458,0.001,0.654
6hFwju6M40CKovKBPu5IpY,2022-05-20,6721.0,1,0.0,1,2022,23,Jovem Dionisio,2022-06-18,0.876,0.359,-11169.0,0.341,0.187,0.0,0.876
4RtPruLRZbyirtJGqYHPQm,2022-06-03,1209.0,1,61.0,1,197,9,Duki,2022-06-17,0.812,0.925,-3092.0,0.113,0.487,0.0,0.614
1IthE5GNiRzFN5CVaCa445,2022-06-10,10541.0,1,4940.0,1,1037,8,BTS,2022-06-17,0.602,0.841,-3334.0,0.109,0.035,0.0,0.684
2BcMwX1MPV6ZHP4tUT9uq6,2021-09-03,188415.0,3,0.0,3,35664,319,"Drake, 21 Savage, Project Pat",2022-06-17,0.849,0.424,-9579.0,0.324,0.064,0.0,0.153
7kYbxvrGXv8cmKjkqgqhrw,2022-05-21,1183.0,1,7.0,1,37,4,TINI,2022-06-16,0.801,0.633,-2785.0,0.078,0.414,0.0,0.676
5W7DOVGQLTigu09afW7QMT,2022-06-01,103.0,1,0.0,1,687,14,Sidhu Moose Wala,2022-06-15,0.557,0.794,-5698.0,0.2,0.179,0.0,0.432
6qj02zSeEJGWZ4c0dn5QzJ,2022-05-20,31738.0,1,1477.0,1,2669,25,Harry Styles,2022-06-15,0.417,0.202,-10976.0,0.036,0.935,0.0,0.323
2ZRo7axmMPeSVUvDbGkJah,2018-03-16,34113.0,1,406.0,1,7465,101,XXXTENTACION,2022-06-12,0.592,0.457,-6081.0,0.06,0.661,0.0,0.225
2rDZhKnPaPG054ExZ6nXUS,2022-02-25,162133.5,1,0.0,1,14938,108,Ryan Castro,2022-06-12,0.796,0.68,-5555.0,0.37,0.058,0.001,0.71
0UXlu64mDLvfzR8IXMz06J,2022-02-18,1584.0,1,60.0,1,4793,61,Christian Nodal,2022-06-12,0.588,0.452,-4.75,0.027,0.437,0.0,0.734
7qD2vjd3btuOgwpQPEY7ci,2022-06-04,20280.0,3,15.0,3,84,6,"Mc Don Juan, MC G15, Mc Davi",2022-06-11,0.82,0.28,-11742.0,0.049,0.353,0.0,0.209
4lsn7TSeTBVqeBtlZQnQRw,2022-06-10,10541.0,1,4940.0,1,78,1,BTS,2022-06-10,0.558,0.89,-3861.0,0.141,0.026,0.0,0.584
17AFcTj1bj9qhWrHbsLDSb,2022-06-10,10541.0,1,4940.0,1,98,1,BTS,2022-06-10,0.577,0.947,-2504.0,0.237,0.003,0.0,0.457
6bYJAOHKCvy9cSEAUR8NvG,2022-06-10,10541.0,1,4940.0,1,58,1,BTS,2022-06-10,0.624,0.681,-4045.0,0.094,0.003,0.0,0.528
3uRLwBjI2TahxslcMTvpFs,2022-06-10,10541.0,1,4940.0,1,55,1,BTS,2022-06-10,0.599,0.775,-4018.0,0.054,0.022,0.0,0.696
5S5Pnnyx7I4WLtOYeeVSVM,2022-06-10,10541.0,1,4940.0,1,73,1,BTS,2022-06-10,0.734,0.873,-3389.0,0.095,0.001,0.0,0.353
5YMXGBD6vcYP7IolemyLtK,2022-06-10,10541.0,1,4940.0,1,52,1,BTS,2022-06-10,0.637,0.799,-4518.0,0.034,0.394,0.0,0.57
6m1TWFMeon7ai9XLOzdbiR,2022-06-10,10541.0,1,4940.0,1,89,1,BTS,2022-06-10,0.557,0.719,-4515.0,0.037,0.003,0.0,0.345
4bZZVcgWWMWPBwzTTp642w,2022-06-10,10541.0,1,4940.0,1,18,1,BTS,2022-06-10,0.779,0.762,-5188.0,0.063,0.022,0.0,0.859
43qX7PiMfluhGyrJrjcP9p,2022-06-10,10541.0,1,4940.0,1,93,1,BTS,2022-06-10,0.48,0.857,-4245.0,0.074,0.024,0.0,0.727
1e8J3XClxZbFmvIHLI8CE4,2022-06-10,10541.0,1,4940.0,1,24,1,BTS,2022-06-10,0.733,0.855,-3211.0,0.118,0.005,0.0,0.42
2GXWzWPsYlTZcvVW8JIu69,2022-06-10,10541.0,1,4940.0,1,85,1,BTS,2022-06-10,0.486,0.871,-4475.0,0.337,0.028,0.0,0.659
5rNZsITjXf23iFkRA924FV,2022-06-10,10541.0,1,4940.0,1,4,1,BTS,2022-06-10,0.775,0.272,-9126.0,0.091,0.56,0.003,0.198
5FVbvttjEvQ8r2BgUcJgNg,2022-06-10,10541.0,1,4940.0,1,92,1,BTS,2022-06-10,0.566,0.716,-5733.0,0.042,0.007,0.0,0.45
6KhAXXgDtEEahVzATvFNcn,2022-06-10,10541.0,1,4940.0,1,27,1,BTS,2022-06-10,0.704,0.646,-6658.0,0.06,0.01,0.0,0.64
7IRe1bo7Zm0q5Fn9MlNMZM,2022-06-10,337365.0,2,0.0,2,14,2,"Machine Gun Kelly, glaive",2022-06-10,0.503,0.795,-5355.0,0.086,0.118,0.0,0.414
47zs6e5M9Tsr7HhK45Gh6a,2022-06-10,10541.0,1,4940.0,1,97,1,BTS,2022-06-10,0.604,0.914,-4018.0,0.165,0.04,0.0,0.537
6GoFIkTKX9CIGgM9APx5UB,2022-06-10,10541.0,1,4940.0,1,132,1,BTS,2022-06-10,0.436,0.866,-5172.0,0.471,0.015,0.0,0.592
0fZRNhPJ4AGmwY7rkpdbqK,2022-06-10,10541.0,1,4940.0,1,56,1,BTS,2022-06-10,0.583,0.817,-5146.0,0.099,0.118,0.0,0.437
0PXd9WwmX3Y04KfHAaldDS,2022-06-10,10541.0,1,4940.0,1,82,1,BTS,2022-06-10,0.571,0.863,-3821.0,0.061,0.001,0.0,0.523
1O9AseW10CTi6nBLoj0O6K,2022-06-10,168682.5,1,878.0,1,42,1,Demi Lovato,2022-06-10,0.458,0.947,-2308.0,0.221,0.0,0.0,0.478
2j1fFjWHCI9KJSwcuYAOyF,2022-06-10,10541.0,1,4940.0,1,71,1,BTS,2022-06-10,0.539,0.846,-3192.0,0.035,0.006,0.0,0.462
0TdWVbcerMAcvljXrl9gpG,2022-06-10,10541.0,1,4940.0,1,43,1,BTS,2022-06-10,0.582,0.693,-5048.0,0.047,0.114,0.0,0.341
6Kfoo60npYPdvNxMPMiDpX,2022-06-03,168051.5,1,5229.0,1,889,8,Post Malone,2022-06-10,0.744,0.628,-5435.0,0.029,0.049,0.0,0.539
6Jkm5kUldvIqxzI1Pa7nXH,2022-04-26,165139.5,1,0.0,1,2221,44,Leah Kate,2022-06-09,0.544,0.786,-2.97,0.05,0.01,0.0,0.446
1mWdTewIgB3gtBM3TOSFhB,2021-12-16,9165.0,1,4799.0,1,18778,171,BTS,2022-06-09,0.759,0.459,-5187.0,0.095,0.003,0.0,0.695
1oc92BMKYkNxK17C2GtyRM,2022-06-03,168051.5,1,1612.0,1,532,7,Polo G,2022-06-09,0.713,0.689,-5.99,0.255,0.16,0.0,0.63
0LnS7aOdOdI1dNKZqdOLz4,2022-05-06,166433.5,1,861.0,1,3364,35,Jack Harlow,2022-06-09,0.833,0.652,-6942.0,0.076,0.002,0.099,0.405
4IxeKzzxUSEgivgtbSbyIK,2022-06-03,199922.5,2,3572.0,2,1332,14,"Post Malone, Gun",2022-06-09,0.517,0.668,-6012.0,0.116,0.071,0.0,0.646
2meHtZ7N97pJfvTL4hYtfv,2022-06-03,168051.5,1,5229.0,1,627,7,Post Malone,2022-06-09,0.645,0.671,-7208.0,0.046,0.06,0.0,0.365
1NvpO1o8SpkdH3txtJQQc7,2022-06-03,168051.5,1,5229.0,1,803,7,Post Malone,2022-06-09,0.611,0.584,-6897.0,0.03,0.083,0.0,0.181
67dU06KGaJHLLlo5Y5bkD2,2022-06-03,168051.5,1,5229.0,1,732,7,Post Malone,2022-06-09,0.314,0.439,-5726.0,0.031,0.671,0.0,0.364
5oH4DQAuu1J1800RzUsBWa,2022-04-29,20400.0,2,58.0,2,9098,84,"PSY, SUGA",2022-06-09,0.905,0.962,-3197.0,0.086,0.03,0.0,0.906
2OcSE0EXzgUuqkM1NIJPHJ,2022-06-03,173351.0,2,1662.0,2,1574,14,"Post Malone, The Kid LAROI",2022-06-09,0.583,0.43,-7748.0,0.035,0.801,0.0,0.367
3uwnnTQcHM1rDqSfA4gQNz,2022-03-19,163025.5,1,876.0,1,7942,80,Demi Lovato,2022-06-08,0.583,0.61,-5639.0,0.038,0.004,0.0,0.336
296nXCOv97WJNRWzIBQnoj,2022-05-03,6698.0,1,0.0,1,1232,32,LE SSERAFIM,2022-06-08,0.863,0.62,-7167.0,0.135,0.051,0.003,0.432
6R9c642Hs3tOdLowjYaWt2,2022-06-03,336103.0,2,0.0,2,982,10,"Post Malone, Fleet Foxes",2022-06-07,0.475,0.569,-7073.0,0.034,0.037,0.001,0.04
75UMtPC77vqKRwfSuYuNPO,2022-04-25,6698.0,1,0.0,1,890,33,Kevin Kaarl,2022-06-07,0.577,0.363,-12378.0,0.026,0.86,0.0,0.265
30W8VKHrAZmHzObnwAoc1u,2022-04-22,8040.599999999999,2,1302.0,2,6592,90,"Mora, Sech",2022-06-06,0.683,0.714,-4898.0,0.252,0.181,0.0,0.448
5Ja2u1FPlVxrxeMWEa2dcn,2022-06-03,168051.5,1,5229.0,1,217,4,Post Malone,2022-06-06,0.485,0.656,-6121.0,0.053,0.035,0.0,0.106
6gI9b2VsoWhjhIuIeToDVs,2022-05-13,334647.0,3,0.0,3,11307,72,"Kendrick Lamar, Blxst, Amanda Reifer",2022-06-05,0.775,0.736,-8072.0,0.247,0.319,0.001,0.362
2FeBslNBMdR9V58uv6hd2t,2022-05-13,167303.5,1,1086.0,1,4185,24,Kendrick Lamar,2022-06-05,0.79,0.67,-5527.0,0.105,0.377,0.0,0.408
7B4uYqxTpTOS1sgxFB9Ann,2022-05-30,206.0,2,0.0,2,670,14,"Sidhu Moose Wala, Wazir Patar",2022-06-05,0.792,0.647,-5447.0,0.334,0.03,0.0,0.638
5zNxUkUW9WiV5oyg6gh2wB,2022-02-18,11732.0,2,10.0,2,18584,164,"PEDRO SAMPAIO, Mc Pedrinho",2022-06-04,0.778,0.571,-4776.0,0.079,0.042,0.0,0.554
7JyFwJC3uRpiNfq7oKafgn,2022-06-03,168051.5,1,5229.0,1,189,2,Post Malone,2022-06-04,0.301,0.303,-12.39,0.046,0.177,0.031,0.038
1EAzCHtS45JvyXNSposHCY,2022-06-04,1727.0,1,60.0,1,10,1,Christian Nodal,2022-06-04,0.662,0.895,-2909.0,0.128,0.299,0.0,0.965
39LLxExYz6ewLAcYrzQQyP,2020-03-27,19196.0,1,1166.0,1,1365,18,Dua Lipa,2022-06-04,0.695,0.884,-2278.0,0.075,0.056,0.0,0.914
6lX6l7OuA3qrnIRfdsr0dw,2021-11-18,13650.0,3,198.0,3,67032,537,"Blessd, Justin Quiles, Lenny Tavárez",2022-06-04,0.787,0.7,-4598.0,0.077,0.568,0.001,0.791
3sd2p4kE7xQmFH3lPnFl6h,2022-03-19,24572.0,4,248.0,4,18332,216,"Davi Kneip, Mc Frog, Dj Gabriel do Borel, Luísa Sonza",2022-06-04,0.925,0.454,-3533.0,0.273,0.252,0.0,0.771
3ShKPhFkexrwl7WoyTtNND,2022-05-21,13442.0,2,92.0,2,284,10,"MC Rogerinho, Wesley Safadão",2022-06-04,0.802,0.727,-4968.0,0.031,0.413,0.0,0.837
2GUSz3vtf8jhVXri1CTrQX,2022-06-03,168051.5,1,5229.0,1,102,2,Post Malone,2022-06-04,0.491,0.278,-11.29,0.042,0.8,0.0,0.072
2XRn6Qu0Wd1KvOND8JbaTx,2022-04-29,7972.6666666599995,1,553.0,1,2982,34,Luciano,2022-06-03,0.839,0.412,-8816.0,0.094,0.287,0.001,0.607
0lmRKkc33g1N9fWW9nZPVc,2022-06-03,168051.5,1,5229.0,1,59,1,Post Malone,2022-06-03,0.477,0.162,-15.34,0.055,0.927,0.0,0.211
6kYGOFNUMxpab09L5Ukoke,2022-05-13,167303.5,1,1086.0,1,2511,22,Kendrick Lamar,2022-06-03,0.852,0.421,-9153.0,0.208,0.428,0.0,0.457
7DwcBgdzqhFJltEaV1XF81,2022-05-13,334607.0,2,518.0,2,6726,42,"Post Malone, Roddy Ricch",2022-06-02,0.669,0.773,-5619.0,0.153,0.038,0.0,0.377
00Blm7zeNqgYLPtW6zg8cj,2021-11-05,166338.0,2,3716.0,2,42541,316,"Post Malone, The Weeknd",2022-06-02,0.687,0.781,-4806.0,0.053,0.036,0.0,0.688
3ehHqgYRzmeUi345MfHS2N,2022-05-20,6769.4,2,90.0,2,1402,28,"Morat, Duki",2022-06-02,0.582,0.804,-4155.0,0.039,0.049,0.0,0.732
0U1W2LZVUX7qTm7dDpqxh6,2022-03-31,17092.0,1,2338.0,1,7197,62,Shawn Mendes,2022-06-02,0.603,0.691,-5805.0,0.037,0.025,0.0,0.577
0MMyJUC3WNnFS1lit5pTjk,2021-05-21,136952.0,1,585.0,1,22673,172,Olivia Rodrigo,2022-06-01,0.695,0.575,-6334.0,0.116,0.198,0.0,0.699
4IaxDf2FixiQXq0mW7key9,2022-04-24,165088.5,1,0.0,1,2461,38,Jessi,2022-06-01,0.874,0.6,-6064.0,0.158,0.009,0.0,0.457
3tYTyAt1q6BFBiGyYVOLhi,2022-05-13,334607.0,2,1280.0,2,3914,34,"Kendrick Lamar, Kodak Black",2022-05-31,0.907,0.577,-6737.0,0.077,0.438,0.0,0.801
6A3SB2C4U6JtCavQOXLYNN,2022-05-25,6721.0,1,0.0,1,11,2,Benzz,2022-05-30,0.807,0.75,-4396.0,0.237,0.17,0.0,0.961
05zd5Nv0e02ZqrlC8A2cwx,2022-05-13,167303.5,1,1086.0,1,2086,17,Kendrick Lamar,2022-05-30,0.529,0.845,-8142.0,0.404,0.244,0.0,0.331
4F4bzCA8RWoyKQDfeFGolM,2022-04-25,2306.0,2,928.0,2,8420,70,"Bizarrap, Paulo Londra",2022-05-29,0.527,0.91,-2659.0,0.122,0.25,0.0,0.329
6Zw25LRLP0j0MsezDFIUM4,2022-04-15,13210.0,2,714.0,2,1292,26,"Hugo & Guilherme, Marília Mendonça",2022-05-28,0.732,0.831,-3791.0,0.069,0.554,0.0,0.684
6bQ5823aHmFVKLZW8E7rRo,2022-04-01,10776.2,3,0.0,3,15180,174,"Duki, De La Ghetto, Quevedo",2022-05-28,0.789,0.837,-3247.0,0.23,0.125,0.0,0.476
3RhyHYnYxuGnP8njFlNxHq,2022-05-27,17436.0,1,245.0,1,84,1,Tate McRae,2022-05-27,0.707,0.483,-7365.0,0.059,0.106,0.0,0.386
4xIhSUJantE6BMl3u8dtCJ,2022-05-13,198738.5,2,12.0,2,4034,30,"Kendrick Lamar, Sampha",2022-05-27,0.514,0.779,-4365.0,0.344,0.181,0.0,0.517
3MTm8eZ2wCEtpyZqqhP6Dn,2022-05-27,335481.0,2,2760.0,2,144,2,"blackbear, Machine Gun Kelly",2022-05-27,0.743,0.733,-3029.0,0.06,0.026,0.0,0.375
4qeMMEoVX97kGLbGgfFm2r,2022-05-27,31789.0,1,2583.0,1,60,1,Ed Sheeran,2022-05-27,0.573,0.593,-7225.0,0.03,0.114,0.0,0.425
503OTo2dSqe7qk76rgsbep,2022-02-11,322943.0,2,2.0,2,18022,194,"Dr. Dre, Snoop Dogg",2022-05-27,0.816,0.775,-3323.0,0.234,0.16,0.0,0.527
4ewmHD3aRBmLyTsbGreNLw,2022-05-27,17436.0,1,245.0,1,10,1,Tate McRae,2022-05-27,0.79,0.613,-5911.0,0.07,0.288,0.0,0.729
1ZMiCix7XSAbfAJlEZWMCp,2019-12-13,17176.0,1,1059.0,1,16045,175,Harry Styles,2022-05-26,0.567,0.267,-6502.0,0.03,0.839,0.0,0.059
45S5WTQEGOB1VHr1Q4FuPl,2019-12-13,17176.0,1,1059.0,1,1127,10,Harry Styles,2022-05-26,0.448,0.838,-5257.0,0.056,0.21,0.0,0.254
