id,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,song_count,artists_points,artists_songs_counted
1Qrg8KqiBpW07V7PNxwwwL,0.644,0.735,-5747.0,0.039,0.052,0.144,0.418,172,9855.0,169.0
4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,-5338.0,0.056,0.342,0.001,0.662,185,43888.0,410.0
0V3wPSX9ygBnCm8psDIegu,0.637,0.643,-6571.0,0.052,0.13,0.0,0.533,183,21942.0,258.0
2dHHgzDwk4BJdRwy9uXhTO,0.715,0.62,-6005.0,0.048,0.417,0.0,0.172,175,125254.16666667,1636.0
7KA4W4McWYRpgf0fWsJZWB,0.558,0.559,-9222.0,0.096,0.371,0.0,0.62,7,0.0,0.0
1daDRI9ahBonbWD8YcxOIB,0.672,0.642,-4035.0,0.031,0.098,0.0,0.494,17,21027.0,174.0
5XeFesFbtLpXzIVDNQP22n,0.464,0.417,-9345.0,0.026,0.136,0.022,0.479,183,44532.0,501.0
6AQbmUe0Qwf5PZnt4HmTXv,0.696,0.809,-8254.0,0.05,0.252,0.0,0.857,135,0.0,0.0
1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.702,-5707.0,0.157,0.117,0.0,0.564,35,35370.0,222.0
4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,-3673.0,0.034,0.004,0.0,0.304,185,1475.0,124.0
78Sw5GDo6AlGwTwanjXbGh,0.574,0.469,-8209.0,0.025,0.534,0.0,0.288,179,8032.0,49.0
7jtQIBanIiJOMS6RyCx6jZ,0.442,0.538,-8.55,0.045,0.717,0.0,0.139,179,0.0,0.0
5odlY52u43F5BjByhxg7wg,0.515,0.593,-4801.0,0.032,0.653,0.162,0.153,183,6871.0,62.0
1Y3LN4zO1Edc2EluIoSPJN,0.551,0.55,-5339.0,0.029,0.777,0.0,0.342,178,30825.0,182.0
3AJwUDP919kvQ9QcozQPxg,0.429,0.661,-7227.0,0.028,0.002,0.0,0.285,140,0.0,0.0
1zsPaEkglFvxjAhrM8yhpr,0.901,0.589,-6713.0,0.289,0.003,0.0,0.399,183,31705.0,560.0
0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5934.0,0.06,0.001,0.0,0.334,185,44785.0,281.0
1mea3bSkSGXuIRvnydlB5b,0.486,0.617,-7115.0,0.029,0.095,0.0,0.417,182,29048.0,360.0
561jH07mF1jHuk7KlaeF0s,0.637,0.678,-3798.0,0.266,0.209,0.0,0.254,183,37230.0,633.0
4R2kfaDFhslZEMJqAFNpdd,0.613,0.581,-8588.0,0.042,0.537,0.0,0.551,90,6611.0,92.0
2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,-2.81,0.034,0.05,0.018,0.398,177,0.0,0.0
2HbKqm4o0w5wEeEFXm2sD4,0.716,0.531,-7355.0,0.122,0.07,0.0,0.344,46,292.0,2.0
2eAvDnpXP5W0cVtiI0PUxV,0.609,0.692,-2958.0,0.026,0.016,0.0,0.454,170,0.0,0.0
2tTmW7RDtMQtBk7m2rYeSw,0.621,0.782,-5548.0,0.044,0.013,0.033,0.55,185,13790.0,360.0
6Sq7ltF9Qa7SNFBsV5Cogx,0.911,0.712,-5105.0,0.082,0.09,0.0,0.425,185,110505.666666687,1533.0
4iZ4pt7kvcaH6Yo8UoZ4s2,0.559,0.551,-7231.0,0.132,0.141,0.0,0.392,162,9855.0,169.0
54ipXppHLA8U4yqpOFTUhr,0.772,0.75,-3.67,0.046,0.02,0.0,0.587,185,49613.0,515.0
7KokYm8cMIXCsGVmUvKtqf,0.642,0.62,-7091.0,0.067,0.073,0.0,0.097,57,21942.0,258.0
5Odq8ohlgIbQKMZivbWkEo,0.881,0.592,-4898.0,0.032,0.619,0.0,0.719,174,84115.0,1133.0
7j4OmvkjRz0PrjFADlHfQx,0.603,0.67,-3882.0,0.025,0.004,0.0,0.446,36,1015.0,25.0
2mnXxnrX5vCGolNkaFvVeM,0.887,0.234,-14.52,0.178,0.111,0.67,0.197,179,340152.0,3608.0
2CeKVsFFXG4QzA415QygGb,0.865,0.573,-5501.0,0.068,0.086,0.0,0.563,182,21384.0,405.0
1FEiijYPJtyswChfcpv3p0,0.568,0.646,-6793.0,0.033,0.046,0.0,0.211,164,324.0,3.0
1xK59OXxi2TAAAbmZK0kBL,0.571,0.544,-10613.0,0.03,0.453,0.008,0.216,182,0.0,0.0
5IgjP7X4th6nMNDh4akUHb,0.733,0.69,-5529.0,0.043,0.064,0.0,0.31,185,2045.0,78.0
5O2P9iiztwhomNh8xkR9lJ,0.672,0.52,-7747.0,0.035,0.859,0.0,0.37,1,86.0,2.0
0RiRZpuVRbi7oqRdSMwhQY,0.755,0.522,-4368.0,0.058,0.533,0.0,0.925,183,162676.0,1450.0
5wG3HvLhF6Y5KTGlK0IW3J,0.571,0.549,-7.38,0.404,0.18,0.0,0.447,90,4285.66666667,116.0
5jQI2r1RdgtuT8S3iG8zFC,0.733,0.436,-10489.0,0.08,0.258,0.001,0.098,181,21942.0,258.0
68Dni7IE4VyPkTOH9mRWHr,0.69,0.521,-8492.0,0.339,0.324,0.0,0.494,173,2143.0,57.0
6Um358vY92UBv5DloTRX9L,0.491,0.643,-4309.0,0.044,0.187,0.0,0.779,154,11658.0,94.0
6JIC3hbC28JZKZ8AlAqX8h,0.795,0.8,-6.32,0.031,0.035,0.0,0.934,184,93887.5,1239.0
0JXXNGljqupsJaZsgSbMZV,0.684,0.607,-8127.0,0.1,0.027,0.0,0.498,167,0.0,0.0
58ge6dfP91o9oXMzq3XkIS,0.52,0.852,-5866.0,0.054,0.002,0.0,0.234,2,4490.0,72.0
7qEHsqek33rTcFNT9PFqLf,0.501,0.405,-5679.0,0.032,0.751,0.0,0.446,185,17170.0,137.0
0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,-10109.0,0.033,0.934,0.0,0.12,182,31664.0,308.0
3k3NWokhRRkEPhCzPmV8TW,0.647,0.686,-5745.0,0.041,0.08,0.0,0.268,185,98273.666666687,1390.0
1R0a2iXumgCiFb7HEZ7gUE,0.615,0.534,-6719.0,0.039,0.106,0.0,0.193,5,34173.0,249.0
7lQ8MOhq6IN2w8EYcFNSUk,0.908,0.669,-2827.0,0.074,0.003,0.0,0.662,1,941.0,26.0
7yq4Qj7cqayVTp3FF9CWbm,0.484,0.731,-6694.0,0.038,0.431,0.0,0.51,2,0.0,0.0
4k6Uh1HXdhtusDW5y8Gbvy,0.686,0.494,-7093.0,0.036,0.613,0.0,0.7,185,15687.0,183.0
0CYTGMBYkwUxrj1MWDLrC5,0.743,0.831,-4042.0,0.058,0.114,0.0,0.609,160,48848.333333331,743.0
76OGwb5RA9h4FxQPT33ekc,0.565,0.636,-8198.0,0.064,0.107,0.0,0.525,185,4008.0,28.0
0pqnGHJpmpxLKifKRmU6WP,0.776,0.78,-4374.0,0.128,0.062,0.0,0.666,185,50121.0,510.0
2a1o6ZejUi8U3wzzOtCOYw,0.4,0.915,-4.89,0.28,0.085,0.0,0.878,1,0.0,0.0
6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,-4209.0,0.047,0.122,0.0,0.557,184,17107.0,96.0
4RvWPyQ5RL0ao9LPZeSouE,0.645,0.795,-12095.0,0.053,0.347,0.004,0.535,150,0.0,0.0
0ll8uFnc0nANY35E0Lfxvg,0.453,0.655,-4.22,0.026,0.079,0.0,0.368,27,2555.0,50.0
2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,-7638.0,0.054,0.018,0.001,0.876,5,0.0,0.0
6I3mqTwhRpn34SLVafSH7G,0.601,0.741,-5569.0,0.048,0.185,0.0,0.441,17,88536.0,636.0
22skzmqfdWrjJylampe0kt,0.633,0.927,-4468.0,0.084,0.027,0.0,0.88,106,0.0,0.0
3AVrVz5rK8Hrqo9YGiVGN5,0.369,0.467,-9018.0,0.027,0.019,0.46,0.174,176,0.0,0.0
1IHWl5LamUGEuP4ozKQSXZ,0.65,0.715,-5198.0,0.253,0.099,0.0,0.187,185,98273.666666687,1390.0
0T2pB7P1VdXPhLdQZ488uH,0.709,0.56,-4867.0,0.171,0.034,0.0,0.541,156,21384.0,405.0
3rWDp9tBPQR9z6U5YyRSK4,0.643,0.363,-11738.0,0.077,0.69,0.0,0.23,137,25909.0,284.0
1xzi1Jcr7mEi9K2RfzLOqS,0.78,0.689,-5668.0,0.141,0.037,0.0,0.642,162,6570.0,38.0
2tpWsVSb9UEmDRxAl1zhX1,0.664,0.705,-4972.0,0.038,0.065,0.0,0.477,3,5912.0,61.0
1bDbXMyjaUIooNwFE9wn0N,0.561,0.52,-9342.0,0.244,0.05,0.0,0.424,182,56923.33333333,835.0
2Hh3ETdQKrmSI3QS0hme7g,0.684,0.671,-4392.0,0.046,0.189,0.0,0.156,94,8006.33333336,204.0
6VhuP99TE6gYNQRJIlAWFD,0.346,0.5,-6097.0,0.039,0.757,0.0,0.191,185,16027.0,102.0
4FyesJzVpA39hbYvcseO2d,0.486,0.545,-7924.0,0.034,0.065,0.005,0.039,183,101.0,3.0
0vjeOZ3Ft5jvAi9SBFJm1j,0.526,0.606,-5.3,0.259,0.152,0.0,0.492,175,31950.33333336,336.0
46IZ0fSY2mpAiktS3KOqds,0.604,0.366,-7519.0,0.028,0.578,0.0,0.13,182,33020.0,306.0
4ewazQLXFTDC8XvCbhvtXs,0.44,0.317,-9258.0,0.053,0.891,0.0,0.268,181,30136.0,191.0
5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,-7596.0,0.032,0.186,0.0,0.405,169,44532.0,501.0
5Eax0qFko2dh7Rl2lYs3bx,0.801,0.475,-8797.0,0.052,0.141,0.0,0.234,185,98273.666666687,1390.0
5QO79kh1waicV47BqGRL3g,0.68,0.826,-5487.0,0.031,0.021,0.0,0.644,35,42096.0,265.0
3F5CgOj3wFlRv51JsHbxhe,0.529,0.673,-4711.0,0.175,0.0,0.0,0.366,184,15832.666666686,629.0
0B7wvvmu9EISAwZnOpjhNI,0.601,0.271,-8688.0,0.04,0.937,0.0,0.411,11,2199.0,48.0
5gDWsRxpJ2lZAffh5p7K0w,0.715,0.47,-12638.0,0.077,0.353,0.092,0.426,164,107618.0,1374.0
2J2Z1SkXYghSajLibnQHOa,0.468,0.779,-4839.0,0.078,0.112,0.0,0.26,182,6594.0,50.0
3azJifCSqg9fRij2yKIbWz,0.645,0.534,-10.8,0.048,0.157,0.0,0.463,152,0.0,0.0
1cKHdTo9u0ZymJdPGSh6nq,0.323,0.737,-4008.0,0.034,0.142,0.0,0.155,176,141616.5,1713.0
3yfqSUWxFvZELEM4PmlwIR,0.949,0.661,-4244.0,0.057,0.03,0.0,0.76,149,8393.0,186.0
2ksyzVfU0WJoBpu8otr4pz,0.593,0.641,-12727.0,0.099,0.426,0.901,0.147,158,0.0,0.0
4h4QlmocP3IuwYEj2j14p8,0.768,0.714,-5.11,0.04,0.352,0.0,0.842,173,12.0,2.0
4woTEX1wYOTGDqNXuavlRC,0.802,0.755,-3138.0,0.056,0.022,0.0,0.58,178,40755.0,661.0
1JSTJqkT5qHq8MDJnJbRE1,0.82,0.452,-9796.0,0.035,0.543,0.003,0.74,44,53.0,1.0
0nrRP2bk19rLc0orkWPQk2,0.532,0.783,-5697.0,0.052,0.004,0.001,0.643,28,245.0,29.0
3hxIUxnT27p5WcmjGUXNwx,0.485,0.409,-10711.0,0.101,0.325,0.0,0.376,143,0.0,0.0
1dGr1c8CrMLDpV6mPbImSI,0.359,0.543,-7582.0,0.092,0.492,0.0,0.453,109,35370.0,222.0
5qaEfEh1AtSdrdrByCP7qR,0.505,0.71,-3015.0,0.032,0.19,0.0,0.428,34,36341.5,353.0
3xWGA8pa0IKFI7IMPri4P0,0.788,0.859,-2724.0,0.086,0.281,0.0,0.822,178,71390.0,590.0
3r8RuvgbX9s7ammBn07D3W,0.814,0.641,-5957.0,0.111,0.027,0.0,0.183,158,9639.0,144.0
1zi7xx7UVEFkmKfv06H8x0,0.792,0.625,-5609.0,0.054,0.008,0.002,0.37,93,88305.0,613.0
3hRV0jL3vUpRrcy398teAU,0.544,0.369,-9514.0,0.038,0.969,0.279,0.102,13,0.0,0.0
23Lyy7ZXRvzfgH4JtDkKrX,0.594,0.527,-9335.0,0.034,0.121,0.0,0.692,120,11367.0,89.0
53tfEupEzQRtVFOeZvk7xq,0.914,0.622,-6538.0,0.089,0.146,0.0,0.77,182,14526.0,157.0
7ef4DlsgrMEH11cDZd32M6,0.791,0.862,-3.24,0.11,0.037,0.0,0.592,184,53461.0,361.0
1DIXPcTDzTj8ZMHt3PDt8p,0.647,0.514,-10.05,0.059,0.066,0.0,0.386,139,3200.0,150.0
1wtOxkiel43cVs0Yux5Q4h,0.663,0.319,-13481.0,0.038,0.69,0.001,0.193,65,31796.0,442.0
4D7BCuvgdJlYvlX5WlN54t,0.696,0.396,-10289.0,0.066,0.401,0.0,0.38,71,21942.0,258.0
1v7L65Lzy0j0vdpRjJewt1,0.686,0.735,-4616.0,0.264,0.009,0.001,0.06,20,23346.0,200.0
1qEmFfgcLObUfQm0j1W2CK,0.714,0.728,-4595.0,0.047,0.298,0.0,0.901,185,43888.0,410.0
60a0Rd6pjrkxjPbaKzXjfq,0.556,0.864,-5.87,0.058,0.01,0.0,0.4,67,0.0,0.0
086myS9r57YsLbJpU0TgK9,0.691,0.631,-6478.0,0.037,0.048,0.0,0.8,153,44532.0,501.0
21jGcNKet2qwijlDFuPiPb,0.695,0.762,-3497.0,0.04,0.192,0.002,0.553,183,143420.0,1238.0
1oFAF1hdPOickyHgbuRjyX,0.65,0.825,-4645.0,0.033,0.022,0.0,0.593,184,208172.16666667,2125.0
4SqWKzw0CbA05TGszDgMlc,0.575,0.648,-4891.0,0.036,0.583,0.0,0.466,183,885.0,10.0
7gRFDGEzF9UkBV233yv2dc,0.818,0.69,-5119.0,0.045,0.003,0.0,0.688,168,5484.0,28.0
46HNZY1i7O6jwTA7Slo2PI,0.573,0.711,-6268.0,0.041,0.011,0.0,0.47,183,94805.0,818.0
0fea68AdmYNygeTGI4RC18,0.754,0.646,-5795.0,0.317,0.152,0.0,0.429,184,100580.0,1619.0
0QHEIqNKsMoOY5urbzN48u,0.838,0.525,-3562.0,0.067,0.345,0.0,0.884,183,0.0,0.0
09mEdoA6zrmBPgTEN5qXmN,0.461,0.593,-4954.0,0.036,0.17,0.0,0.175,15,0.0,0.0
3dYD57lRAUcMHufyqn9GcI,0.566,0.664,-5303.0,0.046,0.634,0.0,0.437,104,0.0,0.0
3EaJDYHA0KnX88JvDhL9oa,0.603,0.784,-4023.0,0.062,0.446,0.0,0.769,152,32705.0,308.0
5jt25aFjW2kNoBqaEVaz5W,0.757,0.789,-3.46,0.058,0.307,0.0,0.464,173,8564.0,284.0
54ELExv56KCAB4UP9cOCzC,0.892,0.662,-3894.0,0.162,0.169,0.0,0.607,135,303227.0,3387.0
3WMj8moIAXJhHsyLaqIIHI,0.369,0.192,-12151.0,0.04,0.555,0.0,0.148,178,0.0,0.0
7hU3IHwjX150XLoTVmjD0q,0.831,0.554,-9998.0,0.218,0.161,0.0,0.396,182,0.0,0.0
6Xom58OOXk2SoU711L2IXO,0.804,0.674,-5453.0,0.033,0.294,0.0,0.292,185,98273.666666687,1390.0
7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,-7063.0,0.052,0.067,0.0,0.137,2,0.0,0.0
2gMXnyrvIjhVBUZwvLZDMP,0.459,0.575,-4858.0,0.057,0.604,0.0,0.183,183,44578.0,321.0
5g7sDjBhZ4I3gcFIpkrLuI,0.728,0.697,-4125.0,0.046,0.056,0.0,0.87,137,28008.0,450.0
4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,-7301.0,0.033,0.584,0.0,0.27,185,5052.0,96.0
2nLtzopw4rPReszdYBJU6h,0.496,0.863,-4153.0,0.038,0.005,0.0,0.243,33,0.0,0.0
5zwwW9Oq7ubSxoCGyW1nbY,0.693,0.734,-6189.0,0.202,0.015,0.0,0.708,145,5484.0,28.0
1SKPmfSYaPsETbRHaiA18G,0.448,0.665,-4203.0,0.026,0.06,0.0,0.304,99,0.0,0.0
0WtM2NBVQNNJLh6scP13H8,0.801,0.806,-5206.0,0.038,0.382,0.001,0.802,185,2421.0,47.0
7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,-5379.0,0.042,0.013,0.0,0.424,1,0.0,0.0
6IAZHEBUIGJ6NJKxxOBIEr,0.73,0.769,-5114.0,0.03,0.138,0.0,0.507,151,0.0,0.0
5TXDeTFVRVY7Cvt0Dw4vWW,0.746,0.251,-16169.0,0.259,0.782,0.002,0.18,40,0.0,0.0
6BePGk3eCan4FqaW2X8Qy3,0.696,0.793,-5733.0,0.097,0.068,0.0,0.698,132,11880.0,226.0
2GAhgAjOhEmItWLfgisyOn,0.698,0.546,-7234.0,0.056,0.425,0.003,0.335,121,9855.0,169.0
1XGmzt0PVuFgQYYnV2It7A,0.743,0.752,-4813.0,0.041,0.019,0.0,0.545,31,21613.0,214.0
02MWAaffLxlfxAUY7c5dvx,0.761,0.525,-6.9,0.094,0.44,0.0,0.531,171,35.0,1.0
6qyS9qBy0mEk3qYaH8mPss,0.712,0.972,-0.514,0.112,0.005,0.0,0.568,181,0.0,0.0
3BnDvpeuGOj21Ir2aVEtQo,0.814,0.789,-6.29,0.041,0.365,0.001,0.842,182,0.0,0.0
0NO2zL0kw8sGGnaMvHKAZF,0.765,0.872,-5863.0,0.05,0.173,0.0,0.722,108,24984.5,237.0
3CIyK1V4JEJkg02E4EJnDl,0.728,0.783,-4424.0,0.266,0.237,0.0,0.555,183,101750.0,1114.0
73vIOb4Q7YN6HeJTbscRx5,0.587,0.742,-6.64,0.053,0.013,0.001,0.199,180,0.0,0.0
0O6u0VJ46W86TxN9wgyqDj,0.733,0.67,-6009.0,0.075,0.121,0.0,0.472,184,126613.5,1564.0
0gucTLf7trAf37Ua1uAyAu,0.489,0.918,-4502.0,0.055,0.0,0.0,0.691,174,10468.0,181.0
0a4MMyCrzT0En247IhqZbD,0.593,0.935,-3.43,0.225,0.268,0.0,0.783,138,71.0,3.0
1N8TTK1Uoy7UvQNUazfUt5,0.73,0.785,-6512.0,0.055,0.046,0.022,0.649,100,2033.0,39.0
31i56LZnwE6uSu3exoHjtB,0.876,0.498,-7511.0,0.048,0.071,0.0,0.428,185,98273.666666687,1390.0
3zkyus0njMCL6phZmNNEeN,0.735,0.449,-9933.0,0.383,0.859,0.0,0.514,106,21411.0,149.0
1O2pcBJGej0pmH2Y9XZMs6,0.87,0.548,-5253.0,0.077,0.092,0.0,0.832,182,0.0,0.0
1418IuVKQPTYqt7QNJ9RXN,0.698,0.505,-8242.0,0.036,0.354,0.0,0.396,117,0.0,0.0
6G12ZafqofSq7YtrMqUm76,0.873,0.695,-4207.0,0.046,0.419,0.0,0.823,154,14441.0,263.0
0HEzuLLojblUOaUSdmJ9gl,0.457,0.343,-9387.0,0.031,0.805,0.018,0.056,6,12315.0,187.0
2p8IUWQDrpjuFltbdgLOag,0.664,0.572,-6099.0,0.031,0.081,0.006,0.143,69,42096.0,265.0
6bnF93Rx87YqUBLSgjiMU8,0.537,0.746,-5507.0,0.15,0.024,0.0,0.252,73,42096.0,265.0
53jnnqFSRGMDB9ADrNriCA,0.591,0.637,-6365.0,0.03,0.011,0.0,0.432,108,3829.0,66.0
0o9zmvc5f3EFApU52PPIyW,0.6,0.76,-6124.0,0.045,0.166,0.0,0.519,116,8337.0,75.0
4ASA1PZyWGbuc4d9N8OAcF,0.636,0.909,-3685.0,0.044,0.149,0.0,0.61,99,0.0,0.0
5ww2BF9slyYgNOk37BlC4u,0.835,0.679,-5329.0,0.036,0.583,0.0,0.85,184,0.0,0.0
5Y35SjAfXjjG0sFQ3KOxmm,0.358,0.284,-8285.0,0.029,0.805,0.0,0.276,98,9855.0,169.0
7H0ya83CMmgFcOhw0UB6ow,0.508,0.792,-7311.0,0.03,0.229,0.124,0.601,67,0.0,0.0
4fsQ0K37TOXa3hEQfjEic1,0.882,0.797,-3299.0,0.082,0.082,0.0,0.824,136,1232.0,32.0
6OzUIp8KjuwxJnCWkXp1uL,0.736,0.727,-4642.0,0.057,0.058,0.0,0.644,82,35012.0,323.0
4H6o1bxKRGzmsE0vzo968m,0.732,0.573,-5733.0,0.024,0.56,0.0,0.882,88,0.0,0.0
6HMtHNpW6YPi1hrw9tgF8P,0.836,0.743,-6305.0,0.065,0.097,0.0,0.723,177,14379.0,79.0
6Uj1ctrBOjOas8xZXGqKk4,0.824,0.764,-4175.0,0.085,0.089,0.003,0.881,166,46647.0,318.0
2wSTnntOPRi7aQneobFtU4,0.848,0.512,-7.72,0.102,0.228,0.002,0.572,83,9855.0,169.0
7DbdUf8aHSYoliSjO6LZv6,0.572,0.839,-5083.0,0.038,0.013,0.01,0.465,183,0.0,0.0
38T0tPVZHcPZyhtOcCP7pF,0.637,0.715,-4971.0,0.046,0.148,0.0,0.308,159,50121.0,515.0
4o6v3Oooyt7HF20idztRD4,0.651,0.947,-3669.0,0.054,0.305,0.0,0.722,92,859.0,44.0
3PfIrDoz19wz7qK7tYeu62,0.793,0.793,-4521.0,0.083,0.012,0.0,0.679,185,38774.0,222.0
2rurDawMfoKP4uHyb2kJBt,0.695,0.636,-4654.0,0.317,0.234,0.0,0.575,183,53604.499999993,721.0
6sCvvleqKbeyOkQDieBYgp,0.247,0.299,-6083.0,0.032,0.899,0.0,0.172,104,2720.0,18.0
6WbAhuwE6fCOriBu5786X1,0.951,0.692,-4038.0,0.312,0.472,0.0,0.431,101,49153.0,453.0
5QM0SsyzmBM0pbFY52Xj1X,0.677,0.485,-5795.0,0.036,0.529,0.0,0.493,147,127.0,2.0
7dSZ6zGTQx66c2GF91xCrb,0.87,0.516,-8006.0,0.054,0.656,0.008,0.53,184,16273.5,275.0
5FkJHVudUByVjanCqFXRql,0.578,0.6,-10491.0,0.032,0.068,0.417,0.039,104,11918.0,176.0
1RDvyOk4WtPCtoqciJwVn8,0.71,0.879,-4218.0,0.042,0.158,0.001,0.341,86,55754.5,901.0
2hkwwmmLC90T8BQ7t3xufq,0.846,0.81,-3332.0,0.087,0.222,0.0,0.762,11,1833.0,80.0
3U4isOIWM3VvDubwSI3y7a,0.422,0.264,-7064.0,0.032,0.922,0.0,0.331,101,354.0,28.0
4rPJSqrov3zqGwXlemLBMw,0.435,0.768,-5352.0,0.201,0.086,0.0,0.378,51,2139.0,32.0
4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,-5927.0,0.048,0.083,0.001,0.825,184,11753.0,171.0
30VrBsh1STRBoIrhQOAwzK,0.703,0.813,-4517.0,0.057,0.088,0.0,0.717,1,0.0,0.0
1Fid2jjqsHViMX6xNH70hE,0.4,0.479,-7989.0,0.031,0.053,0.0,0.213,165,0.0,0.0
0CtZpaOhtzvLV3FfcsVpQo,0.773,0.795,-5537.0,0.041,0.059,0.002,0.649,18,0.0,0.0
3E7dfMvvCLUddWissuqMwr,0.652,0.698,-4667.0,0.042,0.001,0.0,0.47,2,5642.0,45.0
59nOXPmaKlBfGMDeOVGrIK,0.463,0.642,-4474.0,0.34,0.314,0.0,0.339,184,37186.999999999,712.0
5Z9KJZvQzH6PFmb8SNkxuk,0.741,0.691,-7395.0,0.067,0.022,0.0,0.892,182,63714.0,389.0
3GYlZ7tbxLOxe6ewMNVTkw,0.412,0.236,-15159.0,0.038,0.83,0.007,0.119,88,33283.0,444.0
4a9tbd947vo9K8Vti9JwcI,0.645,0.862,-4761.0,0.085,0.093,0.0,0.803,3,55055.66666666,591.0
1aOl53hkZGHkl2Snhr7opL,0.4,0.641,-6303.0,0.067,0.214,0.0,0.393,81,2953.0,35.0
58HvfVOeJY7lUuCqF0m3ly,0.41,0.611,-8271.0,0.047,0.023,0.0,0.09,170,0.0,0.0
2pIUpMhHL6L9Z5lnKxJJr9,0.811,0.648,-3684.0,0.037,0.236,0.0,0.695,64,0.0,0.0
5Zlb01Jcn0Ld49zazzZJSB,0.604,0.601,-7887.0,0.063,0.15,0.001,0.156,57,2364.5,27.0
26hOm7dTtBi0TdpDGl141t,0.472,0.518,-7379.0,0.051,0.383,0.127,0.154,88,30136.0,191.0
3tAQNhm1o0kzldsI5QkrB1,0.393,0.433,-10045.0,0.026,0.39,0.0,0.238,71,0.0,0.0
5WxVXxCMRnvxUKFq40ELwq,0.538,0.742,-5355.0,0.114,0.138,0.0,0.25,67,0.0,0.0
33cF8aTmGJ6TsEf23uqGIN,0.836,0.826,-2.66,0.046,0.213,0.0,0.579,84,57609.99999999,937.0
58cEG7FsVoipRiRKUMgOjo,0.857,0.829,-0.484,0.084,0.001,0.015,0.208,83,50989.33333333,785.0
6ex1Pz3pntgy4NPtxHXN2V,0.807,0.893,-3745.0,0.035,0.045,0.0,0.537,84,71390.0,590.0
3LtpKP5abr2qqjunvjlX5i,0.911,0.573,-7.43,0.288,0.38,0.0,0.972,179,0.0,0.0
4xkOaSrkexMciUUogZKVTS,0.548,0.847,-3237.0,0.186,0.062,0.0,0.1,13,18393.0,204.0
2TktkzfozZifbQhXjT6I33,0.697,0.336,-10395.0,0.042,0.598,0.005,0.31,84,0.0,0.0
1597vvneWf0zoQrg2D8yH6,0.872,0.519,-4467.0,0.244,0.306,0.0,0.52,73,0.0,0.0
4ilZV1WNjL7IxwE81OnaRY,0.895,0.847,-5.25,0.052,0.16,0.223,0.735,35,2154.0,26.0
1ELsaYdj2NlxLvkx9g24xZ,0.714,0.748,-4605.0,0.068,0.59,0.0,0.698,52,2003.0,58.0
3ZFTkvIE7kyPt6Nu3PEa7V,0.778,0.824,-5892.0,0.071,0.284,0.0,0.758,2,11945.0,86.0
75FEaRjZTKLhTrFGsfMUXR,0.629,0.547,-13123.0,0.055,0.72,0.003,0.197,185,0.0,0.0
3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,-8117.0,0.103,0.515,0.0,0.262,184,0.0,0.0
2CSRrnOEELmhpq8iaAi9cd,0.461,0.279,-11776.0,0.037,0.911,0.0,0.599,46,9855.0,169.0
2yjlYDiNiQkdxVqTlaSrlX,0.951,0.878,-2565.0,0.211,0.051,0.0,0.923,151,2586.0,14.0
3nqQXoyQOWXiESFLlDF1hG,0.714,0.472,-7375.0,0.086,0.013,0.0,0.238,127,3100.0,37.0
3rb0tMq42WfggucPm0HHkA,0.607,0.767,-6069.0,0.047,0.118,0.0,0.662,13,27230.0,183.0
37F7E7BKEw2E4O2L7u0IEp,0.802,0.623,-5862.0,0.459,0.029,0.055,0.457,67,0.0,0.0
4WuOWVnAqvEQxgSRrspBgt,0.671,0.658,-5567.0,0.309,0.189,0.0,0.257,44,31528.83333334,471.0
4UMIv5jd9gK98a39BQRD9X,0.577,0.574,-6525.0,0.028,0.572,0.0,0.436,71,10815.0,243.0
3fjN3y5x4hN53rykAN2LHQ,0.627,0.429,-8255.0,0.234,0.238,0.0,0.565,119,0.0,0.0
5wANPM4fQCJwkGd4rN57mH,0.561,0.431,-8.81,0.058,0.768,0.0,0.137,185,38661.0,215.0
4PMqSO5qyjpvzhlLI5GnID,0.461,0.651,-8.81,0.057,0.418,0.0,0.383,33,9855.0,169.0
3khEEPRyBeOUabbmOPJzAG,0.577,0.941,-5.17,0.105,0.002,0.0,0.292,81,0.0,0.0
4cktbXiXOapiLBMprHFErI,0.775,0.327,-7241.0,0.056,0.841,0.0,0.595,164,32763.0,322.0
2t6IxTASaSFkZEt61tQ6W6,0.793,0.736,-3254.0,0.047,0.082,0.0,0.656,30,32273.0,326.0
2Oycxb8QbPkpHTo8ZrmG0B,0.781,0.67,-3912.0,0.045,0.01,0.0,0.595,182,107152.0,894.0
0oBtwScT4B4BR5kZitNWd5,0.751,0.761,-4113.0,0.15,0.251,0.0,0.553,77,19925.5,217.0
