Date,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Points (Total),id,Date_earliest,song_count,Points (Total)_grouped,date_difference,total_points,average_point,artist_count
2023-05-29,0.346,0.5,-6097.0,0.039,0.757,0.0,0.191,53,6VhuP99TE6gYNQRJIlAWFD,2022-08-19,282,34683,283 days,65573.0,9367.57142857143,1
2023-05-29,0.836,0.499,-5.82,0.056,0.669,0.0,0.65,52,4hKLzFvNwHF6dPosGT30ed,2023-05-19,6,143,10 days,143.0,20.428571428571427,4
2023-05-29,0.817,0.851,-3309.0,0.063,0.035,0.0,0.886,51,1MB8kTH7VKvAMfL9SHgJmG,2023-05-19,10,440,10 days,276873.500000001,39553.35714285729,3
2023-05-29,0.777,0.841,-4641.0,0.041,0.312,0.0,0.901,50,7Lkxvfl2rkNYWS4kBDCQtN,2023-04-15,45,3922,44 days,72515.499999996,10359.357142856572,2
2023-05-29,0.486,0.545,-7924.0,0.034,0.065,0.005,0.039,49,4FyesJzVpA39hbYvcseO2d,2022-10-18,224,28978,223 days,233646.66666666,33378.09523809428,1
2023-05-29,0.526,0.606,-5.3,0.259,0.152,0.0,0.492,48,0vjeOZ3Ft5jvAi9SBFJm1j,2022-12-02,175,22818,178 days,408629.666666703,58375.66666667186,3
2023-05-29,0.696,0.412,-8547.0,0.027,0.415,0.0,0.349,47,2AaaE0qvFWtyT8srKNfRhH,2023-02-19,81,5622,99 days,5804.0,829.1428571428571,1
2023-05-29,0.516,0.322,-11762.0,0.029,0.473,0.002,0.261,46,2L9N0zZnd37dwF0clgxMGI,2023-02-14,105,12782,104 days,12782.0,1826.0,1
2023-05-29,0.823,0.615,-4.19,0.147,0.104,0.0,0.47,45,3Gs7mVfWKl567mjozgxmXv,2023-04-21,39,3327,38 days,192534.333333331,27504.90476190443,2
2023-05-29,0.604,0.366,-7519.0,0.028,0.578,0.0,0.13,44,46IZ0fSY2mpAiktS3KOqds,2021-11-19,552,64958,556 days,180642.0,25806.0,1
2023-05-29,0.44,0.317,-9258.0,0.053,0.891,0.0,0.268,43,4ewazQLXFTDC8XvCbhvtXs,2022-11-04,203,21493,206 days,82665.0,11809.285714285714,1
2023-05-29,0.628,0.668,-2722.0,0.117,0.329,0.0,0.845,42,0UbesRsX2TtiCeamOIVEkp,2023-01-21,125,13015,128 days,47270.99999999,6752.99999999857,2
2023-05-29,0.559,0.871,-5338.0,0.04,0.0,0.005,0.572,41,6dBUzqjtbnIa1TwYbyw5CM,2023-03-12,65,2025,78 days,2063.0,294.7142857142857,1
2023-05-29,0.734,0.766,-4485.0,0.038,0.025,0.001,0.6,40,1zv3WFUbZ5vPxFq9I2jAU1,2022-12-31,107,7725,149 days,334152.5,47736.07142857144,2
2023-05-29,0.548,0.532,-7596.0,0.032,0.186,0.0,0.405,39,5FVd6KXrgO9B3JPmC8OPst,2022-10-08,213,9274,233 days,161103.0,23014.714285714286,1
2023-05-29,0.913,0.584,-5263.0,0.223,0.521,0.0,0.627,38,04ndZkbKGthTgYSv3xS7en,2023-02-18,101,11674,100 days,28698.5,4099.785714285715,1
2023-05-29,0.825,0.652,-3183.0,0.08,0.581,0.0,0.931,37,7qiZfU4dY1lWllzX7mPBI3,2017-01-06,2206,227794,2334 days,1208748.0,172678.2857142857,1
2023-05-29,0.795,0.875,-4079.0,0.053,0.111,0.0,0.375,36,51vRumtqbkNW9wrKfESwfu,2023-05-01,29,2740,28 days,17372.0,2481.7142857142862,2
2023-05-29,0.801,0.475,-8797.0,0.052,0.141,0.0,0.234,35,5Eax0qFko2dh7Rl2lYs3bx,2022-05-06,389,60210,388 days,1262144.166666687,180306.30952381244,1
2023-05-29,0.68,0.826,-5487.0,0.031,0.021,0.0,0.644,34,5QO79kh1waicV47BqGRL3g,2020-03-20,905,113661,1165 days,922058.83333333,131722.69047619,1
2023-05-29,0.529,0.673,-4711.0,0.175,0.0,0.0,0.366,33,3F5CgOj3wFlRv51JsHbxhe,2022-06-17,341,37088,346 days,1048203.8333333812,149743.40476191157,2
2023-05-29,0.563,0.431,-6784.0,0.039,0.89,0.0,0.196,32,6dXiWwFrcGieqnoLYzPNp5,2023-02-07,67,4478,111 days,4478.0,639.7142857142857,1
2023-05-29,0.523,0.477,-6786.0,0.392,0.855,0.0,0.57,31,6otePxalBK8AVa20xhZYVQ,2023-02-24,95,10855,94 days,300632.0,42947.42857142857,1
2023-05-29,0.601,0.271,-8688.0,0.04,0.937,0.0,0.411,30,0B7wvvmu9EISAwZnOpjhNI,2021-03-16,263,14532,804 days,232308.00000001,33186.85714285857,1
2023-05-29,0.715,0.47,-12638.0,0.077,0.353,0.092,0.426,29,5gDWsRxpJ2lZAffh5p7K0w,2022-07-17,289,12932,316 days,971781.83333333,138825.97619047572,3
2023-05-29,0.468,0.779,-4839.0,0.078,0.112,0.0,0.26,28,2J2Z1SkXYghSajLibnQHOa,2022-02-14,468,28451,469 days,127513.0,18216.14285714286,1
2023-05-29,0.718,0.791,-5572.0,0.045,0.002,0.003,0.743,27,5RX8T3EoTuXcybAxe6oPAw,2023-05-12,18,2393,17 days,2393.0,341.85714285714283,1
2023-05-29,0.515,0.43,-9935.0,0.037,0.01,0.0,0.104,26,70LcF31zb1H0PyJoS1Sx1r,2023-05-08,22,812,21 days,812.0,116.0,1
2023-05-29,0.645,0.534,-10.8,0.048,0.157,0.0,0.463,25,3azJifCSqg9fRij2yKIbWz,2022-11-21,159,10336,189 days,33837.0,4833.857142857143,1
2023-05-29,0.617,0.635,-6769.0,0.032,0.05,0.0,0.446,24,6RUKPb4LETWmmr3iAEQktW,2017-02-24,1301,85753,2285 days,460330.5,65761.5,2
2023-05-29,0.323,0.737,-4008.0,0.034,0.142,0.0,0.155,23,1cKHdTo9u0ZymJdPGSh6nq,2022-06-13,334,34090,350 days,952183.83333333,136026.26190476143,2
2023-05-29,0.87,0.517,-7918.0,0.048,0.576,0.006,0.54,22,3HqcNJdZ2seoGxhn0wVNDK,2023-02-24,95,7476,94 days,300632.0,42947.42857142857,1
2023-05-29,0.949,0.661,-4244.0,0.057,0.03,0.0,0.76,21,3yfqSUWxFvZELEM4PmlwIR,2021-04-14,723,41163,775 days,371151.0,53021.57142857143,1
2023-05-29,0.718,0.467,-9.66,0.04,0.707,0.0,0.396,20,4P9Q0GojKVXpRTJCaL3kyy,2023-03-17,71,7461,73 days,632092.5,90298.92857142857,1
2023-05-29,0.647,0.8,-5384.0,0.165,0.065,0.0,0.942,19,0cqRj7pUJDkTCEsJkx8snD,2017-06-09,27,609,2180 days,632092.5,90298.92857142857,1
2023-05-29,0.593,0.641,-12727.0,0.099,0.426,0.901,0.147,18,2ksyzVfU0WJoBpu8otr4pz,2022-11-28,159,10224,182 days,10663.0,1523.2857142857142,1
2023-05-29,0.768,0.714,-5.11,0.04,0.352,0.0,0.842,17,4h4QlmocP3IuwYEj2j14p8,2022-04-25,324,33146,399 days,33150.0,4735.714285714285,2
2023-05-29,0.802,0.755,-3138.0,0.056,0.022,0.0,0.58,16,4woTEX1wYOTGDqNXuavlRC,2022-09-29,226,10582,242 days,376445.0,53777.857142857145,2
2023-05-29,0.683,0.875,-4866.0,0.055,0.012,0.0,0.384,15,70t7Q6AYG6ZgTYmJWcnkUM,2023-04-10,48,4229,49 days,20914.0,2987.714285714286,1
2023-05-29,0.82,0.452,-9796.0,0.035,0.543,0.003,0.74,14,1JSTJqkT5qHq8MDJnJbRE1,2019-07-10,614,19248,1419 days,19301.0,2757.285714285714,1
2023-05-29,0.532,0.783,-5697.0,0.052,0.004,0.001,0.643,13,0nrRP2bk19rLc0orkWPQk2,2020-10-14,423,11245,957 days,156128.0,22304.0,1
2023-05-29,0.485,0.409,-10711.0,0.101,0.325,0.0,0.376,12,3hxIUxnT27p5WcmjGUXNwx,2022-10-16,182,8290,225 days,8588.0,1226.857142857143,1
2023-05-29,0.359,0.543,-7582.0,0.092,0.492,0.0,0.453,11,1dGr1c8CrMLDpV6mPbImSI,2019-08-23,117,13236,1375 days,632092.5,90298.92857142857,1
2023-05-29,0.505,0.71,-3015.0,0.032,0.19,0.0,0.428,10,5qaEfEh1AtSdrdrByCP7qR,2022-03-14,197,4431,441 days,575616.5,82230.92857142857,1
2023-05-29,0.788,0.859,-2724.0,0.086,0.281,0.0,0.822,9,3xWGA8pa0IKFI7IMPri4P0,2022-10-04,226,13096,237 days,1208748.0,172678.2857142857,1
2023-05-29,0.838,0.79,-1602.0,0.108,0.431,0.0,0.962,8,1DxEbt6OSbrkRthk6pjZue,2023-01-28,122,13908,121 days,15104.000000082,2157.714285726,3
2023-05-29,0.338,0.562,-7181.0,0.029,0.039,0.0,0.259,7,0otRX6Z89qKkHkQ9OqJpKt,2023-05-28,2,29,1 days,191056.0,27293.714285714286,1
2023-05-29,0.499,0.519,-8199.0,0.06,0.109,0.0,0.848,6,3tiJUOfAEqIrLFRQgGgdoY,2023-04-09,51,4486,50 days,4519.999999940001,645.7142857057145,3
2023-05-29,0.814,0.641,-5957.0,0.111,0.027,0.0,0.183,5,3r8RuvgbX9s7ammBn07D3W,2022-12-19,158,21159,161 days,62492.0,8927.42857142857,1
2023-05-29,0.358,0.557,-7398.0,0.059,0.695,0.0,0.494,4,5uCax9HTNlzGybIStD3vDh,2017-01-01,1971,151112,2339 days,191056.0,27293.714285714286,1
2023-05-29,0.792,0.625,-5609.0,0.054,0.008,0.002,0.37,3,1zi7xx7UVEFkmKfv06H8x0,2018-07-03,449,13717,1791 days,907354.6666666972,129622.0952380996,4
2023-05-29,0.732,0.839,-5007.0,0.035,0.265,0.0,0.629,2,5W4kiM2cUYBJXKRudNyxjW,2023-03-03,38,1155,87 days,36710.0,5244.285714285715,1
2023-05-29,0.544,0.369,-9514.0,0.038,0.969,0.279,0.102,1,3hRV0jL3vUpRrcy398teAU,2021-04-26,137,1892,763 days,12261.0,1751.571428571429,1
2023-05-28,0.625,0.916,-3704.0,0.046,0.309,0.0,0.746,47,3PH1nUysW7ybo3Yu8sqlPN,2023-04-15,21,1210,44 days,23559.5,3365.642857142857,3
2023-05-28,0.588,0.893,-2743.0,0.087,0.176,0.0,0.626,43,51pxwIxDVCbFHW8oyJFQXD,2023-04-21,20,1157,38 days,1157.0,165.28571428571428,1
2023-05-28,0.758,0.812,-3272.0,0.085,0.188,0.0,0.795,38,17js0w8GTkTUFGFM6PYvBd,2023-04-15,35,1358,44 days,84573.499999993,12081.928571427572,2
2023-05-28,0.67,0.668,-6411.0,0.046,0.601,0.0,0.552,9,3mzbab4H0iZYkHggSEj0UX,2023-03-11,27,1324,79 days,7998.0,1142.571428571429,1
2023-05-28,0.594,0.527,-9335.0,0.034,0.121,0.0,0.692,5,23Lyy7ZXRvzfgH4JtDkKrX,2022-12-22,120,8758,158 days,49450.0,7064.285714285715,1
2023-05-27,0.743,0.865,-3897.0,0.032,0.449,0.0,0.794,43,53PpijFATt35Zxfl6LTxoK,2023-05-27,1,43,2 days,29248.0,4178.285714285715,1
2023-05-27,0.914,0.622,-6538.0,0.089,0.146,0.0,0.77,35,53tfEupEzQRtVFOeZvk7xq,2022-09-09,256,34174,262 days,152114.0,21730.571428571428,1
2023-05-27,0.794,0.807,-3447.0,0.326,0.334,0.0,0.575,34,4NoOME4Dhf4xgxbHDT7VGe,2023-02-24,92,10979,94 days,341744.0,48820.57142857143,2
2023-05-27,0.791,0.862,-3.24,0.11,0.037,0.0,0.592,21,7ef4DlsgrMEH11cDZd32M6,2018-04-06,785,85534,1879 days,945248.83333332,135035.5476190457,2
2023-05-27,0.702,0.483,-7.99,0.052,0.366,0.0,0.769,17,1Fuc3pBiPFxAeSJoO8tDh5,2023-02-03,66,2749,115 days,22257.33333334,3179.61904762,2
2023-05-27,0.795,0.507,-8.06,0.303,0.061,0.0,0.48,12,0Ymjv0OJeIIPXr6s9wi3iW,2023-05-11,17,1644,18 days,1644.0,234.8571428571429,1
2023-05-27,0.928,0.468,-8196.0,0.364,0.328,0.0,0.47,10,55ZATsjPlTeSTNJOuW90pW,2023-03-05,79,9370,85 days,9364.0,1337.7142857142858,2
2023-05-27,0.656,0.842,-3746.0,0.201,0.574,0.0,0.721,9,0redQHBfejmPUhonR5ppGC,2023-04-01,6,60,58 days,11477.0,1639.5714285714284,4
2023-05-27,0.732,0.6,-9057.0,0.241,0.004,0.0,0.436,6,4muwDurKeVOB1WBjTVRWlD,2023-05-26,2,123,3 days,189504.16666668,27072.023809525712,2
2023-05-27,0.756,0.582,-7726.0,0.034,0.059,0.0,0.605,2,1fXnu2HzxbDtoyvFPWG3Bw,2023-05-26,2,19,3 days,41048.0,5864.0,2
2023-05-27,0.647,0.514,-10.05,0.059,0.066,0.0,0.386,1,1DIXPcTDzTj8ZMHt3PDt8p,2021-11-17,424,16868,558 days,20080.0,2868.5714285714284,2
2023-05-26,0.663,0.319,-13481.0,0.038,0.69,0.001,0.193,87,1wtOxkiel43cVs0Yux5Q4h,2022-10-21,66,8426,220 days,681815.5,97402.21428571428,3
2023-05-26,0.662,0.737,-9.54,0.03,0.108,0.019,0.744,71,6pPWRBubXOBAHnjl5ZIujB,2023-05-25,2,240,4 days,2000.0,285.7142857142857,1
2023-05-26,0.79,0.979,-4637.0,0.117,0.018,0.0,0.898,52,6tAKikIvnoWfUeZrfkopLL,2023-05-26,1,52,3 days,51.99999998999999,7.428571427142857,3
2023-05-26,0.596,0.651,-4604.0,0.033,0.097,0.0,0.255,51,0gWrMbx6pbdH3n3nsLjE55,2023-05-19,8,990,10 days,1067605.5,152515.07142857142,1
2023-05-26,0.855,0.48,-8902.0,0.059,0.254,0.0,0.798,38,3ErsOxqe2RmXkR65wkygDz,2023-05-24,3,222,5 days,2000.0,285.7142857142857,1
2023-05-26,0.696,0.396,-10289.0,0.066,0.401,0.0,0.38,34,4D7BCuvgdJlYvlX5WlN54t,2022-10-21,72,8488,220 days,632092.5,90298.92857142857,1
2023-05-26,0.747,0.565,-8859.0,0.096,0.004,0.0,0.395,29,6KlqjCLNImX7W9zYt2Xa7D,2023-05-26,1,29,3 days,4338.0,619.7142857142857,1
2023-05-26,0.686,0.735,-4616.0,0.264,0.009,0.001,0.06,14,1v7L65Lzy0j0vdpRjJewt1,2020-02-10,807,35531,1204 days,371151.0,53021.57142857143,1
2023-05-26,0.714,0.728,-4595.0,0.047,0.298,0.0,0.901,1,1qEmFfgcLObUfQm0j1W2CK,2022-05-20,345,45077,374 days,589001.0,84143.0,1
2023-05-25,0.829,0.436,-8205.0,0.327,0.15,0.0,0.693,173,6HgWWaMu31KdOpEG5l28BG,2023-05-12,14,2419,17 days,169337.5,24191.071428571428,2
2023-05-25,0.397,0.499,-10972.0,0.069,0.077,0.0,0.367,70,6gJdDnF2TzfA1WPMXuCa3x,2023-05-25,1,70,4 days,2000.0,285.7142857142857,1
2023-05-25,0.69,0.674,-5866.0,0.047,0.2,0.006,0.714,58,50XXRUFNjs85P0MjCZ1c9X,2023-05-25,1,58,4 days,2000.0,285.7142857142857,1
2023-05-25,0.436,0.409,-4438.0,0.053,0.499,0.0,0.363,25,6unndO70DvZfnXYcYQMyQJ,2023-04-28,28,2238,31 days,53187.0,7598.142857142857,1
2023-05-25,0.622,0.626,-8822.0,0.028,0.054,0.0,0.49,3,0z3Voyxi0FH0SQBc7c4wri,2023-05-25,1,3,4 days,3.0,0.4285714285714285,1
2023-05-24,0.563,0.908,-4.25,0.087,0.07,0.0,0.171,27,14LdhxElpZS0rKVV4nxtdA,2023-05-13,12,1290,16 days,1290.0,184.28571428571428,1
2023-05-24,0.556,0.864,-5.87,0.058,0.01,0.0,0.4,14,60a0Rd6pjrkxjPbaKzXjfq,2017-07-20,204,6353,2139 days,22239.0,3177.0,1
2023-05-24,0.691,0.631,-6478.0,0.037,0.048,0.0,0.8,11,086myS9r57YsLbJpU0TgK9,2022-10-08,190,7274,233 days,161103.0,23014.714285714286,1
2023-05-24,0.545,0.545,-7362.0,0.107,0.667,0.0,0.549,10,3xKsf9qdS1CyvXSMEid6g8,2023-04-12,28,714,47 days,17889.0,2555.5714285714284,1
2023-05-24,0.676,0.461,-3.59,0.03,0.555,0.0,0.466,9,3gdPwk2wyOXNRnTA1KXnEr,2023-05-19,6,138,10 days,361255.0,51607.857142857145,1
2023-05-24,0.695,0.762,-3497.0,0.04,0.192,0.002,0.553,8,21jGcNKet2qwijlDFuPiPb,2019-09-16,1125,126372,1351 days,1067605.5,152515.07142857142,1
2023-05-23,0.771,0.577,-6944.0,0.046,0.393,0.0,0.691,14,3ktTWpYdXrYApH54cBo4Ap,2023-05-01,22,2097,28 days,45622.0,6517.428571428572,2
2023-05-23,0.65,0.825,-4645.0,0.033,0.022,0.0,0.593,1,1oFAF1hdPOickyHgbuRjyX,2022-03-21,384,27883,434 days,1605713.0,229387.57142857145,2
2023-05-22,0.665,0.848,-3619.0,0.071,0.0,0.0,0.687,21,4IJsVXbSeGPUrgwpVoHmlg,2023-05-12,11,1180,17 days,379629.499999977,54232.78571428243,1
2023-05-21,0.741,0.697,-7028.0,0.028,0.066,0.0,0.774,32,2LawezPeJhN4AWuSB0GtAU,2023-05-19,3,63,10 days,105.0,15.0,1
2023-05-21,0.737,0.725,-7989.0,0.041,0.417,0.001,0.746,19,3B228N0GxfUCwPyfNcJxps,2023-04-29,23,1170,30 days,1170.0,167.14285714285714,1
2023-05-21,0.575,0.648,-4891.0,0.036,0.583,0.0,0.466,14,4SqWKzw0CbA05TGszDgMlc,2021-10-21,539,56544,585 days,57429.0,8204.142857142857,1
2023-05-21,0.818,0.69,-5119.0,0.045,0.003,0.0,0.688,13,7gRFDGEzF9UkBV233yv2dc,2022-09-16,227,21702,255 days,154639.0,22091.28571428572,1
2023-05-21,0.743,0.865,-3897.0,0.032,0.449,0.0,0.794,7,2K9kZpwD2CzTa6iiSYYOoO,2022-12-30,115,12394,150 days,29248.0,4178.285714285715,1
2023-05-21,0.774,0.66,-8.2,0.033,0.662,0.0,0.961,6,5mg3VB3Qh7jcR5kAAC4DSV,2023-04-02,47,2399,57 days,15866.0,2266.5714285714284,1
2023-05-20,0.698,0.664,-4027.0,0.041,0.302,0.0,0.747,28,6X5WZbJzXtk6aO03HlxuZ9,2023-05-20,1,28,9 days,14795.666666663,2113.666666666142,2
2023-05-20,0.751,0.761,-4113.0,0.15,0.251,0.0,0.553,4,4WiQA1AGWHFvaxBU6bHghs,2023-01-20,121,13779,129 days,82666.5,11809.5,1
2023-05-20,0.718,0.726,-5.91,0.04,0.089,0.0,0.925,1,3IMuuBcKSeFqQSlF2XluA1,2023-05-12,8,200,17 days,25692.49999999,3670.3571428557134,1
2023-05-19,0.781,0.774,-4477.0,0.187,0.133,0.0,0.762,68,4k7CNPArKLf4QuvGfMeHDk,2023-05-12,8,375,17 days,81209.0,11601.285714285714,1
2023-05-19,0.499,0.448,-9961.0,0.029,0.856,0.054,0.183,35,2f5WkystuejnBzgV18GTGa,2023-05-19,1,35,10 days,49723.0,7103.285714285715,1
2023-05-19,0.573,0.711,-6268.0,0.041,0.011,0.0,0.47,34,46HNZY1i7O6jwTA7Slo2PI,2021-10-15,487,57583,591 days,569677.499999977,81382.49999999671,2
2023-05-19,0.938,0.606,-6396.0,0.419,0.117,0.0,0.706,10,0WoVfPjxsf9MTvPt9ptqeE,2023-04-14,36,2701,45 days,30578.4,4368.342857142858,1
2023-05-19,0.754,0.646,-5795.0,0.317,0.152,0.0,0.429,4,0fea68AdmYNygeTGI4RC18,2019-06-28,771,74664,1431 days,1819241.500000027,259891.64285714677,2
2023-05-18,0.715,0.681,-4.25,0.113,0.129,0.0,0.277,178,1XUXrNFoi9ixlH3fn8MRXQ,2023-05-18,1,178,11 days,223809.0,31972.714285714286,5
2023-05-18,0.697,0.837,-2651.0,0.304,0.313,0.0,0.831,34,4bjN59DRXFRxBE1g5ne6B1,2023-04-21,28,3531,38 days,7968.0,1138.2857142857142,1
2023-05-18,0.838,0.525,-3562.0,0.067,0.345,0.0,0.884,16,0QHEIqNKsMoOY5urbzN48u,2022-10-23,205,28850,218 days,32635.0,4662.142857142857,1
2023-05-18,0.782,0.533,-7677.0,0.263,0.369,0.0,0.215,11,5qyjy0xfsHNzWxvXkHVB85,2023-05-18,1,11,11 days,223809.0,31972.714285714286,5
2023-05-18,0.686,0.897,-7.18,0.039,0.01,0.103,0.355,10,0FA4wrjDJvJTTU8AepZTup,2023-02-13,92,8644,105 days,239397.99999998,34199.71428571142,4
2023-05-18,0.585,0.815,-4165.0,0.057,0.115,0.0,0.564,8,59hBR0BCtJsfIbV9VzCVAp,2023-03-17,55,5373,73 days,26161.4,3737.342857142857,1
2023-05-18,0.461,0.593,-4954.0,0.036,0.17,0.0,0.175,4,09mEdoA6zrmBPgTEN5qXmN,2019-11-27,341,30838,1279 days,922058.83333333,131722.69047619,1
2023-05-18,0.566,0.664,-5303.0,0.046,0.634,0.0,0.437,3,3dYD57lRAUcMHufyqn9GcI,2020-09-03,659,28386,998 days,31650.0,4521.428571428572,1
2023-05-18,0.898,0.676,-5196.0,0.187,0.14,0.0,0.742,2,0ZxhtATQ0a6EvQNZ0z6NKV,2023-04-14,27,1785,45 days,136973.5,19567.64285714286,2
2023-05-17,0.771,0.88,-4091.0,0.086,0.162,0.0,0.347,3,3AOf6YEpxQ894FmrwI9k96,2023-04-24,23,1912,35 days,1923.0,274.7142857142857,1
2023-05-16,0.516,0.254,-16027.0,0.059,0.816,0.855,0.304,48,0WFryfbNKPXVtVQlz5dZ8H,2023-05-11,4,299,18 days,866391.5,123770.21428571428,1
2023-05-15,0.681,0.868,-5499.0,0.095,0.022,0.0,0.282,56,6dUregFbvUNqHP5nphqesK,2023-05-14,2,166,15 days,166.0,23.714285714285715,1
2023-05-15,0.624,0.655,-4177.0,0.055,0.18,0.0,0.565,7,1VsHc0qIeyjYOyvN5HIEQG,2023-05-05,11,1287,24 days,292436.833333282,41776.69047618315,3
2023-05-15,0.603,0.784,-4023.0,0.062,0.446,0.0,0.769,1,3EaJDYHA0KnX88JvDhL9oa,2022-10-11,166,10439,230 days,105531.0,15075.857142857143,1
2023-05-14,0.654,0.948,-3672.0,0.055,0.3,0.0,0.706,21,0SCMVUZ21uYYB8cc0ScfbV,2023-03-03,25,1248,87 days,26397.5,3771.071428571429,3
2023-05-14,0.702,0.68,-5451.0,0.037,0.24,0.0,0.86,17,4LreWoO3cpgiIfrRwbOUSF,2023-04-25,16,321,34 days,63155.999999993,9022.285714284715,2
2023-05-14,0.635,0.541,-6157.0,0.031,0.4,0.0,0.133,8,4eI0ncpnZuv4A3ssTJRSDY,2023-05-14,1,8,15 days,777.0,111.0,1
2023-05-14,0.623,0.755,-5386.0,0.042,0.003,0.0,0.32,5,0u8rZGtXJrLtiSe34FPjGG,2023-03-24,47,5045,66 days,26161.4,3737.342857142857,1
2023-05-13,0.571,0.584,-5.38,0.05,0.074,0.0,0.783,22,0pliiCOWPN0IId8sXAqNJr,2023-05-13,1,22,16 days,51978.0,7425.428571428572,2
2023-05-13,0.757,0.789,-3.46,0.058,0.307,0.0,0.464,12,5jt25aFjW2kNoBqaEVaz5W,2022-07-05,287,18455,328 days,200292.499999998,28613.214285714,2
2023-05-13,0.892,0.662,-3894.0,0.162,0.169,0.0,0.607,10,54ELExv56KCAB4UP9cOCzC,2022-12-23,135,15214,157 days,1285415.166666687,183630.73809524105,2
2023-05-12,0.796,0.701,-3599.0,0.045,0.215,0.0,0.325,16,4aJzxp3gimtAdgJn3DL776,2023-04-28,13,375,31 days,150921.666666664,21560.238095237717,2
2023-05-12,0.6,0.567,-7269.0,0.033,0.006,0.0,0.095,14,4VMRsbfZzd3SfQtaJ1Wpwi,2023-04-21,22,2879,38 days,1126699.833333343,160957.11904762045,2
2023-05-12,0.5,0.757,-6542.0,0.052,0.099,0.0,0.443,13,6ZZf5a8oiInHDkBe9zXfLP,2023-05-05,8,831,24 days,1208748.0,172678.2857142857,1
2023-05-11,0.369,0.192,-12151.0,0.04,0.555,0.0,0.148,9,3WMj8moIAXJhHsyLaqIIHI,2022-09-06,215,15710,265 days,15731.0,2247.285714285714,1
2023-05-11,0.57,0.589,-5378.0,0.049,0.075,0.0,0.796,3,0kzN7YAMSbmlHOvxlbQW9y,2023-02-16,36,1478,102 days,51978.0,7425.428571428572,2
2023-05-10,0.763,0.699,-6118.0,0.055,0.008,0.0,0.255,52,5HrIcZOo1DysX53qDRlRnt,2023-04-26,10,378,33 days,44281.0,6325.857142857142,2
2023-05-09,0.757,0.898,-1247.0,0.067,0.014,0.0,0.842,25,1ULdASrNy5rurl1TZfFaMP,2023-05-09,1,25,20 days,1346.0,192.28571428571428,1
2023-05-08,0.543,0.475,-6502.0,0.054,0.355,0.0,0.187,22,34o6gteNy2T5rieA0xYAgo,2023-05-04,5,296,25 days,2276.0,325.1428571428572,2
2023-05-08,0.695,0.531,-5011.0,0.092,0.063,0.0,0.381,16,56fgKMdTBPO3vohorGohYR,2023-05-05,4,426,24 days,30024.33333334,4289.190476191428,2
2023-05-07,0.698,0.312,-10.9,0.048,0.797,0.0,0.419,29,4w9soAM7IrmYDhSXLp14p6,2023-04-11,21,2039,48 days,2305.0,329.2857142857143,1
2023-05-07,0.724,0.684,-4413.0,0.071,0.144,0.004,0.729,28,4ygQ5wSuzzNRevVjup1qV2,2023-01-28,25,575,121 days,67166.333333319,9595.190476188429,3
2023-05-07,0.831,0.554,-9998.0,0.218,0.161,0.0,0.396,5,7hU3IHwjX150XLoTVmjD0q,2021-09-10,237,32625,626 days,42330.0,6047.142857142857,1
2023-05-07,0.774,0.748,-7086.0,0.035,0.331,0.006,0.714,1,3gfSH9aYZbyGjdmbeoWliw,2023-04-15,8,190,44 days,66974.666666656,9567.809523808,2
2023-05-06,0.703,0.791,-6792.0,0.066,0.255,0.0,0.759,23,7dR09k1an5JEq7ch0Y5hvV,2023-03-17,32,2391,73 days,37902.0,5414.571428571429,2
2023-05-06,0.818,0.666,-5319.0,0.076,0.343,0.0,0.529,20,3XjvMZqm2AQ8thMCD6w9w2,2023-03-09,31,2772,81 days,292436.833333282,41776.69047618315,3
2023-05-06,0.804,0.674,-5453.0,0.033,0.294,0.0,0.292,12,6Xom58OOXk2SoU711L2IXO,2022-05-06,313,45866,388 days,1262144.166666687,180306.30952381244,1
2023-05-06,0.418,0.925,-2941.0,0.385,0.396,0.0,0.627,9,4sqpSDnTrbS8v7RMNCUyqS,2023-04-01,4,60,58 days,8091.5,1155.9285714285716,3
2023-05-06,0.662,0.801,-6397.0,0.086,0.256,0.0,0.827,6,1piak4R3yW4otWWyaSqyCH,2023-04-10,26,1849,49 days,92506.166666663,13215.166666666144,3
2023-05-05,0.396,0.939,-3155.0,0.227,0.0,0.0,0.39,70,5BgnL6gHauuvxe4Ok6W1aC,2023-05-05,1,70,24 days,3013.0,430.4285714285714,1
2023-05-05,0.47,0.203,-8676.0,0.037,0.758,0.0,0.325,56,6jemILri7l5LuPhKs2nuXr,2023-05-05,1,56,24 days,1208748.0,172678.2857142857,1
2023-05-05,0.849,0.581,-5464.0,0.261,0.018,0.0,0.274,29,1IzJxbARcQrOWMZgPw1PNj,2023-05-05,1,29,24 days,107090.0,15298.57142857143,1
2023-05-05,0.696,0.793,-5733.0,0.097,0.068,0.0,0.698,17,36gcliMRX1vCpgnrZE3dFZ,2023-04-21,15,642,38 days,207866.0,29695.14285714285,2
2023-05-04,0.777,0.526,-6221.0,0.065,0.302,0.0,0.389,132,4hy7qTxsnyZUZoqo5RtaYq,2023-03-27,39,5679,63 days,1208748.0,172678.2857142857,1
2023-05-03,0.729,0.574,-4779.0,0.059,0.391,0.0,0.438,19,41JPN7pZMTp1sumBOHOzHd,2023-04-21,13,1257,38 days,11421.0,1631.5714285714284,2
