id,song_count,Summed_Points,artist_count,Points (Total),Artists,Date,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Nationality_Summed_Points,Nationality_count,Date_earliest
2yBb1CRq98SSWRuDSn36SZ,3.0,989.0,1,171,Kanye West,2021-11-19,0.502,0.714,-6668.0,0.257,0.138,0.0,0.305,18918.0,1,2021-11-15
4c3TC1eWvz6BgOqSlOAKdT,1.0,39.0,1,90,Orelsan,2021-11-19,0.635,0.758,-8079.0,0.153,0.067,0.0,0.291,584.0,1,2021-11-19
0A85tPJ5uRYudixySOsfIV,1.0,0.0,1,99,Marracash,2021-11-19,0.57,0.606,-6731.0,0.193,0.408,0.0,0.536,191.0,1,2021-11-19
1oMZnVIuo6GmUNnemu8sLu,1.0,0.0,1,74,Marracash,2021-11-19,0.736,0.736,-7597.0,0.064,0.136,0.0,0.333,191.0,1,2021-11-19
5uMhO2tMkDsReokIzL1V3G,1.0,0.0,1,82,Marracash,2021-11-19,0.55,0.639,-6387.0,0.216,0.314,0.0,0.169,191.0,1,2021-11-19
3Z8gDycWX48tv06vVRMQtg,1.0,39.0,1,61,Orelsan,2021-11-19,0.76,0.647,-7773.0,0.25,0.092,0.0,0.303,584.0,1,2021-11-19
6pYNq0ZwpPVazKzsqpf0G8,8.0,21.0,1,1003,Taylor Swift,2021-11-19,0.678,0.733,-5025.0,0.028,0.001,0.0,0.581,16996.0,1,2021-11-12
3S7HNKPakdwNEBFIVTL6dZ,7.0,2569.0,1,890,Taylor Swift,2021-11-19,0.645,0.593,-6506.0,0.029,0.034,0.0,0.299,19381.0,1,2021-11-13
1n3b9Eekoy3S9ZSZ5DmTW1,,2964.0,1,157,Taylor Swift,2021-11-18,0.585,0.286,-10123.0,0.031,0.838,0.0,0.189,19504.0,1,2021-11-18
0v4z1tuZvn6LGknom9Qx7d,7.0,21.0,1,852,Taylor Swift,2021-11-18,0.584,0.743,-7075.0,0.093,0.054,0.0,0.746,16996.0,1,2021-11-12
21afd9hCjpQ6lE5DPbcPHP,7.0,375.0,3,1866,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-11-18,0.482,0.548,-9946.0,0.037,0.036,0.0,0.346,50988.0,3,2021-11-12
0gplL1WMoJ6iYaPgMCL0gX,36.0,0.0,1,7053,Adele,2021-11-18,0.604,0.366,-7519.0,0.028,0.578,0.0,0.13,1908.0,1,2021-10-14
7qEUFOVcxRI19tbT68JcYK,6.0,2569.0,1,730,Taylor Swift,2021-11-18,0.498,0.61,-5098.0,0.036,0.271,0.0,0.474,19381.0,1,2021-11-13
4pvb0WLRcMtbPGmtejJJ6y,,23.0,1,7803,Taylor Swift,2021-11-18,0.298,0.38,-8426.0,0.029,0.778,0.0,0.152,14456.0,1,2020-07-24
3oGVx9RBmiYGv5ZCecWLkx,6.0,2569.0,1,644,Taylor Swift,2021-11-18,0.611,0.552,-5828.0,0.031,0.256,0.0,0.41,19381.0,1,2021-11-13
37Nqx7iavZpotJSDXZWbJ3,,32.0,1,10133,Drake,2021-11-18,0.767,0.438,-8726.0,0.29,0.181,0.0,0.381,2226.0,1,2021-09-03
7J4b3LVCIGO4CMBDFLPoP6,,2569.0,1,590,Taylor Swift,2021-11-18,0.622,0.809,-5623.0,0.064,0.029,0.002,0.511,19381.0,1,2021-11-13
2r9CbjYgFhtAmcFv1cSquB,7.0,21.0,1,949,Taylor Swift,2021-11-18,0.511,0.559,-6587.0,0.026,0.017,0.0,0.248,16996.0,1,2021-11-12
7uQZVznj0uQOGC9KhV2Mg6,,0.0,1,9516,LISA,2021-11-18,0.806,0.653,-6283.0,0.09,0.028,0.001,0.85,0.0,1,2021-09-10
5BBs3RhjLk4PB3LMz6k6AW,1.0,0.0,1,39,Orelsan,2021-11-18,0.635,0.758,-8079.0,0.153,0.067,0.0,0.291,545.0,1,2021-11-18
2J0TRU2EDG29qlmxdGa4xa,4.0,372.0,1,59,TWICE,2021-11-18,0.786,0.858,-3.74,0.068,0.049,0.0,0.649,1814.0,1,2021-11-15
71l8BEtJPXXlWbV6hhTHWK,7.0,375.0,3,1824,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-11-18,0.708,0.598,-8365.0,0.029,0.037,0.0,0.698,50988.0,3,2021-11-12
7eQj6r5PIdYKEIZjucBMcq,6.0,2569.0,1,677,Taylor Swift,2021-11-18,0.693,0.681,-7039.0,0.025,0.085,0.0,0.663,19381.0,1,2021-11-13
0y6kdSRCVQhSsHSpWvTUm7,7.0,21.0,1,887,Taylor Swift,2021-11-18,0.502,0.534,-5954.0,0.028,0.04,0.0,0.155,16996.0,1,2021-11-12
05GsNucq8Bngd9fnd4fRa0,6.0,21.0,1,733,Taylor Swift,2021-11-17,0.519,0.527,-7673.0,0.027,0.075,0.0,0.267,16996.0,1,2021-11-12
4pNApnaUWAL2J4KO2eqokq,6.0,21.0,1,664,Taylor Swift,2021-11-17,0.46,0.632,-6031.0,0.03,0.016,0.0,0.399,16996.0,1,2021-11-12
73qMN9bXy7MSPwwGfH3wQr,,2569.0,1,486,Taylor Swift,2021-11-17,0.601,0.406,-11827.0,0.028,0.622,0.0,0.232,19381.0,1,2021-11-13
15HMh4yxdf4wyxSZSlOgGZ,17.0,0.0,3,2651,"Amaarae, Kali Uchis, Moliy",2021-11-17,0.859,0.525,-8051.0,0.059,0.434,0.0,0.312,0.0,1,2021-11-01
7A2cNLRT0YJc1yjxHlKihs,5.0,2569.0,1,456,Taylor Swift,2021-11-17,0.628,0.685,-5864.0,0.036,0.003,0.0,0.605,19381.0,1,2021-11-13
4e5ayHsOLJNLTGfjau2mEw,6.0,21.0,1,661,Taylor Swift,2021-11-17,0.686,0.571,-7138.0,0.05,0.066,0.0,0.538,16996.0,1,2021-11-12
0NRHj8hDwwmSPaA41o379r,6.0,21.0,1,637,Taylor Swift,2021-11-17,0.636,0.402,-7855.0,0.031,0.049,0.0,0.208,16996.0,1,2021-11-12
5wKDPtbdggE1roeVp3UdXX,,0.0,4,52,"Trei Degete, Squeezie, Myd, KronoMuzik",2021-11-17,0.715,0.799,-6447.0,0.043,0.014,0.004,0.916,1609.0,4,2021-11-17
6jGAh1bFnXt1Muj9zeHveZ,5.0,375.0,3,1359,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-11-16,0.651,0.703,-8958.0,0.082,0.03,0.0,0.647,50988.0,3,2021-11-12
7HEWQj82REyDOKMAAlB9pc,5.0,375.0,3,1407,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-11-16,0.783,0.627,-8521.0,0.102,0.008,0.0,0.48,50988.0,3,2021-11-12
3iXI6ZaNBoL2dNv9K7LBh3,1.0,28.0,2,12,"Coolio, L.V.",2021-11-16,0.634,0.63,-6393.0,0.058,0.037,0.0,0.423,38070.0,2,2021-11-16
0DMVrlMUn01M0IcpDbwgu7,5.0,21.0,1,503,Taylor Swift,2021-11-16,0.691,0.736,-6974.0,0.033,0.01,0.0,0.612,16996.0,1,2021-11-12
5U4laaEEChW8FOtZXCu8C7,5.0,375.0,3,1044,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-11-16,0.548,0.627,-8949.0,0.041,0.047,0.0,0.493,50988.0,3,2021-11-12
5jAIouBES8LWMiriuNq170,,2569.0,1,269,Taylor Swift,2021-11-16,0.445,0.131,-13778.0,0.056,0.663,0.0,0.101,19381.0,1,2021-11-13
4zm8xZiV5FxJu62EHEvZaT,,375.0,3,675,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-11-15,0.836,0.622,-11003.0,0.095,0.003,0.001,0.892,50988.0,3,2021-11-12
6Hfu9sc7jvv6coyy2LlzBF,39.0,951.0,1,3987,Kanye West,2021-11-15,0.587,0.561,-6569.0,0.146,0.047,0.0,0.351,17366.0,1,2021-10-04
08F16baYbciTva9P4BvpiI,11.0,3.0,1,1317,Travis Scott,2021-11-15,0.855,0.492,-7578.0,0.048,0.078,0.0,0.385,16044.0,1,2021-11-05
0RYHqnmtNRfbYxP6Dn8Vse,,35.0,1,91,Siouxxie,2021-11-15,0.608,0.792,-5721.0,0.036,0.001,0.653,0.611,16497.0,1,2021-11-11
7nWui6jiMM2m9qFmET1Mtj,3.0,2569.0,1,187,Taylor Swift,2021-11-15,0.623,0.279,-10802.0,0.031,0.661,0.0,0.38,19381.0,1,2021-11-13
5reQI13tWWYDLMrGcUF4Mk,22.0,0.0,2,3552,"Monsieur Periné, Vicente Garcia",2021-11-14,0.906,0.731,-7021.0,0.098,0.426,0.0,0.794,550.0,2,2021-10-24
2Lz99y9ZH6btuLt9nPMuX6,2.0,74.0,1,55,Nirvana,2021-11-14,0.489,0.918,-4502.0,0.055,0.0,0.0,0.691,19381.0,1,2021-11-13
1mrGEef8GuaEnDdw8J5BQp,,14.0,2,2062,"Bizarrap, Anuel AA",2021-11-13,0.405,0.837,-4188.0,0.294,0.347,0.0,0.655,1220.0,2,2021-11-04
48Ll1C6qAnP2UjnopQDh4a,,0.0,3,8577,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",2021-11-13,0.628,0.318,-8887.0,0.051,0.807,0.101,0.492,3282.0,3,2021-09-10
6b2HYgqcK9mvktt4GxAu72,85.0,141.0,3,19998,"Justin Quiles, Chimbala, Zion & Lennox",2021-11-13,0.771,0.885,-3.66,0.051,0.222,0.0,0.826,1715.0,3,2021-08-20
5joiME4fAdb6FqrsXOs3u9,2.0,375.0,3,510,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-11-13,0.696,0.553,-8702.0,0.076,0.097,0.0,0.674,50988.0,3,2021-11-12
2T9WeqSMJJb8YBDHPYGU4p,1.0,21.0,1,188,Taylor Swift,2021-11-12,0.642,0.695,-5.62,0.028,0.0,0.0,0.642,16996.0,1,2021-11-12
1q3RiD1tIWUpGsNFADMlvl,3.0,21.0,1,135,Taylor Swift,2021-11-12,0.602,0.609,-7803.0,0.024,0.038,0.0,0.337,16452.0,1,2021-11-10
1IBhYEvvi02tDVByxIiTh4,,21.0,1,194,Taylor Swift,2021-11-12,0.44,0.528,-7809.0,0.032,0.017,0.002,0.132,16996.0,1,2021-11-12
1gWRnZ52AK1ZUvpjjTteKf,1.0,21.0,1,173,Taylor Swift,2021-11-12,0.473,0.579,-5824.0,0.038,0.214,0.0,0.255,16996.0,1,2021-11-12
6dfwRetlyLPBoQzdufbOWj,2.0,0.0,1,85,Avril Lavigne,2021-11-12,0.491,0.792,-4382.0,0.07,0.004,0.0,0.74,763.0,1,2021-11-11
5uQQcvcXoCwKPK5sYvarzO,1.0,21.0,1,177,Taylor Swift,2021-11-12,0.498,0.61,-5098.0,0.036,0.271,0.0,0.474,16996.0,1,2021-11-12
0EepXu0NfnnUX8efEZR167,1.0,21.0,1,145,Taylor Swift,2021-11-12,0.611,0.552,-5828.0,0.031,0.256,0.0,0.41,16996.0,1,2021-11-12
661CJWXysgwKXI1dreYNBU,,21.0,1,168,Taylor Swift,2021-11-12,0.622,0.809,-5623.0,0.064,0.029,0.002,0.511,16996.0,1,2021-11-12
6tNSmBKSjFV1366ASuULfZ,1.0,21.0,1,192,Taylor Swift,2021-11-12,0.584,0.557,-6371.0,0.034,0.013,0.0,0.767,16996.0,1,2021-11-12
08SB2OtZkaliju77WYEKxk,8.0,0.0,1,903,Summer Walker,2021-11-12,0.707,0.618,-5825.0,0.19,0.17,0.0,0.517,16044.0,1,2021-11-05
0WE0h1qUWJBt97DtvuMWRN,1.0,21.0,1,131,Taylor Swift,2021-11-12,0.623,0.279,-10802.0,0.031,0.661,0.0,0.38,16996.0,1,2021-11-12
21SralRv4ucDT3i1rYrr85,,21.0,1,158,Taylor Swift,2021-11-12,0.601,0.406,-11827.0,0.028,0.622,0.0,0.232,16996.0,1,2021-11-12
0BJMgVrnWIvgYsjq8KaPeh,1.0,243.0,1,20,TWICE,2021-11-12,0.786,0.858,-3.74,0.068,0.049,0.0,0.649,1685.0,1,2021-11-12
2bspOurPlpKv27SVt7UbHy,1.0,21.0,1,154,Taylor Swift,2021-11-12,0.628,0.685,-5864.0,0.036,0.003,0.0,0.605,16996.0,1,2021-11-12
3CiOGu8nBPGfrJr4whAOZX,,21.0,1,128,Taylor Swift,2021-11-12,0.445,0.131,-13778.0,0.056,0.663,0.0,0.101,16996.0,1,2021-11-12
5lFDIbYMcFHPPgzMcnPqSz,1.0,21.0,1,189,Taylor Swift,2021-11-12,0.594,0.713,-5314.0,0.05,0.0,0.0,0.328,16996.0,1,2021-11-12
1ftFtW8S1621tu0MIQy0Sg,1.0,21.0,1,175,Taylor Swift,2021-11-12,0.693,0.681,-7039.0,0.025,0.085,0.0,0.663,16996.0,1,2021-11-12
6pgqZ7Iw4LfHlfgWWaRFSY,42.0,243.0,1,5684,TWICE,2021-11-12,0.808,0.903,-2179.0,0.073,0.09,0.0,0.922,1528.0,1,2021-10-02
0YrMTMLpLq1UIkWgghNM6c,1.0,21.0,1,183,Taylor Swift,2021-11-12,0.645,0.593,-6506.0,0.029,0.034,0.0,0.299,16996.0,1,2021-11-12
31CdkzHnMbvJuKZvtCQfR6,1.0,21.0,1,186,Taylor Swift,2021-11-12,0.567,0.686,-6139.0,0.175,0.032,0.0,0.716,16996.0,1,2021-11-12
1dIWPXMX4kRHj6Dt2DStUQ,,0.0,2,18072,"Blxst, Tyga",2021-11-11,0.571,0.767,-5.16,0.287,0.336,0.0,0.605,32206.0,2,2021-07-26
6FE2iI43OZnszFLuLtvvmg,40.0,0.0,1,2293,MKTO,2021-11-11,0.72,0.791,-4689.0,0.124,0.038,0.0,0.756,17115.0,1,2021-10-03
6G2xXQRSZlEzYsUEb3uvuR,,0.0,1,2362,Ivan Cornejo,2021-11-11,0.405,0.565,-9266.0,0.037,0.38,0.02,0.166,212.0,1,2021-10-07
7lQWRAjyhTpCWFC0jmclT4,74.0,0.0,2,6390,"Coolio, L.V.",2021-11-11,0.647,0.514,-10.05,0.059,0.066,0.0,0.387,32842.0,2,2021-08-30
7MAibcTli4IisCtbHKrGMh,185.0,0.0,3,99642,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-11-11,0.586,0.616,-7964.0,0.032,0.182,0.0,0.719,40797.0,3,2021-03-05
0mJBiaODgK0XjOLCN5fItq,82.0,0.0,1,8482,Sam Smith,2021-11-11,0.656,0.627,-6627.0,0.038,0.343,0.0,0.481,1326.0,1,2021-08-20
1f3yAtsJtY87CTmM8RLnxf,163.0,0.0,1,3647,Nirvana,2021-11-11,0.502,0.912,-4556.0,0.056,0.0,0.0,0.72,17572.0,1,2020-12-30
4iN16F8JtVxG2UTzp3avGl,7.0,33.0,3,3750,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-11-11,0.627,0.618,-8529.0,0.044,0.056,0.0,0.848,48132.0,3,2021-11-05
30QR0ndUdiiMQMA9g1PGCm,50.0,0.0,1,3405,$uicideboy$,2021-11-10,0.792,0.511,-6876.0,0.041,0.124,0.0,0.111,17399.0,1,2021-09-15
64EA2RKyciBwCuVczLH6Ct,,0.0,1,671,Siouxxie,2021-11-10,0.608,0.792,-5721.0,0.036,0.001,0.653,0.611,15558.0,1,2021-10-17
2xLMifQCjDGFmkHkpNLD9h,185.0,2.0,1,34658,Travis Scott,2021-11-10,0.834,0.73,-3714.0,0.222,0.005,0.0,0.446,18236.0,1,2018-08-03
1DNA2z7Txysjk3cNz2nDLm,,0.0,1,84,RealestK,2021-11-10,0.437,0.184,-17667.0,0.031,0.72,0.003,0.247,16438.0,1,2021-11-08
4yoc5cUWk4OFvqOcvFvw0o,7.0,7.0,1,242,Anuel AA,2021-11-09,0.822,0.708,-4651.0,0.083,0.169,0.0,0.456,941.0,1,2021-10-29
1sx0XsWUusUoPstbvokZjP,88.0,0.0,1,5549,Tai Verdes,2021-11-08,0.731,0.626,-6919.0,0.081,0.125,0.0,0.862,16122.0,1,2021-08-09
6TBJkXHPhu3EsMk1bshwuI,,0.0,1,158,LeeHi,2021-11-08,0.536,0.296,-7451.0,0.035,0.892,0.0,0.151,1382.0,1,2021-09-28
18ddJHQ7CUzNBiy55L0Xjj,,0.0,1,2389,Realestk,2021-11-07,0.437,0.184,-17667.0,0.031,0.72,0.003,0.247,16078.0,1,2021-10-11
27RSJHEA99Y0Vsow7nA37A,112.0,0.0,2,25556,"Sech, Jhay Cortez",2021-11-06,0.816,0.71,-3728.0,0.04,0.165,0.0,0.784,905.0,2,2021-07-10
5cwnxz6QPfbOf731UPqphs,,0.0,1,145,Summer Walker,2021-11-06,0.638,0.375,-11508.0,0.345,0.756,0.0,0.328,16044.0,1,2021-11-05
3ARUWZ4hryYXhp6X7KHcaD,2.0,84.0,1,133,ABBA,2021-11-06,0.727,0.575,-8247.0,0.029,0.105,0.0,0.55,194.0,1,2021-11-05
1De7cOMrdUnVpjWBaowMg4,2.0,0.0,1,141,Summer Walker,2021-11-06,0.726,0.728,-5775.0,0.041,0.239,0.0,0.566,16044.0,1,2021-11-05
0giiXonRhODYy4J1iy4Lb3,52.0,328.0,1,1408,Rauw Alejandro,2021-11-06,0.704,0.739,-3286.0,0.112,0.328,0.0,0.425,725.0,1,2021-06-25
4AAIAVjSyiq1N7SXKkwXZe,2.0,6.0,1,30,Marília Mendonça,2021-11-06,0.659,0.689,-4984.0,0.032,0.539,0.0,0.701,925.0,1,2021-03-13
4yNoUQkYf1QF8iYlEzNynH,,0.0,1,524,Nardo Wick,2021-11-06,0.739,0.74,-5.86,0.333,0.005,0.0,0.488,16338.0,1,2021-10-10
2vdposMtmLoanI0pflut4F,1.0,0.0,1,54,Summer Walker,2021-11-05,0.506,0.601,-8647.0,0.098,0.638,0.0,0.648,16044.0,1,2021-11-05
1luvsaicSpNDRLgOtRZxWO,1.0,0.0,1,42,Summer Walker,2021-11-05,0.438,0.54,-9456.0,0.052,0.223,0.0,0.389,16044.0,1,2021-11-05
5QYnNhTKsN3kE7OaqILA1U,,582.0,1,884,Ed Sheeran,2021-11-05,0.587,0.267,-9206.0,0.035,0.84,0.0,0.352,2760.0,1,2021-10-29
2JNzo5lIfJNFXV1ttcLD7r,,84.0,1,3,ABBA,2021-11-05,0.588,0.358,-11302.0,0.034,0.837,0.0,0.366,194.0,1,2021-11-05
3D9TYPbNo1nnTwE4eLKxnJ,1.0,84.0,1,83,ABBA,2021-11-05,0.445,0.337,-8485.0,0.028,0.412,0.0,0.381,194.0,1,2021-11-05
3pcxxaUxAMSfz2zgetHydD,,0.0,1,37,Summer Walker,2021-11-05,0.39,0.607,-8056.0,0.303,0.632,0.0,0.347,16044.0,1,2021-11-05
1z7LV5wkExwW8YJk0IrPUA,,0.0,1,19,NLE Choppa,2021-11-05,0.826,0.616,-5479.0,0.328,0.241,0.0,0.612,16044.0,1,2021-11-05
3ZqqHOM10rD7y3G6bxDXTv,1.0,84.0,1,25,ABBA,2021-11-05,0.584,0.795,-5705.0,0.029,0.259,0.0,0.83,194.0,1,2021-11-05
1OC16r1BdQO6hK2iqmvwXF,1.0,84.0,1,7,ABBA,2021-11-05,0.67,0.591,-8385.0,0.027,0.728,0.0,0.407,194.0,1,2021-11-05
1vLPyotXnRlM2EJIHK16LW,,84.0,1,43,ABBA,2021-11-05,0.647,0.165,-16328.0,0.032,0.894,0.002,0.59,194.0,1,2021-11-05
5xGqh5mjKgOhp9TOlFeCcJ,1.0,0.0,1,100,Summer Walker,2021-11-05,0.676,0.417,-7551.0,0.113,0.048,0.0,0.487,16044.0,1,2021-11-05
5Mv7yjian35AddlklJgg1v,1.0,0.0,1,17,Summer Walker,2021-11-05,0.573,0.289,-9532.0,0.095,0.199,0.0,0.039,16044.0,1,2021-11-05
21DN44aYlSoyfOQcboC0IP,1.0,0.0,1,110,Summer Walker,2021-11-05,0.645,0.658,-8517.0,0.065,0.266,0.0,0.53,16044.0,1,2021-11-05
4blMQHONplzay3YkNIUlcn,1.0,0.0,1,55,Summer Walker,2021-11-05,0.742,0.52,-7015.0,0.077,0.254,0.0,0.135,16044.0,1,2021-11-05
081Shn2hU3YxvQmGaCPegr,1.0,0.0,1,52,Summer Walker,2021-11-05,0.805,0.51,-6179.0,0.057,0.036,0.0,0.36,16044.0,1,2021-11-05
0rt63HYAAIzUZo5O2D0uA6,,582.0,1,813,Ed Sheeran,2021-11-05,0.471,0.396,-6654.0,0.034,0.77,0.0,0.263,2760.0,1,2021-10-29
46OKHucGhjhskazqD8tKnH,,84.0,1,131,ABBA,2021-11-05,0.477,0.687,-6469.0,0.03,0.385,0.004,0.724,194.0,1,2021-11-05
7gpIj4wMeTKptFxetrNKzY,1.0,0.0,1,90,Summer Walker,2021-11-05,0.501,0.264,-9409.0,0.041,0.71,0.0,0.495,16044.0,1,2021-11-05
4cGqn0E8JCSY9gQllQj4Mf,,90.0,2,4964,"Coldplay, Selena Gomez",2021-11-04,0.592,0.342,-8.93,0.034,0.193,0.002,0.155,17632.0,2,2021-10-15
4PYfFHKfjYz6dwAtZhBy1z,29.0,0.0,1,986,Central Cee,2021-11-04,0.746,0.825,-4457.0,0.044,0.192,0.0,0.904,1446.0,1,2021-09-10
6GsD646HrIDJJpzoY9T1Rt,17.0,141.0,3,1662,"Duki, Justin Quiles, Bizarrap",2021-11-04,0.818,0.648,-3847.0,0.131,0.017,0.0,0.713,1362.0,3,2021-10-15
563SfWAHJs4FBZMkRN0IFN,16.0,0.0,1,1190,Adele,2021-11-03,0.688,0.533,-8363.0,0.087,0.036,0.0,0.567,1908.0,1,2021-10-14
46nvQpUDsxpS08UTFOeKTA,4.0,0.0,2,302,"MEDUZA, Hozier",2021-11-03,0.539,0.715,-6639.0,0.06,0.027,0.0,0.489,204.0,2,2021-10-29
2JiHR4gCDjXwYVRDmwdk95,6.0,582.0,1,618,Ed Sheeran,2021-11-03,0.631,0.825,-3971.0,0.043,0.017,0.0,0.427,2760.0,1,2021-10-29
5sv0WnUs74Orn6GoPmC5im,5.0,582.0,1,385,Ed Sheeran,2021-11-02,0.672,0.73,-4.77,0.037,0.113,0.0,0.559,2760.0,1,2021-10-29
0YbI9lWxUBsCJLb6EBydkr,5.0,582.0,1,350,Ed Sheeran,2021-11-02,0.578,0.558,-5438.0,0.087,0.236,0.0,0.54,2760.0,1,2021-10-29
3agFBAMPiIvzfTh7a9Udm6,26.0,0.0,1,1790,Gusttavo Lima,2021-11-02,0.811,0.807,-2681.0,0.1,0.381,0.0,0.766,1094.0,1,2021-09-11
0VuDtcT7H4CAljLZEH021x,5.0,582.0,1,287,Ed Sheeran,2021-11-02,0.686,0.765,-4778.0,0.118,0.012,0.0,0.743,2760.0,1,2021-10-29
3NuLxTXowTRcguTh9RsPmM,,582.0,1,421,Ed Sheeran,2021-11-02,0.567,0.211,-9975.0,0.032,0.952,0.0,0.289,2760.0,1,2021-10-29
1i4F583d9v9RabcfOlKKVL,4.0,582.0,1,230,Ed Sheeran,2021-11-01,0.485,0.54,-5.4,0.025,0.668,0.0,0.426,2760.0,1,2021-10-29
1GWxwShcDEdSvlr0jcpYI1,4.0,0.0,1,208,cakal,2021-11-01,0.651,0.705,-6187.0,0.053,0.362,0.0,0.514,18.0,1,2021-10-29
03NqHNdG3Ur6kciQWK6e8V,3.0,0.0,3,822,"Myke Towers, Camila Cabello, Tainy",2021-11-01,0.744,0.862,-3446.0,0.062,0.072,0.0,0.688,3764.0,6,2021-10-29
7jwQlYGpOml9ETGre1HqGA,,0.0,1,171,Rockwell,2021-11-01,0.82,0.357,-13585.0,0.044,0.037,0.005,0.765,15754.0,1,2021-10-24
2mL37yB3f3Lfy4iiXV02Qf,15.0,0.0,3,1389,"Farruko, Victor Cardes, Dj Adoni",2021-10-31,0.754,0.841,-3.19,0.135,0.113,0.0,0.541,1485.0,3,2021-10-01
4N0TP4Rmj6QQezWV88ARNJ,,0.0,1,102,Stevie Wonder,2021-10-31,0.611,0.578,-14171.0,0.068,0.06,0.022,0.884,15903.0,1,2021-10-31
4WFeJTXNHIS2wURtwlAkhu,,0.0,3,39,"Little Nell, Patricia Quinn, Richard O'Brien",2021-10-31,0.387,0.665,-11323.0,0.225,0.145,0.002,0.541,8562.0,3,2021-10-31
5xiAfKzE3mbxYbOkUZPR11,23.0,0.0,2,4298,"C. Tangana, Nathy Peluso",2021-10-30,0.826,0.74,-4.45,0.037,0.142,0.0,0.733,376.0,2,2021-10-08
2Ldb2ytuC9AxhpAkVEJBI6,,582.0,1,108,Ed Sheeran,2021-10-30,0.822,0.3,-8034.0,0.067,0.882,0.0,0.734,2760.0,1,2021-10-29
2NkKIjlfLa9o9Yfsq2tl99,1.0,0.0,2,96,"Shirin David, Kitty Kat",2021-10-29,0.91,0.598,-7038.0,0.149,0.001,0.0,0.646,986.0,2,2021-10-29
3BiiSLo0wyHAY7lpCEO6ge,1.0,582.0,1,78,Ed Sheeran,2021-10-29,0.501,0.684,-6706.0,0.057,0.005,0.0,0.442,2760.0,1,2021-10-29
5MAnH0CFbD13INQBsnKI9y,1.0,13.0,1,102,Lil Uzi Vert,2021-10-29,0.75,0.543,-10672.0,0.179,0.355,0.0,0.652,15774.0,1,2021-10-29
0HLhptvI8NozbOHRLNniFz,1.0,80.0,1,63,David Guetta,2021-10-29,0.687,0.717,-6.61,0.076,0.074,0.0,0.685,492.0,1,2021-10-29
5W8HXMOMLtXLz0RGKUtnlZ,30.0,0.0,1,6832,Skylar Grey,2021-10-29,0.664,0.692,-4128.0,0.127,0.237,0.0,0.233,17340.0,1,2021-09-30
0XYZhJIcwKNjd0tjbSXwaQ,1.0,638.0,2,100,"Nicki Nicole, Rauw Alejandro",2021-10-29,0.787,0.624,-4156.0,0.137,0.103,0.0,0.767,1152.0,2,2021-10-29
0qkA0NU7cDKWkFXNGRcNaB,,0.0,1,44,A$AP Rocky,2021-10-29,0.533,0.501,-9299.0,0.044,0.143,0.001,0.3,15774.0,1,2021-10-29
3Z39gbqdaGL3WJXBG0gcuE,1.0,1.0,1,70,Conan Gray,2021-10-29,0.606,0.819,-4804.0,0.049,0.003,0.0,0.744,15774.0,1,2021-10-29
6PQ88X9TkUIAUIZJHW2upE,126.0,8.0,1,24709,Ed Sheeran,2021-10-28,0.808,0.897,-3712.0,0.035,0.047,0.0,0.591,1134.0,1,2021-06-25
4KDNRh9Oor80z3XIxdWlui,14.0,154.0,1,1314,Young Thug,2021-10-28,0.91,0.585,-7572.0,0.257,0.054,0.0,0.599,15628.0,1,2021-10-15
5SixeLvPsYpk7qq9lo5xYg,49.0,0.0,1,3784,Chlöe,2021-10-28,0.903,0.535,-6434.0,0.074,0.297,0.0,0.508,17491.0,1,2021-09-10
59c0HrzmHfyQs6LgDw5cHe,32.0,116.0,1,2261,ITZY,2021-10-28,0.759,0.886,-3067.0,0.187,0.01,0.0,0.489,1382.0,1,2021-09-25
0Fs9cdPDhptWEDJmiCbkEW,,657.0,1,1686,J. Cole,2021-10-28,0.766,0.74,-10363.0,0.081,0.019,0.078,0.183,17049.0,1,2021-09-08
75MNhvTCCKsST3YqqUiU9r,44.0,197.0,1,8501,Ed Sheeran,2021-10-28,0.788,0.859,-2724.0,0.086,0.281,0.0,0.822,1728.0,1,2021-09-15
2kaNmAbqrtOf7Rdr3fnCWl,,0.0,1,1177,BoyWithUke,2021-10-28,0.594,0.612,-6627.0,0.363,0.835,0.0,0.687,2000.0,1,2021-10-17
2SL6oP2YAEQbqsrkOzRGO4,91.0,3.0,1,9110,Eminem,2021-10-28,0.749,0.794,-5063.0,0.064,0.019,0.0,0.46,16692.0,1,2018-08-31
47isJpIIO8m7BJEhiFhnaf,,13.0,1,40,dhruv,2021-10-27,0.456,0.437,-11156.0,0.087,0.839,0.0,0.209,51.0,1,2021-10-25
7zjEyeBsaw9gV0jofJLfOM,,154.0,1,209,Young Thug,2021-10-27,0.767,0.313,-12059.0,0.08,0.838,0.0,0.765,15628.0,1,2021-10-15
