id,song_count,Summed_Points,artist_count,Points (Total),Artists,Date,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Nationality_Summed_Points,Nationality_count,Date_earliest
0t3ZvGKlmYmVsDzBJAXK8C,51.0,112.0,1,2405,Post Malone,2020-07-22,0.548,0.653,-3875.0,0.081,0.456,0.0,0.163,16104.0,1,2020-05-29
07KXEDMj78x68D884wgVEm,183.0,56.0,1,21647,Roddy Ricch,2020-07-22,0.831,0.499,-8442.0,0.114,0.269,0.0,0.511,17713.0,1,2020-01-10
6RsRMf9e4KUyo3MecGffNL,,428.0,1,1297,Juice WRLD,2020-07-22,0.288,0.638,-6935.0,0.078,0.133,0.0,0.147,15772.0,1,2020-07-10
4EivmOT13NMpNSfTKn9p4s,132.0,15.0,1,10482,Doja Cat,2020-07-22,0.879,0.498,-6027.0,0.18,0.239,0.0,0.405,16848.0,1,2020-03-11
4iHSE5R1U8jf84tRn52xRt,11.0,0.0,1,370,iann dior,2020-07-22,0.816,0.579,-6097.0,0.087,0.203,0.0,0.43,15552.0,1,2020-06-29
2XSO13Gyndo7MDdtYibIxO,13.0,428.0,1,1385,Juice WRLD,2020-07-22,0.595,0.528,-7371.0,0.094,0.082,0.0,0.515,15772.0,1,2020-07-10
27BBfeJZBFlZ60Sgx7iOgL,1.0,0.0,1,18,The Kid LAROI,2020-07-22,0.6,0.723,-4928.0,0.158,0.109,0.0,0.463,715.0,1,2020-07-22
3dVvWnj4D8JGkKvo6Hucso,,4.0,1,4361,6ix9ine,2020-07-22,0.744,0.422,-8946.0,0.294,0.032,0.0,0.493,16412.0,1,2020-06-12
16wAOAZ2OkqoIDN7TpChjR,160.0,290.0,1,19567,Justin Bieber,2020-07-22,0.676,0.506,-6652.0,0.096,0.345,0.0,0.497,972.0,1,2020-02-14
6O7fPYTsb2mY0PiFt2ymDB,13.0,157.0,1,975,Pop Smoke,2020-07-21,0.713,0.605,-7487.0,0.107,0.497,0.0,0.432,15574.0,1,2020-07-03
7kOf0qHO4Rcwk6QJifZDRJ,,67.0,1,346,Anuel AA,2020-07-21,0.843,0.845,-2344.0,0.05,0.35,0.002,0.898,906.0,1,2020-05-29
1hg3RlqFZXJb5YgRoK9qmF,16.0,157.0,1,1286,Pop Smoke,2020-07-21,0.548,0.506,-7434.0,0.102,0.203,0.0,0.557,15574.0,1,2020-07-03
2YpeDb67231RjR0MgVLzsG,185.0,46.0,2,58476,"Lil s X, Billy Ray Cyrus",2020-07-21,0.878,0.619,-5.56,0.102,0.053,0.0,0.639,29128.0,2,2019-07-26
7mcdgAXmb35dakBnfDIv3q,15.0,67.0,1,816,Anuel AA,2020-07-21,0.614,0.746,-3527.0,0.196,0.347,0.0,0.601,906.0,1,2020-05-29
7KKh0ujp8agIiCrkiJhf81,12.0,0.0,2,1618,"Anuel AA, Tego Calderon",2020-07-20,0.863,0.728,-2954.0,0.059,0.396,0.0,0.649,1812.0,2,2020-05-29
51Fjme0JiitpyXKuyQiCDo,185.0,142.0,2,63408,"Y2K, bbno$",2020-07-20,0.843,0.39,-7899.0,0.085,0.178,0.0,0.495,14482.0,2,2019-07-02
5kkaSMcf4BFlhRRICCKZb6,12.0,157.0,1,866,Pop Smoke,2020-07-20,0.739,0.616,-6963.0,0.034,0.252,0.0,0.654,15574.0,1,2020-07-03
6Ozh9Ok6h4Oi1wUSLtBseN,,158.0,1,24846,DaBaby,2020-07-19,0.769,0.787,-3909.0,0.367,0.189,0.0,0.836,20172.0,1,2019-09-27
74j34STf8L6uADnTN69ohv,64.0,90.0,6,10926,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",2020-07-19,0.771,0.769,-3504.0,0.069,0.18,0.0,0.931,4656.0,6,2020-04-30
4R8BJggjosTswLxtkw8V7P,185.0,489.0,3,89979,"Jhay Cortez, J Balvin, Bad Bunny",2020-07-19,0.806,0.786,-3831.0,0.074,0.145,0.0,0.58,2009.0,3,2019-05-24
7sQKy5vlPQllr0k9IjYJv3,,162.0,3,72369,"Dímelo Flow, Arcangel, Sech",2020-07-19,0.883,0.668,-2957.0,0.113,0.11,0.001,0.676,1090.0,3,2019-12-18
3TZ7NHkMT82AhwuYsd00Hz,5.0,1972.0,1,330,BTS,2020-07-19,0.449,0.491,-6433.0,0.029,0.279,0.0,0.258,3504.0,1,2020-07-14
0AGS6ZRgzobrazmCi6pYMe,,56.0,1,353,Niack,2020-07-18,0.962,0.787,1509.0,0.055,0.666,0.0,0.968,641.0,1,2020-06-19
5Hkj1XjMJv5QCGc9NwZm6z,,214.0,1,158,Luciano,2020-07-18,0.874,0.542,-7064.0,0.344,0.062,0.124,0.481,1761.0,1,2020-07-17
38iBrrbbXyWaSPkmuDNgjZ,9.0,69.0,1,881,Kid Cudi,2020-07-18,0.88,0.787,-5189.0,0.118,0.226,0.0,0.588,15772.0,1,2020-07-10
3gwoz4xZuye0agjYgrC2je,1.0,131.0,1,47,Troye Sivan,2020-07-17,0.639,0.569,-7236.0,0.049,0.058,0.0,0.616,668.0,1,2020-07-17
4FYbo4yQzu3hGkj2Ix4ucW,1.0,0.0,2,126,"Zedd, Jasmine Thompson",2020-07-17,0.664,0.66,-4646.0,0.024,0.512,0.0,0.355,2513.0,2,2020-07-17
2EPvkwP4Djr1s59GxAh8tO,1.0,72.0,1,42,Ellie Goulding,2020-07-17,0.517,0.805,-4897.0,0.087,0.152,0.0,0.753,2509.0,1,2020-07-17
7yJLc4dA0VObbLE88lZZ5q,,172.0,1,19,Samra,2020-07-17,0.554,0.597,-10116.0,0.497,0.438,0.0,0.448,1761.0,1,2020-07-17
1GNSWpe2SB30zYGbNTD96b,1.0,44.0,2,50,"Dan Paola, Sebastian Yatra",2020-07-17,0.598,0.734,-3982.0,0.116,0.208,0.0,0.621,1053.0,2,2020-07-17
0XkmeG97T4mtYlWRJcrxec,4.0,2504.0,2,858,"StaySolidRocky, Lil Uzi Vert",2020-07-16,0.752,0.375,-10157.0,0.204,0.533,0.0,0.591,31544.0,2,2020-07-10
3H3r2nKWa3Yk5gt8xgmsEt,89.0,0.0,1,7329,Sam Fischer,2020-07-16,0.605,0.377,-6213.0,0.044,0.733,0.0,0.519,876.0,1,2020-04-17
7bDSLyTjZ1VjU5kPHTL3Ko,7.0,19.0,1,429,Kontra K,2020-07-16,0.751,0.783,-5926.0,0.22,0.072,0.0,0.379,1753.0,1,2020-07-10
7mEUjhl6aTztdHCrxoTgBG,,202.0,2,3710,"Kanye West, Travis Scott",2020-07-16,0.67,0.847,-4.85,0.409,0.184,0.0,0.381,31130.0,2,2020-06-30
6c1QaQHdDhtFMfUkhueuXK,10.0,0.0,1,589,Red Velvet - IRENE & SEULGI,2020-07-15,0.631,0.748,-2569.0,0.049,0.212,0.0,0.351,3504.0,1,2020-07-06
0YevRlTDW9tyIwViCyke8Q,,428.0,1,544,Juice WRLD,2020-07-14,0.307,0.528,-11337.0,0.108,0.972,0.001,0.58,15772.0,1,2020-07-10
2hDe0Ls5mVqs1XJqv7sbcM,31.0,67.0,1,1734,Anuel AA,2020-07-14,0.735,0.916,-2082.0,0.117,0.397,0.0,0.691,906.0,1,2020-05-29
2GriTXl7gRSBv1A2IGZtnL,,428.0,1,413,Juice WRLD,2020-07-14,0.396,0.373,-14097.0,0.099,0.991,0.098,0.526,15772.0,1,2020-07-10
5RqR4ZCCKJDcBLIn4sih9l,,0.0,1,12621,StaySolidRocky,2020-07-14,0.728,0.431,-9966.0,0.062,0.749,0.0,0.629,15962.0,1,2020-05-01
0UwQTbq7ZtBJ7v530mpaxP,15.0,1972.0,1,1454,BTS,2020-07-14,0.724,0.631,-5403.0,0.052,0.087,0.0,0.548,3261.0,1,2020-06-19
0veNpTQFqfmTX0rsJmO2rO,,428.0,1,431,Juice WRLD,2020-07-14,0.667,0.447,-14625.0,0.761,0.916,0.0,0.829,15772.0,1,2020-07-10
71d7LaAgPcNcUopu3OzmP7,,157.0,1,1000,Pop Smoke,2020-07-13,0.5,0.767,-4105.0,0.403,0.162,0.0,0.58,15574.0,1,2020-07-03
6EfBMJQwe2xLgldra6DaYp,10.0,4.0,1,632,6ix9ine,2020-07-13,0.672,0.733,-5377.0,0.057,0.003,0.0,0.354,15614.0,1,2020-07-04
2ap9kKsIEiWa4bzsjqACEx,,0.0,1,34,YG,2020-07-12,0.861,0.58,-7.07,0.338,0.019,0.0,0.805,15795.0,1,2020-07-11
3yFmG1luaLjuHWI6BGmwxJ,2.0,122.0,2,222,"KC Rebell, Summer Cem",2020-07-11,0.802,0.727,-5.48,0.121,0.015,0.0,0.581,3506.0,2,2020-07-10
7sjFIZ1g5QLJLGja3k592K,,157.0,1,837,Pop Smoke,2020-07-10,0.8,0.564,-5817.0,0.4,0.029,0.0,0.318,15574.0,1,2020-07-03
1Knctxx9vGZxpZfF66BIEa,4.0,264.0,1,44,Juice WRLD,2020-07-10,0.594,0.798,-5244.0,0.084,0.115,0.0,0.381,19820.0,1,2018-06-24
3J6bLodhUHgNyzEZLgcieN,,14.0,1,28,Zara Larsson,2020-07-10,0.302,0.481,-7023.0,0.063,0.095,0.0,0.252,82.0,1,2020-07-10
2aSM4sbNN7cSmpYOG0sf46,1.0,0.0,1,54,Summer Walker,2020-07-10,0.632,0.495,-8335.0,0.143,0.333,0.0,0.233,15772.0,1,2020-07-10
1YaLBadQjS701ZLZRGjPMX,1.0,13.0,1,26,blackbear,2020-07-10,0.716,0.711,-6098.0,0.077,0.006,0.0,0.827,15772.0,1,2020-07-10
3DXdjHnePKnh6oXw2ZgGSl,1.0,136.0,1,81,Katy Perry,2020-07-10,0.783,0.912,-3713.0,0.243,0.024,0.0,0.749,15772.0,1,2020-07-10
4S2uhQE8L9V6p7rj7SiauJ,82.0,138.0,1,6842,YNW Melly,2020-07-10,0.655,0.441,-5245.0,0.063,0.474,0.0,0.273,16827.0,1,2020-03-13
4cno0k9jDEFpLAQyHNjqVx,1.0,12.0,1,66,Anitta,2020-07-10,0.785,0.74,-5374.0,0.172,0.021,0.0,0.746,310.0,1,2020-07-10
0egBBvt6cfROuCHP5nBABx,2.0,0.0,1,12,Dixie,2020-07-09,0.723,0.658,-4.94,0.12,0.209,0.0,0.599,15495.0,1,2020-07-06
4Lxseh0wN7N0ljiOh8KwbU,1.0,9.0,1,140,Juice WRLD,2020-07-09,0.625,0.811,-5183.0,0.066,0.017,0.0,0.532,15241.0,1,2020-07-09
3eV2WT9YhfzkxbufnBF8wK,7.0,157.0,1,677,Pop Smoke,2020-07-09,0.794,0.717,-5.73,0.251,0.051,0.0,0.372,15574.0,1,2020-07-03
6Qs4SXO9dwPj5GKvVOv8Ki,182.0,0.0,1,31557,Sam Smith,2020-07-09,0.741,0.52,-7513.0,0.066,0.45,0.0,0.347,3277.0,1,2019-01-11
2AlYncTpVHKwHb55F9lF6O,,122.0,2,7120,"Sleepy Hallow, Fousheé",2020-07-09,0.868,0.479,-6687.0,0.445,0.703,0.0,0.776,33698.0,2,2020-06-05
2P91MQbaiQOfbiz9VqhqKQ,183.0,58.0,1,12706,Lauv,2020-07-09,0.752,0.505,-7621.0,0.253,0.535,0.0,0.419,20726.0,1,2018-06-01
1yHdZ9S6rBlNPH3LDNMy2P,3.0,9.0,1,504,Juice WRLD,2020-07-09,0.636,0.448,-8969.0,0.036,0.335,0.0,0.186,15651.0,1,2020-07-07
4jAIqgrPjKLTY9Gbez25Qb,,691.0,1,10203,Harry Styles,2020-07-09,0.575,0.621,-8165.0,0.032,0.039,0.005,0.27,3346.0,1,2019-12-13
0OyQns5ayNK2OVaES0Vb8t,77.0,341.0,1,10445,Juice WRLD,2020-07-09,0.707,0.622,-6951.0,0.031,0.04,0.0,0.223,16408.0,1,2020-04-24
22vgEDb5hykfaTwLuskFGD,184.0,248.0,1,26258,Jonas Brothers,2020-07-09,0.842,0.734,-5065.0,0.059,0.043,0.0,0.952,14549.0,1,2019-06-07
6Hw21Z5CmEV78jrncFpMwz,24.0,125.0,1,2925,Harry Nach,2020-07-09,0.8,0.578,-4779.0,0.083,0.336,0.0,0.234,126.0,1,2020-06-16
1zB4vmk8tFRmM9UULNzbLB,,1250.0,1,17148,Imagine Dragons,2020-07-09,0.605,0.822,-4833.0,0.044,0.007,0.134,0.288,19403.0,1,2018-07-26
0bjgQ24UZGwKikldIyEOgf,,157.0,1,632,Pop Smoke,2020-07-09,0.717,0.474,-8383.0,0.403,0.051,0.0,0.448,15574.0,1,2020-07-03
1rqqCSm0Qe4I9rUvWncaom,184.0,137.0,1,25882,Panic! At The Disco,2020-07-08,0.579,0.904,-2729.0,0.062,0.193,0.0,0.681,19714.0,1,2018-06-22
7vgv8KZBSo0TPzyIWG9yzV,104.0,12.0,1,10112,Ava Max,2020-07-07,0.693,0.835,-3242.0,0.062,0.131,0.0,0.743,15116.0,1,2020-03-18
2FhEj9lvEIaJihjFprRrGt,5.0,157.0,1,436,Pop Smoke,2020-07-07,0.944,0.579,-4961.0,0.191,0.038,0.0,0.769,15574.0,1,2020-07-03
1JDhNQ0oOT7XpclZn3aQ8F,5.0,157.0,1,425,Pop Smoke,2020-07-07,0.831,0.762,-5656.0,0.207,0.089,0.0,0.495,15574.0,1,2020-07-03
4OGIeHtYhRTJ8iW21UUyZW,4.0,157.0,1,405,Pop Smoke,2020-07-06,0.645,0.64,-6871.0,0.179,0.395,0.0,0.674,15574.0,1,2020-07-03
0ecC8p17cDNlxHXkuYqeR6,,0.0,1,754,Natalie Taylor,2020-07-06,0.39,0.448,-8.57,0.028,0.8,0.182,0.077,15684.0,1,2020-05-13
5QZKcQDp0tCcvMdyqEciBV,25.0,0.0,1,3008,Tyla Yaweh,2020-07-06,0.457,0.621,-5923.0,0.138,0.218,0.0,0.634,16412.0,1,2020-06-12
2SxR5RitJdsG6wINvJLBSD,,157.0,1,267,Pop Smoke,2020-07-06,0.718,0.66,-7.39,0.325,0.363,0.0,0.659,15574.0,1,2020-07-03
7fa9MBXhVfQ8P8Df9OEbD8,184.0,350.0,1,34363,Maroon 5,2020-07-05,0.851,0.541,-6825.0,0.051,0.568,0.0,0.448,19471.0,1,2018-06-15
0D4GpOPInKiPxEfQMchu4p,7.0,0.0,2,292,"Boomdabash, Alessandra Amoroso",2020-07-05,0.929,0.625,-5728.0,0.14,0.289,0.0,0.578,296.0,2,2020-06-27
7d8GetOsjbxYnlo6Y9e5Kw,,4.0,1,195,The Killers,2020-07-05,0.352,0.928,-3.71,0.076,0.001,0.0,0.239,17309.0,1,2019-12-31
4Tc9PHEoeP17PQj3OOKXPu,2.0,157.0,1,155,Pop Smoke,2020-07-04,0.794,0.792,-6889.0,0.186,0.22,0.0,0.546,15574.0,1,2020-07-03
6rc0vqoHYtF1J79fsIo9ia,,129.0,1,81,Luciano,2020-07-03,0.778,0.396,-10556.0,0.343,0.074,0.0,0.233,1604.0,1,2020-07-03
5Tj4faD9lGyMw8ZatUYR6G,1.0,0.0,2,28,"A Boogie Wit da Hoodie, Don Q",2020-07-03,0.904,0.672,-6544.0,0.197,0.004,0.0,0.398,31148.0,2,2020-07-03
5z8uLrYMcUVvzTV28twt44,1.0,996.0,2,104,"Ellie Goulding, Lauv",2020-07-03,0.758,0.562,-6302.0,0.077,0.1,0.0,0.581,18223.0,2,2020-07-03
4BFjxR3dQzgSYFWjOnP4S3,1.0,0.0,2,84,"Boef, Numidia",2020-07-03,0.791,0.861,-5311.0,0.12,0.211,0.0,0.962,484.0,2,2020-07-03
0iqichhGnbEy9w6p4sytpW,1.0,292.0,2,102,"Bozza, Samra",2020-07-03,0.583,0.687,-5756.0,0.149,0.129,0.0,0.16,3208.0,2,2020-07-03
0p3euGPg5LgFeQGC7bBFuR,8.0,0.0,4,2204,"Miksu / Macloud, Summer Cem, Luciano, Jamule",2020-07-03,0.798,0.527,-7671.0,0.045,0.227,0.0,0.548,6076.0,4,2020-06-26
2qzUpSVI4NnPyWxbXwumTj,13.0,44.0,1,1309,Beyoncé,2020-07-02,0.824,0.555,-5817.0,0.05,0.003,0.0,0.061,16697.0,1,2020-06-20
4uqh9bualXNHXXwO2wPorc,49.0,92.0,1,4591,Katy Perry,2020-07-02,0.639,0.546,-5382.0,0.041,0.084,0.0,0.149,15441.0,1,2020-05-15
7ge7BHazYbVKi8qyZUX1Bm,22.0,142.0,1,1052,Lil Baby,2020-07-02,0.585,0.641,-4269.0,0.133,0.029,0.0,0.266,17984.0,1,2020-02-28
47EWMOElkkbMp5m9SBkx7d,,0.0,1,1246,Alexander 23,2020-07-02,0.629,0.306,-11735.0,0.042,0.884,0.078,0.191,15475.0,1,2020-05-24
0TrPqhAMoaKUFLR7iYDokf,,0.0,2,31484,"Khalid, Disclosure",2020-07-02,0.79,0.694,-7726.0,0.071,0.145,0.003,0.508,22173.0,2,2020-02-07
5ry2OE6R2zPQFDO85XkgRb,184.0,9.0,1,29701,Drake,2020-07-02,0.831,0.502,-4045.0,0.046,0.101,0.0,0.101,373.0,1,2019-06-15
2bAAj29XGc4h1G4oEGYCmg,30.0,133.0,1,2523,TWICE,2020-07-02,0.739,0.841,-4162.0,0.06,0.031,0.0,0.562,3268.0,1,2020-06-02
56uXDJRCuoS7abX3SkzHKQ,,344.0,1,9609,Lil Uzi Vert,2020-07-02,0.771,0.654,-6976.0,0.298,0.055,0.0,0.573,16827.0,1,2020-03-13
7AzlLxHn24DxjgQX73F9fU,,96.0,1,7021,Don Toliver,2020-07-02,0.652,0.631,-5718.0,0.089,0.524,0.001,0.35,16827.0,1,2020-03-13
4pUCKHjJ4Ijewc37rRrvHn,,358.0,1,15060,BLACKPINK,2020-06-30,0.738,0.861,-4141.0,0.237,0.32,0.002,0.58,531.0,1,2019-04-09
2qxmye6gAegTMjLKEBoR3d,182.0,25.0,1,25093,Alec Benjamin,2020-06-30,0.652,0.557,-5714.0,0.032,0.74,0.0,0.483,18191.0,1,2019-01-12
11VApNQCWLJdzxWrlmwzUa,61.0,15.0,1,8152,Doja Cat,2020-06-30,0.856,0.641,-4.64,0.204,0.119,0.0,0.745,15962.0,1,2020-05-01
5CqkgDH8QZjSqqI3HmYxDD,,0.0,1,1256,Pashanim,2020-06-29,0.885,0.578,-7416.0,0.078,0.074,0.09,0.388,1130.0,1,2020-05-18
6WbTTAGKrQtCQvmc5BuYfh,,21.0,1,187,Megan Thee Stallion,2020-06-29,0.821,0.863,-3159.0,0.353,0.008,0.0,0.874,15432.0,1,2020-06-26
5iFwAOB2TFkPJk8sMlxP8g,101.0,0.0,1,4527,PUBLIC,2020-06-29,0.606,0.799,-4452.0,0.026,0.013,0.0,0.638,16586.0,1,2020-03-08
5OxclJsdFESni44YlpNpkR,3.0,0.0,1,199,Bring Me The Horizon,2020-06-29,0.589,0.797,-5464.0,0.15,0.029,0.0,0.232,2687.0,1,2020-06-26
7GX5flRQZVHRAGd6B4TmDO,185.0,183.0,1,31233,Lil Uzi Vert,2020-06-29,0.732,0.75,-6366.0,0.231,0.003,0.0,0.401,10611.0,1,2017-08-25
7fsNNSLGG8Wi0nFbufCU6L,,0.0,1,182,6LACK,2020-06-28,0.789,0.419,-9874.0,0.157,0.249,0.026,0.542,15432.0,1,2020-06-26
47xPl1gvgdx4Z9dNUuloPg,3.0,0.0,1,50,Irama,2020-06-28,0.711,0.916,-4678.0,0.059,0.113,0.0,0.79,148.0,1,2020-06-20
5XqCz18k96K8tx6DAYM97i,50.0,0.0,2,9418,"Bad Bunny, Don Omar",2020-06-28,0.772,0.83,-5019.0,0.06,0.016,0.0,0.697,1564.0,2,2020-05-10
0KBwGCY9RYD9t2zjeW4h48,19.0,0.0,1,1257,Bosh,2020-06-27,0.945,0.676,-6.6,0.207,0.172,0.0,0.631,168.0,1,2020-06-09
61ZM92T2zaXIVsqncThQzC,107.0,0.0,1,8773,Robin Schulz,2020-06-27,0.57,0.672,-5888.0,0.072,0.172,0.0,0.461,1239.0,1,2020-03-13
1DFD5Fotzgn6yYXkYsKiGs,185.0,150.0,2,61192,"MEDUZA, Goodboys",2020-06-27,0.677,0.744,-6806.0,0.03,0.04,0.0,0.631,3562.0,2,2019-05-08
2WOJ7D52Ng3myrKlEf4Azj,,58.0,1,835,Bonez MC,2020-06-26,0.884,0.451,-8969.0,0.393,0.073,0.006,0.311,1511.0,1,2020-06-19
1UNs8AlFM8c0uAkSyjIW3P,1.0,0.0,1,54,Charlie Puth,2020-06-26,0.758,0.583,-6361.0,0.042,0.18,0.0,0.797,15432.0,1,2020-06-26
6y6k14YN6MbKpGIv1Rk00Q,1.0,0.0,1,196,BLACKPINK,2020-06-26,0.828,0.782,-4014.0,0.092,0.069,0.0,0.351,3261.0,1,2020-06-26
4KfL3Ne8bc9bC2PUB8QGwA,8.0,0.0,2,1266,"Capital Bra, Bozza",2020-06-26,0.498,0.836,-3905.0,0.184,0.525,0.0,0.609,3022.0,2,2020-06-19
50wetCP0Nsx5sIaFHCYlCe,1.0,488.0,1,81,Lauv,2020-06-26,0.465,0.468,-7799.0,0.134,0.262,0.0,0.373,15432.0,1,2020-06-26
7yBbV2k2S2uhaQc24NF2xt,29.0,509.0,1,2548,Lady Gaga,2020-06-26,0.68,0.825,-4296.0,0.07,0.002,0.0,0.784,16104.0,1,2020-05-29
4dyrqiXUcK29hzrL2elqO3,24.0,114.0,3,2550,"Kygo, Zara Larsson, Tyga",2020-06-25,0.789,0.727,-6772.0,0.126,0.123,0.0,0.343,16398.0,3,2020-05-29
1orjH4IkSH9VrWmRCToKV8,,5.0,1,812,NLE Choppa,2020-06-25,0.806,0.749,-5268.0,0.328,0.084,0.0,0.77,16412.0,1,2020-06-12
6q2uIyLqASSpv2SIv2ehWK,7.0,38.0,1,742,Tyga,2020-06-25,0.821,0.61,-6.22,0.096,0.025,0.0,0.47,16505.0,1,2020-06-19
5XzombolzpiaOSTdj1W0VS,5.0,197.0,1,369,A Boogie Wit da Hoodie,2020-06-23,0.698,0.572,-7735.0,0.198,0.135,0.0,0.391,16505.0,1,2020-06-19
1oOEkBNp4zWnkD7nWjJdog,6.0,26.0,1,665,J. Cole,2020-06-22,0.586,0.512,-8819.0,0.067,0.723,0.0,0.235,16212.0,1,2020-06-17
2LUdpPCiiza6UQugipjMeS,3.0,0.0,2,274,"Curtis Waters, Harm Franklin",2020-06-22,0.906,0.604,-8332.0,0.075,0.329,0.0,0.899,6848.0,2,2020-06-20
4CNcRgjGw1v9VQaTaytdnD,23.0,343.0,1,2409,Juice WRLD,2020-06-22,0.609,0.757,-5605.0,0.119,0.299,0.0,0.379,16104.0,1,2020-05-29
6mAN61JH0dzyZpWslS11jy,183.0,66.0,2,52652,"Rauw Alejandro, Farruko",2020-06-21,0.879,0.703,-4219.0,0.07,0.143,0.0,0.788,820.0,2,2019-09-24
2n7ohqg1s68ToAHh4u9mcW,114.0,412.0,1,12194,Bad Bunny,2020-06-21,0.886,0.672,-4394.0,0.188,0.036,0.0,0.526,793.0,1,2020-02-29
3yZCjDTxzZxx1kll1sRjGc,,0.0,2,538,"Ufo361, CÉLINE",2020-06-20,0.788,0.491,-9884.0,0.109,0.386,0.001,0.271,2976.0,2,2020-06-12
0pGC7cwCOakpvCFYiawNhM,1.0,50.0,2,132,"Black Eyed Peas, Maluma",2020-06-19,0.896,0.528,-5981.0,0.085,0.114,0.0,0.312,17484.0,2,2020-06-19
04YutdH0j1INpsva3gOipt,,348.0,3,540,"Black Eyed Peas, Ozuna, J. Rey Soul",2020-06-19,0.878,0.626,-6945.0,0.048,0.19,0.001,0.427,33208.0,3,2020-06-19
5NyS3oxTlos3Agl2YtZwrC,,1092.0,2,240,"Black Eyed Peas, J Balvin",2020-06-19,0.732,0.716,-6968.0,0.056,0.03,0.001,0.666,17484.0,2,2020-06-19
7jnaow1bGpKO2VkgtYE8Vv,,0.0,1,19,Bilal Wahib,2020-06-19,0.841,0.485,-12808.0,0.1,0.124,0.0,0.725,235.0,1,2020-06-19
0FktnzDqjClqU6iqOZVEs2,40.0,411.0,1,3688,Bad Bunny,2020-06-18,0.712,0.599,-6342.0,0.112,0.412,0.0,0.588,782.0,1,2020-05-10
50Td3qilgs8BLtv8mHyT1t,1.0,0.0,1,1,Zoe Wees,2020-06-18,0.599,0.465,-4.95,0.031,0.643,0.0,0.068,1510.0,1,2020-06-18
7AQim7LbvFVZJE3O8TYgf2,183.0,47.0,1,16784,XXXTENTACION,2020-06-18,0.797,0.533,-9.74,0.041,0.017,0.0,0.329,10611.0,1,2017-08-25
4TgHt7vKCimpywaiKfl0uj,,0.0,2,1030,"Pop Smoke, Rowdy Rebel",2020-06-18,0.54,0.77,-3981.0,0.389,0.194,0.0,0.565,32824.0,2,2020-06-12
2g1ukx0VolwI31t8z5vprw,,174.0,3,1038,"Black Eyed Peas, Ozuna, J. Rey Soul",2020-06-18,0.88,0.63,-6945.0,0.047,0.194,0.001,0.447,32564.0,3,2020-06-17
6cy3ki60hLwimwIje7tALf,,572.0,2,62816,"Black Eyed Peas, J Balvin",2020-06-18,0.721,0.716,-7037.0,0.066,0.033,0.001,0.667,20304.0,2,2019-10-15
4Aykm3xrOFSHrAnv80KUhh,7.0,844.0,1,808,DaBaby,2020-06-18,0.747,0.689,-7246.0,0.242,0.197,0.0,0.75,16412.0,1,2020-06-12
7IMwEtpAiJanqF6vQteZN2,41.0,37.0,1,2596,V,2020-06-18,0.894,0.618,-4356.0,0.129,0.081,0.0,0.379,2122.0,1,2020-05-08
2bT1PH7Cw3J9p3t7nlXCdh,178.0,276.0,1,18847,Shawn Mendes,2020-06-17,0.691,0.823,-4197.0,0.062,0.487,0.0,0.87,603.0,1,2019-07-26
3yOlyBJuViE2YSGn3nVE1K,180.0,498.0,1,25568,Camila Cabello,2020-06-17,0.724,0.491,-6024.0,0.03,0.018,0.0,0.383,498.0,1,2019-12-06
3kW4z2pIj5VY5fLjBrMRL5,104.0,0.0,1,10879,Lil Uzi Vert,2020-06-17,0.775,0.72,-5353.0,0.193,0.024,0.0,0.49,16228.0,1,2020-03-06
4PV0uE5pZSh44E3NqNNDEH,76.0,0.0,1,6954,Madison Beer,2020-06-17,0.375,0.461,-6202.0,0.028,0.627,0.0,0.233,15090.0,1,2020-04-03
4wNIkl5XGiAACjFBlDWuSd,149.0,0.0,1,15844,Jonas Brothers,2020-06-17,0.852,0.698,-7206.0,0.063,0.008,0.0,0.324,18727.0,1,2020-01-17
4HDCLYli2SUdkq9OjmvhSD,81.0,0.0,2,19200,"PARTYNEXTDOOR, Rihanna",2020-06-16,0.43,0.7,-5.35,0.264,0.09,0.0,0.731,2056.0,2,2020-03-27
0MLu1cFYL4ikdRTdasCQT9,5.0,0.0,1,237,Shablo,2020-06-16,0.703,0.704,-6117.0,0.064,0.048,0.0,0.725,121.0,1,2020-06-12
14wf185UxfNbSy8dwt4r4q,,0.0,3,21513,"Black Eyed Peas, Ozuna, J. Rey Soul",2020-06-16,0.894,0.635,-6929.0,0.047,0.193,0.001,0.428,32487.0,3,2020-04-18
4kfeRwpq5KUaqTkgi4TbDF,28.0,257.0,1,2180,Future,2020-06-16,0.691,0.632,-7598.0,0.051,0.122,0.0,0.488,15441.0,1,2020-05-15
6xcJyGpfZbuuiequtnlKt4,56.0,2.0,1,4221,Travis Scott,2020-06-15,0.764,0.628,-5851.0,0.05,0.053,0.0,0.196,18236.0,1,2018-08-03
0aCTSZQTlmnjQucALTF00s,13.0,0.0,1,1423,Harry Nach,2020-06-15,0.802,0.579,-4.78,0.087,0.335,0.0,0.234,1.0,1,2020-06-03
57zQSScHq19ztrMnjWCPBI,,0.0,1,782,Niack,2020-06-14,0.962,0.787,1509.0,0.055,0.666,0.0,0.968,585.0,1,2020-05-30
