author,points_sum,points in 2017,points in 2018,points in 2019,points in 2020,points in 2021,points in 2022,points in 2023
Shakira,0.0032084956875489713,0.009071558247664079,0.002116689125683216,0.0,0.0010018947757975346,0.001390530129156488,0.002908928473828074,0.010239734927887113
Glass Animals,0.0031698894048659294,0.0,0.0,0.0,5.213111028540018e-05,0.008391893826958846,0.009000066802115252,0.006629478702883452
Lauv,0.003161562144111574,0.005331800174227628,0.0054232500041868125,0.0083842927965868,0.0012291538346979511,0.0,0.0,0.0
Sech,0.0031535406097607443,0.0,0.0,0.005373911160650148,0.007136803301311165,0.006813951637320021,0.0007924935115349698,3.010358644094403e-06
Jason Derulo,0.003142598026108653,0.008160935480196328,0.002858605956112127,0.0,0.0055929621915049915,0.0032325927789591423,0.00035708767069121244,0.0
Kygo,0.0030396514704469856,0.00916098335702411,0.004482953136698823,0.00323167314767089,0.002620267082339867,0.00010766387458797889,1.41701456623497e-05,0.0
Nicky Jam,0.0030380305151093056,0.006375735143187485,0.005021724452170873,0.004899325980100106,0.0018670811451955956,0.0013730656970449514,0.0,5.452093988748752e-05
David Guetta,0.0030302294468289672,0.005405266340994176,0.007262316003196411,0.0009025970090920171,3.312497632718136e-05,0.0018771253410917164,0.0018975174579568376,0.005159030000016852
Swae Lee,0.002963138140716764,0.0032498460512348096,0.0032914475057420605,0.004899053621316433,0.0033957173478351946,0.0023573637673924776,0.0015327374224774924,0.0006980687211361132
DJ Khaled,0.0029342469955804702,0.009453059521903099,0.0018421975987709968,0.0007827591442759376,0.005317644765310221,0.001192666812092067,0.0003234841824062117,4.013811525459204e-06
Miley Cyrus,0.002927254639221851,0.003137445567623818,3.4719910398123e-05,0.0023955316817950625,0.004353219225030318,0.0032341987037510078,3.792200886781205e-05,0.013708838780912124
Chris Brown,0.0029187366778399572,0.0020086255333175945,0.0,0.005522755235927392,0.002203082441956964,0.0007178483819638518,0.004531072767746582,0.009173566241443701
Kanye West,0.0028429437727038364,0.0001236818050994875,0.005916000418817429,0.0028069296245329897,0.00012625503272245357,0.007337871855231163,0.0017981240076680703,4.1810536723533376e-05
Jack Harlow,0.002754914243940556,0.0,0.0,0.0,0.006900176933531341,0.001045858520702368,0.009532526894599068,0.0002471838931095293
Sia,0.002701867685929033,0.005325471628026765,0.004148961214320016,0.00022701104619136882,0.000685578403492893,0.0022386591598604236,0.0033595391058907943,0.0033425015478261524
Myke Towers,0.002653383817016157,0.0,0.0,0.0011079555319813898,0.006708350738653033,0.008419707552173472,7.341484990779273e-05,0.0014101857826113338
5 Seconds of Summer,0.002643619238565871,0.0,0.0062348789684347,0.009472774675535577,0.0012776194762914091,0.0,0.0,0.0
Nicki Minaj,0.0026373579012811074,0.004014912256082696,0.004261971118753123,0.001176726124858799,0.0037781479146944976,0.000536378880483057,0.002755216131833633,0.0010330547413650627
Måneskin,0.002622197201358102,0.0,0.0,0.0,0.0,0.01192332244427095,0.004634582307965842,0.00010569703683709238
Lizzo,0.0026192095581866917,0.0,0.0,0.009134096528038316,0.0014298043060568613,0.0005599324440970835,0.005108674895697599,0.0013268991934580552
Roddy Ricch,0.002538903404855886,0.0,5.037790920511965e-06,0.0006463073936558107,0.012267644921432036,0.0025285285847921357,0.0007801677340385105,0.0
Martin Garrix,0.002529304806581782,0.0064813943493236435,0.005745940936122309,0.003991417974726467,2.7694652339118846e-05,7.266809683191117e-05,0.0,0.0
Sebastian Yatra,0.002509454283808154,0.004153452387045081,0.002902584509283083,0.0018301148468901052,0.0006623637684439257,0.0033816092169376565,0.0031297128386243035,4.905769642239065e-05
Kodak Black,0.002476446830302355,0.005300019866131987,0.004877262393612408,0.003528952760049869,0.0,0.0002815721468404072,0.0018981247499137955,0.0001493137887470824
Tiësto,0.0024064088463393875,1.0043127666587973e-05,0.0010323386691708572,0.0005155751774928148,0.0009018410563174828,0.008462688344866914,0.003385720136924088,0.00239524202781778
Luis Fonsi,0.0023119484686220442,0.010370561143937005,0.003949219612147285,0.0006434476264272452,1.3575809970156296e-07,0.0,0.0,0.0
Bazzi,0.002309787194838471,0.0,0.008482959127585323,0.006135153961015926,0.00022454389690638516,0.0,0.0,0.0
Anne-Marie,0.002294834853009545,0.0009454297715725007,0.008120510494331191,0.0051202089536588336,0.00013114232431170984,0.0002028818320390006,0.0,0.000571745152857664
Camilo,0.002292857216867148,0.0,0.00020518786262733869,0.0028959909467940305,0.007604489954783049,0.003937459935522082,0.0,0.0
DJ Snake,0.002287305709697578,0.003772501421171353,0.0026722076920531845,0.007295266200070677,0.00017947220780546624,0.0008040330124606304,0.0,0.0
Lil Baby,0.0022691255831651684,0.0,0.005809389870418486,0.004182341482081175,0.0035960963029947014,0.00015028779510540744,0.0008191693730520255,9.700044519859743e-06
benny blanco,0.00226486660247401,0.0,0.004913616182146913,0.00842732548440712,0.0007457192416606854,0.00013141817880098854,0.00032955710197579013,0.0
Steve Lacy,0.0022360919966103597,0.0,0.0,0.0,0.0,0.0022594023550886857,0.008975505216300512,0.007405482264472232
24kGoldn,0.0022298836317222524,0.0,0.0,0.0006657810466884236,0.0057006183645683306,0.007283671893505704,0.000530638216612943,0.0
Jonas Brothers,0.002185672869472984,0.0,0.0,0.00964313509472298,0.004274072252904307,6.216267215179141e-05,5.2901877139438875e-05,0.0
Tainy,0.0021843414965706407,0.0,0.0,0.00541953125691536,0.004396933333134221,0.0018291037289145243,0.0023260631489167563,0.0
Danny Ocean,0.002183299706102786,0.006917238574635297,0.0044849954843693,0.0001767608506037173,0.0,0.0,0.0024996811717225933,0.0
Polo G,0.0021605745479372747,0.0,0.0,0.002878287625855292,0.0029550465562039213,0.006857834169529385,0.0010553384674245204,0.0
Paulo Londra,0.0021568135077746843,0.0,0.003982577957431756,0.007993049403840668,0.0,0.0,0.0018683674440228611,0.0
Tom Odell,0.0021419706422316155,0.0,0.0,0.0,0.0,0.0025242461186804946,0.007650529119986709,0.008541725410470975
Zedd,0.0021411654618024413,0.008447646138513716,0.0036016120386319593,0.0017917122583922251,5.2945658883609555e-06,0.0,0.0,0.0
Young Thug,0.0021018105025801264,0.00293575755174412,0.00042439984592529173,0.005975551713783602,0.0019150037543902473,0.0006493289241766562,0.0011823299633128164,0.001049834703441234
SAINt JHN,0.002065404340104738,0.0,0.0,0.00022374274078729392,0.008842603824061305,0.004104007719145127,4.183566814598482e-06,0.0
Tyga,0.0020327839382438474,4.402466922339933e-06,0.006513455190687875,0.003886015125445051,0.0018847296981567988,0.0006044968570713495,0.00015249775808052533,0.0
Joel Corry,0.0020114466568707285,0.0,0.0,0.0,0.004010565781383573,0.008666640793433825,8.461601266945963e-05,0.0
Tate McRae,0.00199805523499604,0.0,0.0,0.0,0.003729546515001338,0.0051233015672487205,0.0028854465181590372,0.00239524202781778
Demi Lovato,0.001997525511029478,0.005122132687051189,0.0051622379718997465,0.0,0.0008540542052225327,0.0006376859694365686,0.0010892118632459468,0.0
Zion & Lennox,0.001985574938343838,0.004844364539669804,0.00499122539362507,0.00013658793001196335,0.00012924171091588794,0.0006295225184112526,0.002048463247702915,0.0
A Boogie Wit da Hoodie,0.001911943306991714,0.0027291167605767892,0.0005470768626653263,0.008693147657271878,0.00034482557324196994,0.0,2.6990753642570856e-07,0.0
Rita Ora,0.0019091887423655913,0.004968459076043261,0.0050194097914776645,0.0023271696270931626,0.0,4.683947309607534e-06,0.0,0.0
Quavo,0.0019017937957923853,0.00740728817392826,0.004331138626526638,0.00043795292414603603,9.1636717298555e-05,0.0,2.6720846106145147e-05,4.6827801130357385e-06
Panic! At The Disco,0.0018902881912386577,0.0,0.004107297321842268,0.006116769743118004,0.000424651335866489,0.0,0.001484491450341397,0.0
Becky G,0.001889641927999452,0.0015752576956497572,0.005858270057998589,0.0006870250318149104,1.0860647976125037e-06,0.0008345455835060738,0.0026923951527305493,0.0011589880779763451
6ix9ine,0.001862806111853419,7.497951477110198e-05,0.007398608671072964,0.001232832034295418,0.0032550719565443754,0.0,0.0,0.0
Lil Mosey,0.0018543940952644136,0.0,0.0014816551566759783,0.001515131913572387,0.007272154126713623,0.0015981628220380906,0.0,0.0
Conan Gray,0.001851681908555616,0.0,0.0,9.668736820388235e-06,0.004319551216304331,0.004962976742194154,0.002188140397803219,0.0007361999306279757
Major Lazer,0.0017912721874088805,0.010560279952871591,5.977270848931764e-05,0.000836277645267664,0.0001565290889559021,6.156045035484188e-06,0.0,0.0
Beyoncé,0.0017772027188569927,4.663863395853867e-05,0.00028320554363959154,0.0006849823409373636,0.0014378140339392535,1.1375300609046868e-06,0.006691007827993315,0.005433864594737292
Quevedo,0.001751617051272046,0.0,0.0,0.0,0.0,0.0,0.005466572288998088,0.014101690583966443
Joji,0.0017515852678340522,0.0,0.0006270007348366919,0.0006405878591986796,0.001456005619299263,2.6765413197757337e-07,0.006481964441031604,0.004882801720721122
Piso 21,0.0017455252256565826,0.004830744407628815,0.004718367744849233,0.0016165855604905455,9.856038038333471e-05,2.0074059898318004e-06,0.0,0.0
Chencho Corleone,0.0017207341440214788,0.0,0.0,0.00014435015534664124,0.0018502471408326016,0.00047388164066629367,0.006892898665239745,0.0039813665489617425
Dean Lewis,0.0017023845058197697,0.0,0.003675136554769161,0.004806723993651316,0.0011705063356268759,6.93224201821915e-05,0.0008855666270127497,0.0007867070589900041
Michael Bublé,0.0017019925100845137,0.0013056065966564365,0.001954390564135912,0.0019492718147470025,0.0019336026140493615,0.0018640102886248154,0.0018886779861388956,0.0
Regard,0.0016830601755195864,0.0,0.0,0.0026151890408272625,0.006804874747540844,0.0013519210206187232,0.0,0.0
ZAYN,0.0016658335521269887,0.006721879104956462,0.002733341965656154,0.0006100836754273139,0.00032432610018703396,0.0003767231907584345,0.0,0.0
Hailee Steinfeld,0.0016501113447994272,0.0067448544792074235,0.0036232609239390244,0.00030299914683611014,1.9006133958218816e-06,0.0,0.0,0.0
blackbear,0.0016432461221927831,0.0018575658870448055,0.0,0.0029685745626428606,0.005221663788821216,0.0003179731087893572,0.00019055472071655025,0.0
Lil Tecca,0.0016382455279484376,0.0,0.0,0.007632854912433247,0.0023696576302907816,0.000510014948483266,0.0,0.0
Ruth B.,0.0016353426406116776,0.0,0.0,0.0,0.0,0.0010591074002352578,0.007009093859671012,0.005795943842763091
Bizarrap,0.0016223114310342512,0.0,0.0,7.408158915903098e-05,0.0005260626363435565,0.0013936081516742302,0.004660358477694497,0.00909747106460018
Ellie Goulding,0.0016036863363699297,0.0013649023230167024,0.0013175865604809266,0.006315727834591063,0.0006316824379113725,0.0,0.0,0.001691152589393478
Daft Punk,0.0015870635982992128,0.005915402195620316,0.0003018589856966223,1.0621992563243412e-05,5.471051417972988e-05,0.0006026232781475065,0.0016738315871440315,0.00411398957144879
d4vd,0.001576331390736666,0.0,0.0,0.0,0.0,0.0,0.0036585966562504794,0.015815755347484417
MEDUZA,0.001551418472589253,0.0,0.0,0.0031905469713362808,0.0028611019512104394,0.0038366881548325253,5.027027865928822e-06,2.675874350306136e-06
Bradley Cooper,0.0015459252350560047,0.0,0.0012255447587980594,0.004152245836485319,0.0026772854842145232,0.0017104437304026826,0.00010054055731857644,7.358654463341874e-05
Trevor Daniel,0.0015371106282524123,0.0,0.0,0.0011114961961691376,0.0076970769787795155,0.0010283271750578368,0.0,0.0
YNW Melly,0.0015132942387157827,0.0,0.0,0.0065212225368722725,0.00319465960217718,0.0,0.0,0.0
Jhayco,0.0014462559050007447,0.0,0.0,0.0,0.000851474801328203,0.004027503246421493,0.004265123875188136,9.499353943586783e-05
Niall Horan,0.0014411034565527075,0.006810066020494584,0.00024753253766191224,0.001130561311026241,0.0004777327528498001,0.00018963295250611073,0.0,0.0011559777193322508
Anitta,0.0014317697202618843,0.0011297830739454855,0.0029160640039082365,0.00027644416542800163,0.0010783265859295147,9.294289732921235e-05,0.003676815414959215,1.0034528813648011e-05
Childish Gambino,0.0014312505907746534,0.005416410085391349,0.0035358484436425735,5.5697371261109684e-05,0.00015625757275649897,0.0,8.745004180192958e-05,0.0
Metro Boomin,0.0014035707477753022,0.001560124215604214,0.0018190509918389148,0.0006177097213701554,0.0009716207195640861,0.0,0.0012740985256975573,0.006825709488573684
Arizo Zervas,0.0014013953480192167,0.0,0.0,0.0016747341608047113,0.006996836700518854,0.0003079360788401982,0.0,0.0
Machine Gun Kelly,0.0013951869831311096,0.003480012525018394,0.0009209626428741333,0.0004779896653459535,0.002431970598053799,0.0013590138551161288,0.00029784296644576937,0.0
Stephen Sanchez,0.0013894235863749146,0.0,0.0,0.0,0.0,0.0,0.005376423171831902,0.008607618816347263
Twenty One Pilots,0.0013888091065737025,0.006051465938938885,0.0013307937420833499,1.634152702037448e-05,0.0009280423695598844,0.0006461170745938621,0.0,0.0
Wisin,0.0013637001905586618,0.004739255641898938,0.001135681461297035,0.00021611669484445249,0.0006023586883758348,0.002080475567861678,0.0,0.0
Logic,0.0013493552655441615,0.0024820283045604605,0.003733683854656192,0.0022635738511055385,0.00021490507182757418,1.8735789238430136e-06,0.0,0.0
Jhay Cortez,0.0013428926331521046,0.0,0.0,0.0016319738317680647,0.0017480212917573249,0.005154617100690097,0.0,0.0
Justin Quiles,0.0013412065974414628,0.0,0.0003239163405377828,0.0011819009417485843,0.004221262352120399,0.0018969221877823735,0.0009360393363243573,1.1706950282589346e-05
Peso Pluma,0.0013347984509428884,0.0,0.0,0.0,0.0,0.0,0.00040115007601270933,0.020076583523903915
Mariah Carey,0.0013327784368839506,0.0010380191540329624,0.0013335168723106537,0.0014858533443275496,0.0014880445308288316,0.001598921175412473,0.001584492192587122,0.0
Internet Money,0.0013305659564502058,0.0,0.0,2.7644416542800162e-05,0.003523058445355261,0.004903457154595641,1.3495376821285428e-07,0.0
NewJeans,0.0013241404047358084,0.0,0.0,0.0,0.0,0.0,0.0016384736998722638,0.016841618676533034
Ali Gatie,0.0012971032934824816,0.0,0.0,0.004195550883089311,0.004127996537625425,0.0,0.0,0.0
Katy Perry,0.0012952068816821896,0.0033241376805492957,0.0,0.0041748516155301705,0.0007573944382350198,1.4453323126788962e-05,8.373881317607608e-05,0.0
Mustard,0.0012829702580546064,0.0,0.0,0.004922476476712303,0.0033127691489175395,0.0,0.0,0.0
Natti Natasha,0.0012816565426175324,0.0011622512674977423,0.005235490175014218,0.001026111717487681,0.00024612943475893365,0.0005639472560767471,3.373844205321357e-06,0.0
Elley Duhé,0.0012810897379733112,0.0,0.0011171641757513695,8.443122293860148e-06,0.0,6.089131502489794e-05,0.006848532613939769,0.0003314739351441726
Megan Thee Stallion,0.001279876670089884,0.0,0.0,0.0009158064101001532,0.004266062525021915,0.0020843565527753527,0.0009013562178936537,0.0
Alessia Cara,0.0012750243985561757,0.007094162714076833,0.0009513255449085702,0.00015075058676295458,3.2310427728971986e-05,1.6728383248598336e-05,2.051297276835385e-05,0.0
G-Eazy,0.0012648748873568469,0.0040813619911917644,0.0035640328414951673,5.324614220805351e-05,0.0004480017290151578,2.1679984690183444e-05,0.0,0.0
Rihanna,0.0012602662888477572,0.003487441687949843,0.00029110262129877247,1.0077274995897595e-05,0.0006620922522445226,1.8735789238430136e-05,0.0011990642305712102,0.006025567310448736
Julia Michaels,0.0012537718730177064,0.0060437616218247895,0.002022468819818506,5.202052768152543e-05,0.0,6.691353299439334e-07,0.0,0.0
Offset,0.0012442156526609272,0.0019408000272952948,0.004559064626551963,0.0015140424784376954,0.0,0.0,1.484491450341397e-06,0.0
CKay,0.0012415670328279052,0.0,0.0,0.0,0.0,0.004970471057888188,0.0028952981432385757,0.0
Jos Blue,0.001237032595674346,0.004101860977798909,0.0024357038318118525,0.0014539873666378194,0.0,0.0,0.0,0.0
The Walters,0.0012168607070276634,0.0,0.0,0.0,0.0,0.0015287065747899102,0.0056422820952112245,0.0014038305810293566
Lil Pump,0.001213809496980266,0.0026066731492992096,0.003918039771044657,0.001302147344740173,0.0,0.0,0.0,0.0
RAYE,0.0012078236161581148,0.002711919624161399,0.0,0.0,0.0008741464039783639,0.0018654154728176976,0.0003392062964030092,0.004816239346257257
Elton John,0.0011939519112201275,9.382757628236983e-05,0.00017455264757017133,0.00021066951917099433,0.00018395222509561782,0.0023445832825905485,0.0038711938257746793,0.0017650736183173399
French Montana,0.0011800131079136077,0.0033145072841566773,0.0031596480027405584,0.0010875286232059217,5.5117788478834566e-05,0.0,0.0,0.0
Reik,0.0011746099234546748,0.0,0.005577379175052206,0.0017529011317188358,0.00021531234612667886,1.8735789238430136e-06,0.0,0.0
KYLE,0.0011588453382097884,0.005071091586170311,0.0024219520241639684,5.855713848967522e-06,0.0,0.0,0.0,0.0
