author,points_sum,points in 2017,points in 2018,points in 2019,points in 2020,points in 2021,points in 2022,points in 2023
Sleepy Hallow,27614.0,0.0,0.0,0.0,2691.0,21587.0,3336.0,0.0
Dominic Fike,27531.0,0.0,0.0,25081.0,2244.0,0.0,206.0,0.0
Dalex,27510.428571429,0.0,0.0,12202.0,14672.0,11.428571429,625.0,0.0
Nat King Cole,27333.0,1966.0,3416.0,3597.0,4143.0,5444.0,8767.0,0.0
Silk Sonic,27148.00000001,0.0,0.0,0.0,0.0,21659.00000001,5489.0,0.0
Gun,27111.0,0.0,1753.0,937.0,14503.0,2460.0,7458.0,0.0
Jawsh 685,27038.0,0.0,0.0,0.0,19347.0,7691.0,0.0,0.0
StaySolidRocky,26930.0,0.0,0.0,0.0,26928.0,2.0,0.0,0.0
Baby Keem,26879.0,0.0,0.0,0.0,0.0,24614.0,2265.0,0.0
Dean Martin,26854.0,460.0,3364.0,3318.0,6364.0,6297.0,7051.0,0.0
PNAU,26599.33333332,0.0,0.0,0.0,0.0,683.9999999999999,20638.33333333,5276.999999989999
Lele Pons,26567.0,0.0,5378.0,0.0,15502.0,5687.0,0.0,0.0
Band Aid,26556.0,4186.0,5118.0,4381.0,4977.0,4213.0,3681.0,0.0
Snow,26261.0,0.0,0.0,25424.0,837.0,0.0,0.0,0.0
Jimin,26161.4,0.0,0.0,0.0,0.0,0.0,1497.0,24664.4
Kelly Clarkson,25906.0,764.0,3130.0,3936.0,6395.0,5664.0,6017.0,0.0
Apache 207,25904.0,0.0,0.0,17538.0,7446.0,614.0,0.0,306.0
Y2K,25879.0,0.0,0.0,16651.0,9228.0,0.0,0.0,0.0
Jowell & Randy,25868.0,14033.0,1220.0,196.0,10413.0,6.0,0.0,0.0
Natanael Cano,25692.49999999,0.0,0.0,0.0,0.0,0.0,0.0,25692.49999999
José Feliciano,25634.0,2453.0,3113.0,3963.0,5282.0,5280.0,5543.0,0.0
YG,25419.0,0.0,10778.0,14563.0,66.0,0.0,0.0,12.0
Galantis,25082.0,8062.0,0.0,1216.0,0.0,15804.0,0.0,0.0
Ritt Momney,24933.0,0.0,0.0,0.0,16697.0,8236.0,0.0,0.0
Noah Cyrus,24769.0,7321.0,3801.0,2078.0,11510.0,59.0,0.0,0.0
Ryan Castro,24624.0,0.0,0.0,0.0,0.0,0.0,24624.0,0.0
JP Cooper,24485.0,24485.0,0.0,0.0,0.0,0.0,0.0,0.0
AJR,24383.0,24247.0,18.0,0.0,0.0,33.0,85.0,0.0
One Direction,24255.0,0.0,0.0,0.0,2290.0,0.0,12905.0,9060.0
Dove Cameron,24203.0,0.0,0.0,0.0,0.0,0.0,24203.0,0.0
Em Beihold,24051.0,0.0,0.0,0.0,0.0,0.0,11320.0,12731.0
The Killers,23956.0,2549.0,2317.0,334.0,388.0,7354.0,10914.0,100.0
Kim Petras,23929.0,0.0,0.0,0.0,214.0,0.0,9995.5,13719.5
Flipp Dinero,23791.0,0.0,12545.0,11246.0,0.0,0.0,0.0,0.0
A$AP Ferg,23636.0,12626.0,10557.0,30.0,423.0,0.0,0.0,0.0
Frank Sinatra,23635.5,2898.0,4316.0,4239.0,5002.0,5403.5,1777.0,0.0
Ñengo Flow,23271.0,0.0,0.0,0.0,11216.0,6.0,5202.0,6847.0
DJ Luian,23266.999999983,5390.0,9136.0,6440.0,0.0,949.0,0.0,1351.9999999830002
Mambo Kingz,23266.999999983,5390.0,9136.0,6440.0,0.0,949.0,0.0,1351.9999999830002
Sean Paul,23218.5,4228.0,5824.0,8334.0,0.0,335.5,2808.0,1689.0
Juhn,23183.0,0.0,0.0,1027.0,5167.0,16888.0,101.0,0.0
Tiago PZK,23064.5,0.0,0.0,0.0,0.0,12168.5,10896.0,0.0
Riton,22887.75,0.0,0.0,687.0,637.0,21025.75,538.0,0.0
Paul McCartney,22803.0,2244.0,4330.0,3642.0,4568.0,4400.0,3619.0,0.0
Kina,22786.0,0.0,0.0,7577.0,15203.0,6.0,0.0,0.0
Chris Rea,22785.0,2818.0,3584.0,3614.0,4562.0,4696.0,3511.0,0.0
Melanie Martinez,22648.0,0.0,0.0,77.0,20525.0,0.0,0.0,2046.0
Maren Morris,22625.0,301.0,16206.0,6111.0,7.0,0.0,0.0,0.0
Jay Rock,22494.5,0.0,18869.0,0.0,866.0,0.0,137.0,2622.5
Linkin Park,22239.0,17455.0,0.0,0.0,239.0,766.0,32.0,3747.0
Jessie Reyez,22118.0,0.0,12181.0,9082.0,0.0,0.0,0.0,855.0
Duki,21953.5,0.0,243.0,6156.0,736.0,3532.0,9534.5,1752.0
Kyla,21942.999999998003,13346.0,5104.0,31.0,15.0,857.3333333329999,2082.0,507.666666665
Fuerza Regida,21578.5,0.0,0.0,0.0,0.0,0.0,156.0,21422.5
Nightcrawlers,21563.75,0.0,0.0,0.0,0.0,21025.75,538.0,0.0
Cigarettes After Sex,21373.0,0.0,0.0,0.0,0.0,0.0,12289.0,9084.0
Luy,21321.0,0.0,0.0,17576.0,3644.0,0.0,101.0,0.0
Billy Ray Cyrus,21241.0,0.0,0.0,13595.0,7646.0,0.0,0.0,0.0
Rag'n'Bone Man,21176.0,21176.0,0.0,0.0,0.0,0.0,0.0,0.0
Dímelo Flow,21172.428571429,0.0,0.0,8169.0,12367.0,11.428571429,625.0,0.0
Jung Kook,21118.333333317,0.0,0.0,0.0,0.0,0.0,17481.33333333,3636.999999987
IVE,20914.0,0.0,0.0,0.0,0.0,1794.0,14712.0,4408.0
Junior H,20876.83333334,0.0,0.0,0.0,0.0,0.0,1765.5,19111.33333334
Keala Settle,20763.0,37.0,20698.0,28.0,0.0,0.0,0.0,0.0
The Ronettes,20579.0,358.0,2572.0,2592.0,5323.0,4999.0,4735.0,0.0
Arcangel,20534.0,7885.0,268.0,2332.0,10049.0,0.0,0.0,0.0
Kane Brown,20511.0,983.0,32.0,9202.0,10233.0,61.0,0.0,0.0
Coi Leray,20474.333333360002,0.0,0.0,0.0,0.0,0.0,0.0,20474.333333360002
Mac Miller,20440.0,0.0,6279.0,78.0,13902.0,86.0,95.0,0.0
Mau y Ricky,20402.0,0.0,7522.0,12880.0,0.0,0.0,0.0,0.0
Aya kamura,19995.0,0.0,0.0,0.0,19995.0,0.0,0.0,0.0
SHAED,19825.0,0.0,0.0,14410.0,5415.0,0.0,0.0,0.0
WizKid,19783.0,13365.0,5104.0,256.0,15.0,1043.0,0.0,0.0
Aventura,19701.0,0.0,0.0,24.0,0.0,12298.0,7379.0,0.0
Mike Posner,19690.0,19690.0,0.0,0.0,0.0,0.0,0.0,0.0
Pitbull,19577.0,19518.0,13.0,0.0,0.0,8.0,38.0,0.0
Libianca,19512.0,0.0,0.0,0.0,0.0,0.0,0.0,19512.0
Kordhell,19405.0,0.0,0.0,0.0,0.0,0.0,13005.0,6400.0
6LACK,19359.0,47.0,7418.0,0.0,182.0,11712.0,0.0,0.0
Los Legendarios,19345.0,0.0,0.0,0.0,3799.0,15546.0,0.0,0.0
Fujii Kaze,19333.0,0.0,0.0,0.0,0.0,0.0,13120.0,6213.0
William Singe,19325.0,17475.0,1850.0,0.0,0.0,0.0,0.0,0.0
The Police,19301.0,0.0,0.0,516.0,539.0,8845.0,8579.0,822.0
V,19168.0,4711.0,5213.0,1578.0,6127.0,685.0,854.0,0.0
Fifth Harmony,19147.0,19147.0,0.0,0.0,0.0,0.0,0.0,0.0
Lil Xan,19071.0,5991.0,13080.0,0.0,0.0,0.0,0.0,0.0
Ashnikko,18947.0,0.0,0.0,0.0,11442.0,7505.0,0.0,0.0
Jon Bellion,18919.0,18919.0,0.0,0.0,0.0,0.0,0.0,0.0
AURORA,18767.0,0.0,0.0,1912.0,639.0,16216.0,0.0,0.0
Burl Ives,18734.0,1653.0,3134.0,2837.0,3069.0,3464.0,4577.0,0.0
Lil Peep,18703.0,1617.0,10758.0,2339.0,1895.0,2041.0,53.0,0.0
Sam Feldt,18694.0,0.0,0.0,18432.0,262.0,0.0,0.0,0.0
Chance the Rapper,18587.0,10288.0,6455.0,1164.0,680.0,0.0,0.0,0.0
Ofenbach,18247.0,2901.0,0.0,0.0,2628.0,12718.0,0.0,0.0
Ricky Martin,18145.0,18113.0,32.0,0.0,0.0,0.0,0.0,0.0
Zendaya,18054.0,22.0,11248.0,446.0,0.0,0.0,6338.0,0.0
Swedish House Mafia,17916.0,0.0,0.0,0.0,0.0,10360.0,7556.0,0.0
Cherish,17898.5,0.0,0.0,0.0,0.0,5160.5,12738.0,0.0
ACRAZE,17898.5,0.0,0.0,0.0,0.0,5160.5,12738.0,0.0
Frank Ocean,17889.0,1227.0,70.0,900.0,322.0,0.0,14656.0,714.0
Lauren Spencer Smith,17602.0,0.0,0.0,0.0,0.0,0.0,17602.0,0.0
Christian Nodal,17579.0,0.0,0.0,460.0,2400.0,9888.0,4831.0,0.0
Ty Dolla $ign,17507.0,2633.0,8613.0,589.0,4974.0,698.0,0.0,0.0
Jack & Jack,17498.0,0.0,15389.0,2109.0,0.0,0.0,0.0,0.0
Whitney Houston,17376.5,0.0,9.0,12574.0,4323.0,185.5,178.0,107.0
Aminé,17326.0,12829.0,4458.0,0.0,39.0,0.0,0.0,0.0
Beach Weather,17325.0,0.0,0.0,0.0,0.0,0.0,13880.0,3445.0
Arcángel,17296.928571429,0.0,0.0,0.0,0.0,11.428571429,3496.0,13789.5
Capital Bra,17278.0,0.0,4396.0,10985.0,1859.0,38.0,0.0,0.0
Shakin' Stevens,17196.0,1315.0,2097.0,2623.0,3089.0,4108.0,3964.0,0.0
Kid Cudi,17104.0,0.0,0.0,0.0,16747.0,226.0,131.0,0.0
Skrillex,17046.5,5000.0,0.0,0.0,0.0,11876.5,26.0,144.0
070 Shake,17025.5,0.0,113.0,0.0,0.0,0.0,2513.5,14399.0
Lil Skies,16974.0,0.0,12423.0,4551.0,0.0,0.0,0.0,0.0
BENEE,16924.0,0.0,0.0,0.0,16924.0,0.0,0.0,0.0
Jerry Di,16905.0,0.0,0.0,0.0,15431.0,1474.0,0.0,0.0
Gus Dapperton,16831.0,0.0,0.0,0.0,16831.0,0.0,0.0,0.0
Bella Poarch,16713.0,0.0,0.0,0.0,0.0,16713.0,0.0,0.0
cho,16621.0,14756.0,1865.0,0.0,0.0,0.0,0.0,0.0
Nicky Youre,16575.0,0.0,0.0,0.0,0.0,0.0,15151.0,1424.0
dazy,16575.0,0.0,0.0,0.0,0.0,0.0,15151.0,1424.0
Becky Hill,16529.0,0.0,0.0,3654.0,10838.0,615.0,1422.0,0.0
Cosculluela,16517.0,52.0,16416.0,33.0,16.0,0.0,0.0,0.0
Israel & Rodolffo,16354.5,0.0,0.0,0.0,0.0,11825.0,1258.0,3271.5
Chino Pacas,16323.5,0.0,0.0,0.0,0.0,0.0,0.0,16323.5
Ingratax,16323.0,0.0,0.0,0.0,0.0,16323.0,0.0,0.0
Henrique & Juliano,16314.0,0.0,0.0,1095.0,4652.0,9076.0,1148.0,343.0
Nathan Evans,16272.0,0.0,0.0,0.0,0.0,16272.0,0.0,0.0
Benson Boone,16241.0,0.0,0.0,0.0,0.0,4285.0,11956.0,0.0
DripReport,16053.0,0.0,0.0,0.0,16053.0,0.0,0.0,0.0
Brray,15948.33333333,0.0,0.0,0.0,6477.0,281.0,6692.33333333,2498.0
Pink Sweat$,15887.0,0.0,0.0,0.0,1865.0,14022.0,0.0,0.0
FIFTY FIFTY,15866.0,0.0,0.0,0.0,0.0,0.0,0.0,15866.0
Wisin & Yandel,15863.0,0.0,82.0,8079.0,0.0,874.0,4735.0,2093.0
Carlos Vives,15843.0,12738.0,3105.0,0.0,0.0,0.0,0.0,0.0
Zach Bryan,15731.0,0.0,0.0,0.0,0.0,0.0,9777.0,5954.0
LE SSERAFIM,15557.0,0.0,0.0,0.0,0.0,0.0,9131.0,6426.0
Mr.Kitty,15396.0,0.0,0.0,0.0,0.0,0.0,14137.0,1259.0
Aitana,15349.0,0.0,327.0,0.0,0.0,5463.0,9554.0,5.0
Stormzy,15026.0,785.0,0.0,10831.0,3410.0,0.0,0.0,0.0
zzoilo,15017.0,0.0,0.0,0.0,0.0,5463.0,9554.0,0.0
Madison Beer,15005.0,0.0,1161.0,2109.0,7404.0,4331.0,0.0,0.0
Trueno,14987.0,0.0,0.0,0.0,2962.0,8363.0,3662.0,0.0
Blueface,14725.0,0.0,0.0,14725.0,0.0,0.0,0.0,0.0
Shelley FKA DRAM,14669.0,14669.0,0.0,0.0,0.0,0.0,0.0,0.0
Normani,14592.0,0.0,446.0,13407.0,0.0,728.0,11.0,0.0
Jay Wheeler,14572.0,0.0,0.0,0.0,10011.0,4561.0,0.0,0.0
MØ,14540.0,14533.0,7.0,0.0,0.0,0.0,0.0,0.0
Alvaro Soler,14529.0,0.0,14529.0,0.0,0.0,0.0,0.0,0.0
Britney Spears,14478.0,668.0,1688.0,1406.0,873.0,1961.0,7882.0,0.0
Steve Aoki,14359.0,9575.0,4625.0,0.0,0.0,0.0,0.0,159.0
Tony Dize,14330.5,0.0,0.0,0.0,0.0,0.0,14324.5,6.0
João Gomes,14319.0,0.0,0.0,0.0,0.0,14090.0,229.0,0.0
PinkPantheress,14318.5,0.0,0.0,0.0,0.0,2580.0,47.0,11691.5
Chris Jedi,14315.0,7989.0,266.0,1636.0,0.0,0.0,4424.0,0.0
Wiz Khalifa,14242.0,10.0,5758.0,0.0,20.0,145.5,8206.5,102.0
Seafret,14188.0,0.0,0.0,0.0,0.0,0.0,13440.0,748.0
Nego do Borel,14177.0,4012.0,10165.0,0.0,0.0,0.0,0.0,0.0
New West,14095.0,0.0,0.0,0.0,0.0,0.0,266.0,13829.0
Kesha,14037.0,13951.0,84.0,2.0,0.0,0.0,0.0,0.0
Bing Crosby,13823.333333326998,2124.0,2594.0,2105.0,1976.0,2471.66666666,2552.666666667,0.0
Big Shaq,13813.0,10260.0,3553.0,0.0,0.0,0.0,0.0,0.0
TOTO,13813.0,1.0,9095.0,3997.0,720.0,0.0,0.0,0.0
King,13732.0,0.0,0.0,0.0,0.0,0.0,5508.0,8224.0
KHEA,13591.0,0.0,243.0,4374.0,8307.0,667.0,0.0,0.0
Rvssian,13540.0,2944.0,194.0,2317.0,54.0,5039.0,2992.0,0.0
BROCKHAMPTON,13537.0,0.0,182.0,419.0,12854.0,82.0,0.0,0.0
Luar La L,13522.0,0.0,0.0,0.0,0.0,52.0,13470.0,0.0
Chuck Berry,13431.0,829.0,1832.0,2026.0,2736.0,2822.0,3186.0,0.0
Gusttavo Lima,13370.0,0.0,0.0,0.0,2159.0,6124.0,5042.0,45.0
Oasis,13328.0,2317.0,6867.0,3716.0,150.0,278.0,0.0,0.0
BØRNS,13303.0,0.0,0.0,0.0,12105.0,1198.0,0.0,0.0
Clairo,13288.0,0.0,0.0,0.0,10165.0,3123.0,0.0,0.0
El Guincho,13262.0,0.0,0.0,12560.0,702.0,0.0,0.0,0.0
Cashmere Cat,13195.0,8933.0,4262.0,0.0,0.0,0.0,0.0,0.0
Justin Jesso,13173.0,8439.0,4734.0,0.0,0.0,0.0,0.0,0.0
Burna Boy,13047.0,0.0,0.0,1670.0,3391.0,0.0,7986.0,0.0
Rels B,12926.0,0.0,0.0,0.0,0.0,153.0,11934.0,839.0
Disclosure,12866.0,0.0,0.0,4989.0,7877.0,0.0,0.0,0.0
Curtis Waters,12789.0,0.0,0.0,0.0,12789.0,0.0,0.0,0.0
Lizzy McAlpine,12782.0,0.0,0.0,0.0,0.0,0.0,0.0,12782.0
Jason Mraz,12752.0,2.0,9966.0,2164.0,620.0,0.0,0.0,0.0
Zac Efron,12751.0,22.0,12636.0,93.0,0.0,0.0,0.0,0.0
Brytiago,12711.0,0.0,7555.0,5156.0,0.0,0.0,0.0,0.0
Julieta Venegas,12698.66666668,0.0,0.0,0.0,0.0,560.66666668,12138.0,0.0
Guaya,12566.0,0.0,0.0,1938.0,4845.0,5783.0,0.0,0.0
Jessica Darrow,12543.0,0.0,0.0,0.0,0.0,482.0,12061.0,0.0
Ice Spice,12505.0,0.0,0.0,0.0,0.0,0.0,0.0,12505.0
Petit Biscuit,12434.0,12434.0,0.0,0.0,0.0,0.0,0.0,0.0
Tears For Fears,12431.0,0.0,0.0,0.0,0.0,0.0,9420.0,3011.0
CHVRCHES,12351.0,0.0,57.0,12294.0,0.0,0.0,0.0,0.0
Lord Huron,12261.0,9517.0,841.0,11.0,0.0,160.0,1620.0,112.0
DJ Nelson,12167.0,0.0,0.0,0.0,10011.0,2156.0,0.0,0.0
Yng Lvcas,12046.0,0.0,0.0,0.0,0.0,0.0,0.0,12046.0
Ghost,11994.0,0.0,0.0,0.0,0.0,0.0,11994.0,0.0
Ant Saunders,11982.0,0.0,0.0,6966.0,5016.0,0.0,0.0,0.0
Sage The Gemini,11934.0,11934.0,0.0,0.0,0.0,0.0,0.0,0.0
JACKBOYS,11916.0,0.0,0.0,1738.0,10178.0,0.0,0.0,0.0
Alex Sensation,11754.0,7776.0,3978.0,0.0,0.0,0.0,0.0,0.0
Lyanno,11663.33333333,0.0,0.0,0.0,309.0,2164.0,6692.33333333,2498.0
Paloma Faith,11567.0,0.0,66.0,0.0,0.0,0.0,11501.0,0.0
Jess Glynne,11547.0,0.0,11517.0,30.0,0.0,0.0,0.0,0.0
The Pogues,11398.0,2339.0,2614.0,2048.0,2456.0,1425.0,516.0,0.0
Kehlani,11268.0,0.0,0.0,9741.0,1307.0,0.0,220.0,0.0
ThxSoMch,11155.0,0.0,0.0,0.0,0.0,0.0,2593.0,8562.0
Haze,11146.0,0.0,631.0,10515.0,0.0,0.0,0.0,0.0
Mariah Angeliq,10993.0,0.0,0.0,0.0,0.0,10993.0,0.0,0.0
The Rare Occasions,10991.0,0.0,0.0,0.0,0.0,863.0,10128.0,0.0
Skip Marley,10934.0,10934.0,0.0,0.0,0.0,0.0,0.0,0.0
Micro TDH,10922.0,0.0,0.0,10922.0,0.0,0.0,0.0,0.0
ILLENIUM,10913.0,12.0,0.0,10195.0,706.0,0.0,0.0,0.0
Nate Dogg,10890.0,1346.0,723.0,0.0,0.0,278.0,8387.0,156.0
El Alfa,10889.0,0.0,0.0,0.0,3704.0,7173.0,12.0,0.0
Eslabon Armado,10816.0,0.0,0.0,0.0,0.0,3447.0,36.0,7333.0
Perry Como,10769.66666667,434.0,1503.0,2070.0,2039.0,2784.33333333,1939.33333334,0.0
King Princess,10709.0,0.0,10709.0,0.0,0.0,0.0,0.0,0.0
Fousheé,10678.0,0.0,0.0,0.0,9950.0,714.0,14.0,0.0
Ella Mai,10677.0,0.0,10677.0,0.0,0.0,0.0,0.0,0.0
INTERWORLD,10663.0,0.0,0.0,0.0,0.0,0.0,612.0,10051.0
Rafa Pabön,10644.0,0.0,0.0,6281.0,4363.0,0.0,0.0,0.0
Zé Felipe,10628.0,0.0,0.0,0.0,0.0,2178.0,6656.0,1794.0
ATB,10582.33333333,0.0,0.0,0.0,0.0,10582.33333333,0.0,0.0
Harry Nach,10563.0,0.0,0.0,0.0,10563.0,0.0,0.0,0.0
Polimá Westcoast,10484.75,0.0,0.0,0.0,0.0,0.0,10484.75,0.0
Olivia Holt,10478.0,10478.0,0.0,0.0,0.0,0.0,0.0,0.0
Miggy Dela Rosa,10457.5,0.0,0.0,0.0,0.0,0.0,10319.5,138.0
James Hype,10457.5,0.0,0.0,0.0,0.0,0.0,10319.5,138.0
Elvis Presley,10457.0,1406.0,1788.0,1761.0,1719.0,1907.0,1876.0,0.0
JISOO,10438.0,0.0,0.0,0.0,0.0,0.0,0.0,10438.0
Pharrell Williams,10433.0,4624.0,1313.0,0.0,344.0,381.0,3771.0,0.0
Boney M.,10425.0,259.0,178.0,203.0,182.0,9479.0,124.0,0.0
Carin Leon,10413.0,0.0,0.0,0.0,0.0,0.0,202.0,10211.0
salem ilese,10386.0,0.0,0.0,0.0,10337.0,49.0,0.0,0.0
2 Chainz,10368.0,6935.0,2543.0,890.0,0.0,0.0,0.0,0.0
Tame Impala,10364.0,0.0,0.0,985.0,8537.0,533.0,309.0,0.0
The Fontane Sisters,10345.66666667,359.0,1492.0,2070.0,2038.0,2604.3333333299997,1782.33333334,0.0
PARTYNEXTDOOR,10319.0,639.0,2442.0,2151.0,5087.0,0.0,0.0,0.0
LANY,10295.0,5341.0,333.0,2984.0,1637.0,0.0,0.0,0.0
Ashe,10288.0,0.0,0.0,0.0,10288.0,0.0,0.0,0.0
Nicki Nicole,10282.0,0.0,0.0,544.0,0.0,6407.0,1594.0,1737.0
The Jackson 5,10282.0,485.0,1112.0,1845.0,2363.0,2799.0,1678.0,0.0
Tems,10063.33333336,0.0,0.0,0.0,0.0,0.0,9825.33333336,238.0
Gera MX,10056.0,0.0,0.0,0.0,0.0,10028.0,28.0,0.0
Coolio,10040.0,0.0,0.0,0.0,0.0,1655.5,7587.5,797.0
L.V.,10040.0,0.0,0.0,0.0,0.0,1655.5,7587.5,797.0
Burak Yeter,10006.0,10006.0,0.0,0.0,0.0,0.0,0.0,0.0
Danelle Sandoval,10006.0,10006.0,0.0,0.0,0.0,0.0,0.0,0.0
C. Tanganana,10001.0,11.0,0.0,298.0,1636.0,1478.0,6578.0,0.0
dhruv,9992.0,0.0,0.0,0.0,0.0,9992.0,0.0,0.0
Prince Royce,9987.0,2135.0,5994.0,1858.0,0.0,0.0,0.0,0.0
The Vamps,9931.0,9931.0,0.0,0.0,0.0,0.0,0.0,0.0
Os Barões Da Pisadinha,9923.0,0.0,0.0,0.0,3469.0,6441.0,13.0,0.0
Matoma,9903.0,9903.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephanie Beatriz,9863.333333333,0.0,0.0,0.0,0.0,140.333333333,9723.0,0.0
James Blunt,9832.0,9832.0,0.0,0.0,0.0,0.0,0.0,0.0
ROSÉ,9831.0,0.0,0.0,0.0,0.0,9831.0,0.0,0.0
Trinidad Cardona,9824.0,0.0,0.0,0.0,0.0,9824.0,0.0,0.0
Dave,9770.0,0.0,0.0,0.0,0.0,1306.0,8464.0,0.0
Joey Monta,9715.0,6044.0,3671.0,0.0,0.0,0.0,0.0,0.0
ScHoolboy Q,9671.0,0.0,5438.0,4233.0,0.0,0.0,0.0,0.0
Pailita,9646.0,0.0,0.0,0.0,0.0,0.0,9646.0,0.0
Yung Gravy,9577.0,0.0,0.0,0.0,0.0,0.0,9577.0,0.0
Clinton Kane,9532.0,0.0,0.0,0.0,0.0,9532.0,0.0,0.0
Blessd,9520.500000003,0.0,0.0,0.0,0.0,1247.000000003,6311.0,1962.5
Lil Yachty,9457.0,57.0,2082.0,0.0,4391.0,0.0,2926.0,1.0
Amaarae,9431.33333334,0.0,0.0,0.0,0.0,7846.3333333400005,1585.0,0.0
Blanco Brown,9431.0,0.0,0.0,9431.0,0.0,0.0,0.0,0.0
Quality Control,9417.0,1.0,0.0,9416.0,0.0,0.0,0.0,0.0
Desiigner,9398.0,9398.0,0.0,0.0,0.0,0.0,0.0,0.0
Majestic,9381.0,0.0,0.0,0.0,0.0,9333.0,48.0,0.0
John Mayer,9332.0,657.0,7422.0,324.0,0.0,929.0,0.0,0.0
Ayo & Teo,9306.0,9306.0,0.0,0.0,0.0,0.0,0.0,0.0
David Kushner,9300.0,0.0,0.0,0.0,0.0,0.0,376.0,8924.0
Taiu,9292.5,0.0,0.0,0.0,2962.0,0.0,0.0,6330.5
Yoko Ono,9216.0,845.0,1071.0,1035.0,2081.0,2221.0,1963.0,0.0
John Lennon,9216.0,845.0,1071.0,1035.0,2081.0,2221.0,1963.0,0.0
Nea,9168.0,0.0,0.0,0.0,9168.0,0.0,0.0,0.0
Oscar Maydon,9147.5,0.0,0.0,0.0,0.0,0.0,0.0,9147.5
Darlene Love,9031.0,210.0,355.0,1711.0,1376.0,2435.0,2944.0,0.0
Emmy Meli,8995.0,0.0,0.0,0.0,0.0,3928.0,5067.0,0.0
ITZY,8982.0,0.0,0.0,0.0,4018.0,4964.0,0.0,0.0
Alok,8933.0,7892.0,0.0,0.0,0.0,1041.0,0.0,0.0
Casper Magico,8876.0,0.0,7122.0,880.0,0.0,874.0,0.0,0.0
Ski Mask The Slump God,8861.0,0.0,1794.0,6980.0,87.0,0.0,0.0,0.0
Mr. NaisGai,8859.0,0.0,0.0,0.0,0.0,8859.0,0.0,0.0
David Bowie,8833.0,0.0,3113.0,5552.0,97.0,71.0,0.0,0.0
Lasso,8787.0,0.0,0.0,0.0,0.0,0.0,8787.0,0.0
J. Rey Soul,8711.0,0.0,0.0,0.0,8711.0,0.0,0.0,0.0
Wallows,8654.0,0.0,0.0,0.0,8615.0,39.0,0.0,0.0
ElyOtto,8640.0,0.0,0.0,0.0,0.0,8640.0,0.0,0.0
Gym Class Heroes,8637.0,0.0,0.0,0.0,0.0,8637.0,0.0,0.0
Gabito Ballesteros,8634.33333333,0.0,0.0,0.0,0.0,0.0,0.0,8634.33333333
Hotel Ugly,8588.0,0.0,0.0,0.0,0.0,0.0,1481.0,7107.0
Tyler Cole,8522.000000007,0.0,0.0,0.0,0.0,6007.0000000069995,2515.0,0.0
THE ANXIETY,8522.000000007,0.0,0.0,0.0,0.0,6007.0000000069995,2515.0,0.0
PEDRO SAMPAIO,8521.5,0.0,0.0,80.0,292.0,2613.5,5536.0,0.0
THE SCOTTS,8512.0,0.0,0.0,0.0,8510.0,2.0,0.0,0.0
Snoop Dogg,8441.0,0.0,0.0,0.0,590.0,0.0,7851.0,0.0
Daryl Hall & John Oates,8379.0,490.0,1959.0,2004.0,1193.0,1943.0,790.0,0.0
Flow La Movie,8378.0,0.0,0.0,0.0,0.0,8378.0,0.0,0.0
Buscabulla,8353.0,0.0,0.0,0.0,0.0,0.0,8353.0,0.0
Vice,8223.0,8223.0,0.0,0.0,0.0,0.0,0.0,0.0
LIT killah,8194.0,0.0,0.0,0.0,0.0,6639.0,1555.0,0.0
Keane,8184.0,0.0,0.0,0.0,0.0,0.0,3530.0,4654.0
MERO,8139.0,0.0,791.0,6937.0,57.0,0.0,0.0,354.0
j-hope,8128.0,0.0,33.0,369.0,0.0,0.0,6133.0,1593.0
Isaiah Firebrace,8112.0,8112.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Christopher,8084.0,8084.0,0.0,0.0,0.0,0.0,0.0,0.0
Samra,8082.0,0.0,5.0,7067.0,1010.0,0.0,0.0,0.0
A Castela,8065.0,0.0,0.0,0.0,0.0,0.0,1632.0,6433.0
Jeremy Zucker,8033.0,0.0,0.0,8017.0,16.0,0.0,0.0,0.0
Daniel Caesar,8016.666666677,0.0,0.0,52.0,0.0,427.66666667699997,7506.0,31.0
Zé Neto & Cristiano,7998.0,0.0,681.0,340.0,60.0,5458.0,135.0,1324.0
Eladio Carrion,7983.5,0.0,0.0,0.0,0.0,724.0,200.0,7059.5
Alesso,7972.0,472.0,6845.0,141.0,53.0,81.0,380.0,0.0
Agust D,7968.0,0.0,0.0,0.0,2069.0,0.0,0.0,5899.0
Dzeko,7933.0,0.0,7582.0,351.0,0.0,0.0,0.0,0.0
Preme,7933.0,0.0,7582.0,351.0,0.0,0.0,0.0,0.0
Sandro Cavazza,7908.0,2.0,4296.0,2437.0,1173.0,0.0,0.0,0.0
S1mba,7893.0,0.0,0.0,0.0,7893.0,0.0,0.0,0.0
Bruno Martini,7892.0,7892.0,0.0,0.0,0.0,0.0,0.0,0.0
Zeeba,7892.0,7892.0,0.0,0.0,0.0,0.0,0.0,0.0
Metallica,7740.0,0.0,0.0,0.0,0.0,0.0,7740.0,0.0
The Carters,7645.0,0.0,7645.0,0.0,0.0,0.0,0.0,0.0
Armani White,7639.0,0.0,0.0,0.0,0.0,0.0,7639.0,0.0
Ovy On The Drums,7600.5,0.0,0.0,0.0,0.0,0.0,2326.5,5274.0
Calboy,7588.0,0.0,0.0,7588.0,0.0,0.0,0.0,0.0
