author,points_sum,points in 2017,points in 2018,points in 2019,points in 2020,points in 2021,points in 2022,points in 2023
Sam Fischer,7586.0,0.0,0.0,0.0,7329.0,257.0,0.0,0.0
Conkarah,7561.0,0.0,0.0,0.0,7561.0,0.0,0.0,0.0
Brett Eldredge,7501.5,0.0,3866.0,707.0,2354.0,250.5,324.0,0.0
Zion,7430.0,0.0,3357.0,3415.0,658.0,0.0,0.0,0.0
NOTD,7428.0,0.0,6999.0,429.0,0.0,0.0,0.0,0.0
Kungs,7301.0,5810.0,0.0,0.0,0.0,1491.0,0.0,0.0
LSD,7267.0,0.0,6477.0,790.0,0.0,0.0,0.0,0.0
gnash,7247.0,7247.0,0.0,0.0,0.0,0.0,0.0,0.0
KIDS SEE GHOSTS,7233.0,0.0,7233.0,0.0,0.0,0.0,0.0,0.0
Cazzu,7087.0,0.0,2713.0,4374.0,0.0,0.0,0.0,0.0
Bonez MC,7060.0,102.0,1453.0,371.0,4373.0,661.0,100.0,0.0
Eden Muñoz,7052.5,0.0,0.0,0.0,0.0,0.0,6010.0,1042.5
Maiara & Maraisa,7051.0,0.0,0.0,0.0,7.0,5386.0,1648.0,10.0
Omar Apollo,7023.0,0.0,0.0,0.0,0.0,0.0,6716.0,307.0
Alex Rose,6989.0,0.0,2470.0,0.0,4363.0,156.0,0.0,0.0
Ken Darby Singers,6974.333333326999,992.0,1245.0,1082.0,988.0,1532.66666666,1134.666666667,0.0
John Scott Trotter & His Orchestra,6974.333333326999,992.0,1245.0,1082.0,988.0,1532.66666666,1134.666666667,0.0
Mc Pedrinho,6897.0,0.0,0.0,0.0,0.0,2252.0,4645.0,0.0
Maldy,6884.0,0.0,0.0,0.0,0.0,0.0,6532.0,352.0
Brooks,6876.0,0.0,6552.0,324.0,0.0,0.0,0.0,0.0
Skehips,6875.0,6875.0,0.0,0.0,0.0,0.0,0.0,0.0
Skylar Grey,6832.0,0.0,0.0,0.0,0.0,6832.0,0.0,0.0
H.E.R.,6817.0,0.0,308.0,6250.0,0.0,259.0,0.0,0.0
Hugh Jackman,6808.0,1.0,6807.0,0.0,0.0,0.0,0.0,0.0
BANNERS,6798.0,0.0,0.0,0.0,5211.0,1587.0,0.0,0.0
IAmChino,6777.0,6777.0,0.0,0.0,0.0,0.0,0.0,0.0
El Chacal,6777.0,6777.0,0.0,0.0,0.0,0.0,0.0,0.0
Juanka,6774.0,0.0,0.0,0.0,6493.0,281.0,0.0,0.0
ItaloBrothers,6772.0,6772.0,0.0,0.0,0.0,0.0,0.0,0.0
Mae Muller,6670.0,0.0,0.0,0.0,0.0,312.0,6358.0,0.0
Kevin Roldan,6667.0,0.0,3481.0,1022.0,0.0,2164.0,0.0,0.0
Tom Walker,6607.0,0.0,1327.0,5280.0,0.0,0.0,0.0,0.0
Baby Rasta,6571.5,0.0,0.0,0.0,0.0,0.0,5224.5,1347.0
Don Omar,6571.0,3600.0,0.0,0.0,2358.0,10.5,64.0,538.5
Tom Grennan,6551.0,0.0,0.0,0.0,0.0,6551.0,0.0,0.0
Digital Farm Animals,6517.0,2693.0,3776.0,0.0,0.0,48.0,0.0,0.0
YEON,6512.0,0.0,0.0,0.0,0.0,0.0,6512.0,0.0
JENNIE,6464.0,0.0,4626.0,1838.0,0.0,0.0,0.0,0.0
StarBoi3,6455.0,0.0,0.0,0.0,0.0,6455.0,0.0,0.0
Evaluna Montaner,6447.0,0.0,0.0,0.0,642.0,5805.0,0.0,0.0
Jorja Smith,6434.0,1476.0,1176.0,3782.0,0.0,0.0,0.0,0.0
Yo Gotti,6415.0,6405.0,10.0,0.0,0.0,0.0,0.0,0.0
Master KG,6405.0,0.0,0.0,0.0,6395.0,10.0,0.0,0.0
Phoebe Ryan,6337.0,6337.0,0.0,0.0,0.0,0.0,0.0,0.0
Milo j,6330.5,0.0,0.0,0.0,0.0,0.0,0.0,6330.5
Silk City,6325.0,0.0,5041.0,1284.0,0.0,0.0,0.0,0.0
John Amplificado,6314.0,0.0,0.0,0.0,0.0,6314.0,0.0,0.0
Guns N' Roses,6297.0,0.0,0.0,0.0,0.0,0.0,6297.0,0.0
Russ Millions,6290.0,0.0,0.0,0.0,0.0,6290.0,0.0,0.0
Tion Wayne,6290.0,0.0,0.0,0.0,0.0,6290.0,0.0,0.0
Gwen Stefani,6265.5,186.0,1140.0,1040.0,1284.0,1201.5,1414.0,0.0
Imanbek,6262.5,0.0,0.0,0.0,50.0,98.5,6114.0,0.0
Ella Eyre,6252.0,4843.0,1409.0,0.0,0.0,0.0,0.0,0.0
Hearts & Colors,6230.0,6230.0,0.0,0.0,0.0,0.0,0.0,0.0
Blxst,6219.0,0.0,0.0,0.0,0.0,4517.0,1702.0,0.0
Hugo & Guilherme,6215.5,0.0,0.0,0.0,0.0,1786.0,4315.5,114.0
Slim Jxmmi,6201.0,0.0,6201.0,0.0,0.0,0.0,0.0,0.0
Luke Combs,6187.0,0.0,0.0,58.0,2572.0,0.0,537.0,3020.0
Matuê,6142.5,0.0,0.0,0.0,271.0,3883.0,932.0,1056.5
Years & Years,6133.0,0.0,6133.0,0.0,0.0,0.0,0.0,0.0
Luciano,6126.0,0.0,36.0,811.0,941.0,334.0,3834.0,170.0
Tarcísio do Acordeon,6119.0,0.0,0.0,0.0,275.0,5789.0,55.0,0.0
Gorillaz,6117.0,2372.0,543.0,0.0,27.0,0.0,309.0,2866.0
Niack,6113.0,0.0,0.0,0.0,6068.0,45.0,0.0,0.0
Mahmood,6093.0,0.0,0.0,4251.0,0.0,0.0,1842.0,0.0
BYOR,6083.0,0.0,0.0,0.0,0.0,0.0,6083.0,0.0
Frank Sitra,6047.0,505.0,678.0,682.0,766.0,493.0,2923.0,0.0
Willow Sage Hart,6045.0,0.0,0.0,0.0,0.0,6045.0,0.0,0.0
I Wroldsen,6038.0,17.0,6021.0,0.0,0.0,0.0,0.0,0.0
Dalmata,6034.0,2344.0,3690.0,0.0,0.0,0.0,0.0,0.0
Young Miko,6010.0,0.0,0.0,0.0,0.0,0.0,0.0,6010.0
Yung Lean,5976.0,0.0,0.0,0.0,0.0,0.0,5976.0,0.0
BloodPop®,5923.0,0.0,5923.0,0.0,0.0,0.0,0.0,0.0
Rod Wave,5920.0,0.0,0.0,0.0,5337.0,583.0,0.0,0.0
Luan Santana,5914.0,0.0,0.0,244.0,0.0,4273.0,1397.0,0.0
Aaron Smith,5877.0,0.0,0.0,5877.0,0.0,0.0,0.0,0.0
R3HAB,5867.0,424.0,0.0,5443.0,0.0,0.0,0.0,0.0
Thalia,5861.0,43.0,5796.0,22.0,0.0,0.0,0.0,0.0
Kenshi Yonezu,5850.0,0.0,0.0,0.0,0.0,0.0,5366.0,484.0
Stefflon Don,5833.0,485.0,5348.0,0.0,0.0,0.0,0.0,0.0
DJ Ivis,5830.0,0.0,0.0,0.0,0.0,5830.0,0.0,0.0
Migrantes,5820.666666694,0.0,0.0,0.0,527.0,652.0,0.0,4641.666666694
Raim Laode,5804.0,0.0,0.0,0.0,0.0,0.0,0.0,5804.0
Mari Ferndez,5802.0,0.0,0.0,0.0,0.0,2767.0,2045.0,990.0
Diane Guerrero,5801.333333333,0.0,0.0,0.0,0.0,140.333333333,5661.0,0.0
Lalo Ebratt,5781.0,0.0,0.0,4195.0,1586.0,0.0,0.0,0.0
Kylie Minogue,5753.0,395.0,1202.0,772.0,1789.0,1223.0,372.0,0.0
Pol Granch,5748.9999999930005,0.0,0.0,0.0,0.0,5720.9999999930005,28.0,0.0
Marc Seguí,5748.9999999930005,0.0,0.0,0.0,0.0,5720.9999999930005,28.0,0.0
Vedo,5705.0,0.0,0.0,0.0,5705.0,0.0,0.0,0.0
Kris Kross Amsterdam,5697.0,806.0,4891.0,0.0,0.0,0.0,0.0,0.0
Rochy RD,5685.0,0.0,0.0,0.0,0.0,5685.0,0.0,0.0
Michael Jackson,5676.0,571.0,2882.0,331.0,404.0,947.0,523.0,18.0
Villano Antillano,5621.0,0.0,0.0,0.0,0.0,0.0,5621.0,0.0
Jos Brothers,5565.0,0.0,0.0,5205.0,0.0,0.0,360.0,0.0
Dr. Dre,5563.0,0.0,0.0,0.0,0.0,0.0,5563.0,0.0
Sam Tompkins,5563.0,0.0,0.0,0.0,0.0,11.0,5552.0,0.0
Jnr Choi,5563.0,0.0,0.0,0.0,0.0,11.0,5552.0,0.0
Aloe Blacc,5556.0,0.0,0.0,5556.0,0.0,0.0,0.0,0.0
Tai Verdes,5549.0,0.0,0.0,0.0,0.0,5549.0,0.0,0.0
Beach House,5530.0,0.0,0.0,0.0,0.0,0.0,2896.0,2634.0
The Marías,5512.0,0.0,0.0,0.0,0.0,0.0,5512.0,0.0
Raí Saia Rodada,5494.0,0.0,0.0,0.0,0.0,5494.0,0.0,0.0
Rob $tone,5467.0,5467.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Love,5461.0,6.0,5455.0,0.0,0.0,0.0,0.0,0.0
Why Don't We,5459.0,0.0,2614.0,2845.0,0.0,0.0,0.0,0.0
Red Velvet,5437.0,0.0,18.0,954.0,2938.0,222.0,1305.0,0.0
BIA,5406.0,4469.0,0.0,0.0,0.0,141.0,796.0,0.0
A Touch Of Class,5398.0,0.0,0.0,5398.0,0.0,0.0,0.0,0.0
A R I Z O N A,5385.0,5385.0,0.0,0.0,0.0,0.0,0.0,0.0
Idina Menzel,5380.0,502.0,372.0,2316.0,1727.0,129.0,334.0,0.0
Mother Mother,5338.0,0.0,0.0,0.0,144.0,5194.0,0.0,0.0
Summer Walker,5325.0,0.0,0.0,3139.0,54.0,1746.0,386.0,0.0
DNCE,5315.0,5267.0,0.0,0.0,0.0,0.0,48.0,0.0
Dina Rae,5294.0,0.0,0.0,0.0,0.0,0.0,2422.5,2871.5
Sfera Ebbasta,5259.5,0.0,2064.0,263.0,2393.0,334.0,148.5,57.0
Matheus Fernandes,5191.0,0.0,0.0,0.0,0.0,4380.0,811.0,0.0
Pooh Shiesty,5158.0,0.0,0.0,0.0,0.0,5158.0,0.0,0.0
Arijit Singh,5140.333333319,0.0,0.0,0.0,0.0,0.0,4838.999999986,301.333333333
Stanaj,5117.0,5117.0,0.0,0.0,0.0,0.0,0.0,0.0
Macklemore & Ryan Lewis,5113.0,224.0,304.0,194.0,222.0,1253.25,1312.5,1603.25
NIKI,5100.0,0.0,0.0,0.0,0.0,0.0,5100.0,0.0
AgroPlay,5081.0,0.0,0.0,0.0,0.0,0.0,0.0,5081.0
Poo Bear,5055.0,4986.0,69.0,0.0,0.0,0.0,0.0,0.0
Ashley O,5036.0,0.0,0.0,5036.0,0.0,0.0,0.0,0.0
Loren Allred,4993.0,0.0,4993.0,0.0,0.0,0.0,0.0,0.0
PNL,4974.0,0.0,349.0,4625.0,0.0,0.0,0.0,0.0
Bausa,4954.0,4374.0,4.0,292.0,62.0,222.0,0.0,0.0
Peach Tree Rascals,4953.0,0.0,0.0,0.0,4953.0,0.0,0.0,0.0
Quarterhead,4942.0,0.0,0.0,0.0,2628.0,2314.0,0.0,0.0
Amitabh Bhattacharya,4934.999999986,0.0,0.0,0.0,0.0,0.0,4838.999999986,96.0
Pritam,4934.999999986,0.0,0.0,0.0,0.0,0.0,4838.999999986,96.0
Andy Grammer,4921.0,4917.0,0.0,4.0,0.0,0.0,0.0,0.0
Sigala,4912.0,4843.0,69.0,0.0,0.0,0.0,0.0,0.0
Stray Kids,4910.0,0.0,0.0,0.0,155.0,761.0,3994.0,0.0
The Boy Next Door,4891.0,0.0,4891.0,0.0,0.0,0.0,0.0,0.0
iann dior,4889.0,0.0,0.0,0.0,370.0,525.0,3994.0,0.0
Jamie Miller,4887.0,0.0,0.0,0.0,0.0,4887.0,0.0,0.0
Yahritza Y Su Esencia,4882.5,0.0,0.0,0.0,0.0,0.0,2121.0,2761.5
De La Ghetto,4855.428571429,104.0,0.0,0.0,0.0,11.428571429,4740.0,0.0
Mc Zaac,4746.0,781.0,1851.0,931.0,1183.0,0.0,0.0,0.0
Chimbala,4704.0,0.0,0.0,0.0,0.0,4704.0,0.0,0.0
Cartel De Santa,4682.0,0.0,0.0,0.0,0.0,0.0,0.0,4682.0
La Kelly,4682.0,0.0,0.0,0.0,0.0,0.0,0.0,4682.0
Residente,4670.0,0.0,0.0,1923.0,1583.0,0.0,1164.0,0.0
Luis Figueroa,4664.0,0.0,4664.0,0.0,0.0,0.0,0.0,0.0
Lary Over,4664.0,0.0,4664.0,0.0,0.0,0.0,0.0,0.0
Leo Santana,4662.0,0.0,0.0,0.0,0.0,0.0,0.0,4662.0
Vegedream,4653.0,0.0,0.0,0.0,0.0,4623.0,30.0,0.0
Jorge & Mateus,4648.0,0.0,390.0,256.0,134.0,2385.0,1448.0,35.0
Nico Valdi,4641.666666694,0.0,0.0,0.0,0.0,0.0,0.0,4641.666666694
LiL CaKe,4641.666666694,0.0,0.0,0.0,0.0,0.0,0.0,4641.666666694
Bruce Springsteen,4640.0,282.0,677.0,895.0,346.0,1277.0,1163.0,0.0
Sky Rompiendo,4635.0,4469.0,0.0,0.0,166.0,0.0,0.0,0.0
Aaron Carter,4571.0,4571.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcynho Sensação,4570.000000004,0.0,0.0,0.0,0.0,3487.000000004,1083.0,0.0
Charli XCX,4527.5,1090.0,1563.0,836.0,0.0,188.5,850.0,0.0
sangiovanni,4527.0,0.0,0.0,0.0,0.0,4226.0,301.0,0.0
PUBLIC,4527.0,0.0,0.0,0.0,4527.0,0.0,0.0,0.0
Beach Bunny,4488.0,0.0,0.0,0.0,0.0,4488.0,0.0,0.0
Juan Magán,4485.0,258.0,4227.0,0.0,0.0,0.0,0.0,0.0
Mahalini,4478.0,0.0,0.0,0.0,0.0,0.0,0.0,4478.0
Justin Wellington,4437.0,0.0,0.0,0.0,0.0,4437.0,0.0,0.0
Small Jam,4437.0,0.0,0.0,0.0,0.0,4437.0,0.0,0.0
BANDIDO,4428.0,0.0,0.0,0.0,0.0,4428.0,0.0,0.0
Brando,4390.0,0.0,4390.0,0.0,0.0,0.0,0.0,0.0
Wesley Safadão,4384.0,0.0,86.0,78.0,0.0,3513.0,361.0,346.0
Tay-K,4375.0,4375.0,0.0,0.0,0.0,0.0,0.0,0.0
YBN hmir,4372.0,435.0,3937.0,0.0,0.0,0.0,0.0,0.0
JAY-Z,4357.5,372.0,2341.0,370.0,0.0,13.5,96.0,1165.0
Lil Durk,4338.0,0.0,0.0,13.0,166.0,1843.5,646.0,1669.5
Moon Taxi,4324.0,4324.0,0.0,0.0,0.0,0.0,0.0,0.0
Super Yei,4299.0,0.0,0.0,0.0,4299.0,0.0,0.0,0.0
Jone Quest,4299.0,0.0,0.0,0.0,4299.0,0.0,0.0,0.0
Bellakath,4254.0,0.0,0.0,0.0,0.0,0.0,2827.0,1427.0
(G)I-DLE,4242.0,0.0,440.0,0.0,673.0,0.0,1965.0,1164.0
Musical Youth,4234.0,0.0,0.0,0.0,0.0,0.0,4234.0,0.0
Crissin,4216.0,0.0,0.0,0.0,0.0,4216.0,0.0,0.0
Totoy El Frio,4216.0,0.0,0.0,0.0,0.0,4216.0,0.0,0.0
Natan & Shander,4216.0,0.0,0.0,0.0,0.0,4216.0,0.0,0.0
The Beach Boys,4205.0,162.0,124.0,104.0,178.0,663.0,2974.0,0.0
50 Cent,4176.0,0.0,0.0,0.0,0.0,0.0,4056.0,120.0
Mike Perry,4134.0,4134.0,0.0,0.0,0.0,0.0,0.0,0.0
Zhavia Ward,4124.0,0.0,0.0,4124.0,0.0,0.0,0.0,0.0
Nathy Peluso,4103.0,0.0,0.0,0.0,919.0,3184.0,0.0,0.0
Oxlade,4091.0,0.0,0.0,0.0,0.0,0.0,4091.0,0.0
JIN,4060.0,0.0,0.0,0.0,0.0,538.0,3522.0,0.0
MAX,4049.0,1454.0,0.0,1183.0,1412.0,0.0,0.0,0.0
Eliza Rose,4009.0,0.0,0.0,0.0,0.0,0.0,4009.0,0.0
Interplanetary Criminal,4009.0,0.0,0.0,0.0,0.0,0.0,4009.0,0.0
Dyo,4005.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0
YOASOBI,3983.0,0.0,0.0,0.0,0.0,0.0,0.0,3983.0
Luis R Conriquez,3979.666666663,0.0,0.0,0.0,0.0,0.0,3640.5,339.166666663
Chase Atlantic,3960.0,0.0,0.0,0.0,0.0,6.0,3954.0,0.0
Kiiara,3958.0,3958.0,0.0,0.0,0.0,0.0,0.0,0.0
Gente De Zona,3942.0,3428.0,514.0,0.0,0.0,0.0,0.0,0.0
George Henrique & Rodrigo,3924.0,0.0,0.0,0.0,0.0,1579.0,2345.0,0.0
Jesse & Joy,3909.0,3395.0,514.0,0.0,0.0,0.0,0.0,0.0
Rex Orange County,3898.0,0.0,0.0,34.0,0.0,0.0,3864.0,0.0
San Holo,3845.0,3845.0,0.0,0.0,0.0,0.0,0.0,0.0
Chlöe,3828.0,0.0,0.0,0.0,0.0,3784.0,44.0,0.0
girl in red,3820.0,0.0,0.0,0.0,0.0,1113.0,2707.0,0.0
Dermot Kennedy,3816.0,0.0,0.0,3812.0,0.0,4.0,0.0,0.0
Kelsea Ballerini,3805.0,0.0,314.0,3491.0,0.0,0.0,0.0,0.0
Paloma Mami,3739.0,0.0,0.0,1392.0,0.0,0.0,2347.0,0.0
MNEK,3729.5,31.0,0.0,0.0,0.0,61.5,3637.0,0.0
YUNGBLUD,3707.0,0.0,0.0,3696.0,11.0,0.0,0.0,0.0
Dj Guuga,3702.0,0.0,0.0,0.0,0.0,3436.0,266.0,0.0
Eartha Kitt,3700.0,798.0,698.0,426.0,476.0,768.0,534.0,0.0
Kaifi Khalil,3684.0,0.0,0.0,0.0,0.0,0.0,0.0,3684.0
Luísa Sonza,3677.0,0.0,0.0,347.0,519.0,548.0,2263.0,0.0
Luude,3672.0,0.0,0.0,0.0,0.0,0.0,3672.0,0.0
Colin Hay,3672.0,0.0,0.0,0.0,0.0,0.0,3672.0,0.0
Jeon,3627.0,0.0,3627.0,0.0,0.0,0.0,0.0,0.0
Jhené Aiko,3606.0,2719.0,0.0,10.0,877.0,0.0,0.0,0.0
Tulus,3601.0,0.0,0.0,0.0,0.0,0.0,3601.0,0.0
Rhenzy Feliz,3560.333333333,0.0,0.0,0.0,0.0,140.333333333,3420.0,0.0
Carolina Gaitán - La Gaita,3560.333333333,0.0,0.0,0.0,0.0,140.333333333,3420.0,0.0
Mauro Castillo,3560.333333333,0.0,0.0,0.0,0.0,140.333333333,3420.0,0.0
Adassa,3560.333333333,0.0,0.0,0.0,0.0,140.333333333,3420.0,0.0
Paramore,3547.0,3279.0,0.0,0.0,0.0,0.0,213.0,55.0
TOMORROW X TOGETHER,3538.0,0.0,0.0,185.0,0.0,1057.0,718.0,1578.0
Superstar Pride,3538.0,0.0,0.0,0.0,0.0,0.0,0.0,3538.0
L-Gante,3508.5,0.0,0.0,0.0,0.0,3232.5,276.0,0.0
Loreda,3488.0,0.0,229.0,1826.0,1401.0,32.0,0.0,0.0
Project Pat,3481.66666668,0.0,0.0,0.0,0.0,269.66666668,3212.0,0.0
DannyLux,3469.0,0.0,0.0,0.0,0.0,3447.0,22.0,0.0
KSI,3466.0,0.0,0.0,204.0,290.0,2972.0,0.0,0.0
Marian Hill,3459.0,3459.0,0.0,0.0,0.0,0.0,0.0,0.0
Ufo361,3456.0,0.0,356.0,1375.0,1605.0,120.0,0.0,0.0
IU,3453.0,0.0,0.0,0.0,1767.0,32.0,0.0,1654.0
Flo Rida,3452.0,3452.0,0.0,0.0,0.0,0.0,0.0,0.0
Bo Burnham,3406.0,0.0,0.0,0.0,0.0,3406.0,0.0,0.0
$uicideboy$,3405.0,0.0,0.0,0.0,0.0,3405.0,0.0,0.0
Daya,3395.0,2891.0,0.0,504.0,0.0,0.0,0.0,0.0
Aerosmith,3390.0,0.0,0.0,0.0,0.0,0.0,2624.0,766.0
Olga Merediz,3375.0,0.0,0.0,0.0,0.0,0.0,3375.0,0.0
99 Percent,3369.0,3369.0,0.0,0.0,0.0,0.0,0.0,0.0
Loreen,3367.0,0.0,0.0,0.0,0.0,0.0,0.0,3367.0
Neo Beats,3328.5,0.0,0.0,0.0,0.0,324.5,3004.0,0.0
Mc Don Juan,3321.0,0.0,0.0,0.0,0.0,3293.0,28.0,0.0
ROBI,3268.0,0.0,0.0,0.0,0.0,0.0,3268.0,0.0
Alejo,3268.0,0.0,0.0,0.0,0.0,0.0,3268.0,0.0
Emily Warren,3237.0,3237.0,0.0,0.0,0.0,0.0,0.0,0.0
MC Fioti,3218.0,252.0,2966.0,0.0,0.0,0.0,0.0,0.0
LF SYSTEM,3208.0,0.0,0.0,0.0,0.0,0.0,3208.0,0.0
Bagua Records,3196.5,0.0,0.0,0.0,0.0,192.5,3004.0,0.0
Gustah,3196.5,0.0,0.0,0.0,0.0,192.5,3004.0,0.0
Xamã,3196.5,0.0,0.0,0.0,0.0,192.5,3004.0,0.0
Ninho,3192.0,0.0,0.0,1042.0,927.0,1169.0,54.0,0.0
Armin van Buuren,3179.0,0.0,3179.0,0.0,0.0,0.0,0.0,0.0
Pashanim,3177.0,0.0,0.0,0.0,1256.0,1909.0,12.0,0.0
Giggs,3171.0,3171.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramz,3170.0,0.0,3170.0,0.0,0.0,0.0,0.0,0.0
MC Kevin o Chris,3157.0,0.0,0.0,848.0,4.0,2305.0,0.0,0.0
a-ha,3135.0,0.0,50.0,24.0,33.0,906.0,128.0,1994.0
N.E.R.D,3079.0,1029.0,2050.0,0.0,0.0,0.0,0.0,0.0
Mc Danny,3066.500000004,0.0,0.0,0.0,0.0,1651.500000004,1385.0,30.0
Tyla Yaweh,3042.0,0.0,0.0,0.0,3042.0,0.0,0.0,0.0
Bring Me The Horizon,3013.0,0.0,32.0,120.0,482.0,1324.0,985.0,70.0
Mac DeMarco,3009.0,0.0,0.0,0.0,0.0,0.0,0.0,3009.0
Dj Yo!,3002.99999999,0.0,0.0,0.0,0.0,492.99999999000005,2510.0,0.0
AX'EL,3002.99999999,0.0,0.0,0.0,0.0,492.99999999000005,2510.0,0.0
Pentatonix,2999.0,828.0,722.0,512.0,337.0,327.0,273.0,0.0
Winona Oak,2995.0,0.0,76.0,2919.0,0.0,0.0,0.0,0.0
Cash Cash,2974.0,2974.0,0.0,0.0,0.0,0.0,0.0,0.0
Juju,2967.0,0.0,0.0,2334.0,585.0,48.0,0.0,0.0
TATOOL,2962.0,0.0,0.0,0.0,2962.0,0.0,0.0,0.0
Tomine Harket,2957.0,0.0,2957.0,0.0,0.0,0.0,0.0,0.0
Au/Ra,2957.0,0.0,2957.0,0.0,0.0,0.0,0.0,0.0
SOB X RBE,2955.0,0.0,2955.0,0.0,0.0,0.0,0.0,0.0
The Plastic Ono Band,2951.0,845.0,1071.0,1035.0,0.0,0.0,0.0,0.0
The Harlem Community Choir,2951.0,845.0,1071.0,1035.0,0.0,0.0,0.0,0.0
Gustavo Mioto,2950.5,0.0,0.0,0.0,0.0,0.0,2134.5,816.0
Ryan Lewis,2947.0,0.0,0.0,0.0,0.0,31.25,1312.5,1603.25
Ray Dalton,2947.0,0.0,0.0,0.0,0.0,31.25,1312.5,1603.25
RAF Camora,2939.0,1.0,1421.0,441.0,0.0,863.0,79.0,134.0
Bryant Myers,2938.0,0.0,400.0,65.0,309.0,2164.0,0.0,0.0
tha Supreme,2929.0,0.0,0.0,2913.0,16.0,0.0,0.0,0.0
Gavin James,2922.0,2922.0,0.0,0.0,0.0,0.0,0.0,0.0
ENHYPEN,2913.0,0.0,0.0,0.0,0.0,122.0,1732.0,1059.0
Stevie Wonder,2892.0,195.0,479.0,406.0,434.0,676.0,702.0,0.0
Henri Rene & His Orchestra,2890.0,798.0,698.0,426.0,476.0,492.0,0.0,0.0
Muni Long,2889.4,0.0,0.0,0.0,0.0,0.0,2443.0,446.40000000000003
sped up nightcore,2875.66666666,0.0,0.0,0.0,0.0,0.0,0.0,2875.66666666
Bobby Shmurda,2873.0,0.0,2865.0,0.0,0.0,8.0,0.0,0.0
Bryce Vine,2868.0,0.0,2868.0,0.0,0.0,0.0,0.0,0.0
WhoHeem,2852.0,0.0,0.0,0.0,2852.0,0.0,0.0,0.0
Passenger,2848.0,1014.0,294.0,0.0,1519.0,21.0,0.0,0.0
Dreamville,2837.0,0.0,0.0,2821.0,0.0,0.0,16.0,0.0
Fetty Wap,2815.0,2125.0,690.0,0.0,0.0,0.0,0.0,0.0
Anggi Marito,2811.0,0.0,0.0,0.0,0.0,0.0,0.0,2811.0
Rich Music LTD,2767.0,0.0,0.0,1629.0,1138.0,0.0,0.0,0.0
AnnenMayKantereit,2747.0,0.0,0.0,0.0,0.0,0.0,2747.0,0.0
Giant Rooks,2747.0,0.0,0.0,0.0,0.0,0.0,2747.0,0.0
Gotye,2737.0,0.0,0.0,0.0,0.0,2726.0,11.0,0.0
Kimbra,2737.0,0.0,0.0,0.0,0.0,2726.0,11.0,0.0
Avine Vinny,2723.0,0.0,0.0,0.0,0.0,2605.0,118.0,0.0
Thomas Rhett,2719.0,2558.0,161.0,0.0,0.0,0.0,0.0,0.0
ArizonaTears,2719.0,0.0,0.0,0.0,0.0,0.0,0.0,2719.0
Amezzy,2712.0,0.0,0.0,307.0,0.0,2405.0,0.0,0.0
SUGA,2703.66666666,0.0,0.0,64.0,6.0,263.66666666,2370.0,0.0
Shindy,2682.0,0.0,0.0,2501.0,63.0,118.0,0.0,0.0
The Goo Goo Dolls,2682.0,27.0,31.0,0.0,0.0,0.0,2624.0,0.0
James Bay,2675.0,2477.0,102.0,96.0,0.0,0.0,0.0,0.0
Leo Lewis,2664.0,210.0,740.0,755.0,345.0,246.0,368.0,0.0
Damso,2651.0,1.0,212.0,205.0,1140.0,1093.0,0.0,0.0
Afrojack,2643.0,2064.0,571.0,0.0,0.0,8.0,0.0,0.0
Nipsey Hussle,2633.0,0.0,0.0,2596.0,32.0,5.0,0.0,0.0
Jos Esticado,2632.0,0.0,0.0,0.0,2406.0,226.0,0.0,0.0
Maejor,2632.0,781.0,1851.0,0.0,0.0,0.0,0.0,0.0
Young Stoner Life,2608.0,0.0,266.0,0.0,0.0,2342.0,0.0,0.0
Shae Gill,2604.0,0.0,0.0,0.0,0.0,0.0,2604.0,0.0
Ali Sethi,2604.0,0.0,0.0,0.0,0.0,0.0,2604.0,0.0
TREASURE,2601.0,0.0,0.0,0.0,0.0,0.0,2601.0,0.0
Wizkid,2590.999999998,0.0,0.0,0.0,0.0,1.333333333,2082.0,507.666666665
FRENSHIP,2586.0,2586.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Bennett,2578.0,154.0,880.0,598.0,270.0,382.0,294.0,0.0
YoungBoy Never Broke Again,2572.0,0.0,29.0,1619.0,304.0,183.0,383.0,54.0
Adria Proenza,2555.0,0.0,0.0,186.0,2369.0,0.0,0.0,0.0
Trey Songz,2554.0,2554.0,0.0,0.0,0.0,0.0,0.0,0.0
Edison Lighthouse,2541.0,0.0,0.0,0.0,0.0,0.0,2541.0,0.0
ABBA,2541.0,0.0,0.0,0.0,95.0,1866.0,381.0,199.0
Nuka,2532.0,0.0,0.0,0.0,167.0,2365.0,0.0,0.0
Grupo Marca Registrada,2528.0,0.0,0.0,0.0,0.0,0.0,1751.5,776.5
SALES,2500.0,0.0,0.0,0.0,0.0,1796.0,704.0,0.0
DJ Lucas Beat,2483.0,0.0,0.0,0.0,0.0,2483.0,0.0,0.0
Bea Miller,2482.0,0.0,0.0,0.0,2482.0,0.0,0.0,0.0
TOKYO'S REVENGE,2479.0,0.0,0.0,0.0,2479.0,0.0,0.0,0.0
Kenia OS,2478.0,0.0,0.0,0.0,0.0,0.0,0.0,2478.0
Gryffin,2474.0,12.0,2367.0,45.0,0.0,0.0,50.0,0.0
