author,points_sum,points in 01/2017,points in 02/2017,points in 03/2017,points in 04/2017,points in 05/2017,points in 06/2017,points in 07/2017,points in 08/2017,points in 09/2017,points in 10/2017,points in 11/2017,points in 12/2017,points in 01/2018,points in 02/2018,points in 03/2018,points in 04/2018,points in 05/2018,points in 06/2018,points in 07/2018,points in 08/2018,points in 09/2018,points in 10/2018,points in 11/2018,points in 12/2018,points in 01/2019,points in 02/2019,points in 03/2019,points in 04/2019,points in 05/2019,points in 06/2019,points in 07/2019,points in 08/2019,points in 09/2019,points in 10/2019,points in 11/2019,points in 12/2019,points in 01/2020,points in 02/2020,points in 03/2020,points in 04/2020,points in 05/2020,points in 06/2020,points in 07/2020,points in 08/2020,points in 09/2020,points in 10/2020,points in 11/2020,points in 12/2020,points in 01/2021,points in 02/2021,points in 03/2021,points in 04/2021,points in 05/2021,points in 06/2021,points in 07/2021,points in 08/2021,points in 09/2021,points in 10/2021,points in 11/2021,points in 12/2021,points in 01/2022,points in 02/2022,points in 03/2022,points in 04/2022,points in 05/2022,points in 06/2022,points in 07/2022,points in 08/2022,points in 09/2022,points in 10/2022,points in 11/2022,points in 12/2022,points in 01/2023,points in 02/2023,points in 03/2023,points in 04/2023,points in 05/2023
Dominican Republic,165326.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,1332.0,1667.0,3200.0,3351.0,3447.0,3714.0,3673.0,4051.0,3526.0,5302.0,4761.0,4590.0,5441.0,4587.0,4285.0,4738.0,3018.0,3156.0,2131.0,3305.0,3051.0,2508.0,1791.0,1235.0,1458.0,1182.0,1236.0,1166.0,760.0,956.0,760.0,232.0,537.0,554.0,790.0,790.0,466.0,0.0,972.0,1537.0,2794.0,3731.0,3994.0,5589.0,4036.0,3549.0,4694.0,6007.0,7280.0,3834.0,4010.0,3100.0,2034.0,2242.0,1845.0,1863.0,1209.0,265.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,0.0,2203.0,2459.0,1646.0,912.0
Nigeria,154691.83333332802,1877.0,1526.0,1474.0,1349.0,1223.0,1178.0,1165.0,1020.0,840.0,795.0,568.0,350.0,618.0,615.0,786.0,747.0,682.0,531.0,539.0,386.0,140.0,42.0,2.0,16.0,16.0,0.0,0.0,0.0,0.0,83.0,243.0,6.0,0.0,520.0,95.0,1165.0,1925.0,1435.0,161.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,303.0,202.0,248.0,6050.0,11671.0,10873.0,9950.833333303,10503.0,7232.0,5941.0,3945.0,3626.0,2464.0,4562.0,6912.0,9689.0,7243.0,4671.33333336,4644.0,6203.0,4148.0,3145.0,3165.0,2911.666666665
Jamaica,141700.25,1963.0,4029.0,4480.0,3128.0,2140.0,1463.0,750.0,933.0,1090.0,788.0,202.0,23.0,24.0,5.0,1169.0,1550.0,1389.0,937.0,897.0,105.0,1783.0,2374.0,448.0,0.0,0.0,0.0,337.0,1774.0,2064.0,4140.0,2668.0,652.0,488.0,2659.0,371.0,202.0,338.0,2498.0,0.0,2074.0,102.0,1618.0,3709.0,2468.0,4704.0,686.0,188.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,797.0,1554.0,1448.0,1705.25,2561.0,1838.0,1567.0,338.0,34.0,5708.0,6820.0,6299.0,5558.0,5317.0,11799.0,6568.0,6012.0,3444.0,2688.0,1862.0,2311.0
Russia,113341.0,1759.0,2244.0,7177.0,6949.0,6596.0,6232.0,9465.0,9117.0,5806.0,2935.0,1810.0,1313.0,1022.0,2062.0,2075.0,1888.0,1924.0,1660.0,2352.0,4036.0,3433.0,3517.0,1849.0,634.0,933.0,1525.0,1921.0,515.0,448.0,393.0,269.0,149.0,133.0,3722.0,3142.0,7.0,7.0,0.0,0.0,846.0,777.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,592.0,2965.0,2731.0,2322.0,1374.0,659.0
Ireland,108673.0,2537.0,1383.0,66.0,0.0,4422.0,6026.0,6264.0,5462.0,7746.0,9579.0,7287.0,2814.0,2896.0,133.0,0.0,0.0,0.0,0.0,122.0,0.0,154.0,93.0,0.0,0.0,8.0,41.0,978.0,0.0,0.0,0.0,0.0,8.0,5.0,6003.0,4952.0,1115.0,1143.0,948.0,1428.0,0.0,0.0,0.0,0.0,0.0,320.0,494.0,0.0,0.0,918.0,2175.0,2615.0,2612.0,2875.0,2682.0,1956.0,1522.0,922.0,1603.0,1239.0,837.0,1331.0,912.0,1327.0,1361.0,367.0,103.0,0.0,160.0,301.0,272.0,0.0,0.0,194.0,1586.0,3728.0,478.0,170.0
Denmark,83838.0,11527.0,9255.0,7839.0,6638.0,5915.0,5874.0,4175.0,2905.0,1690.0,692.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2139.0,4286.0,4290.0,3526.0,4242.0,3250.0,3113.0,1809.0,537.0,3.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand,82145.0,0.0,0.0,5683.0,4708.0,3169.0,8555.0,2117.0,0.0,2199.0,4381.0,2216.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2289.0,2811.0,2883.0,4392.0,5691.0,5147.0,4140.0,4679.0,2454.0,1785.0,2124.0,1740.0,1622.0,1168.0,685.0,3108.0,562.0,1681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosovo,79499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2813.0,5520.0,5604.0,5267.0,5380.0,4773.0,4446.0,4577.0,4410.0,5806.0,5655.0,5729.0,4078.0,2501.0,1581.0,1189.0,1972.0,1491.0,1499.0,2014.0,1768.0,998.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbados,61179.5,8861.0,5584.0,5347.0,2653.0,1339.0,451.0,92.0,6.0,0.0,0.0,1013.0,3.0,0.0,0.0,712.0,1338.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,443.0,2304.0,1586.0,471.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,646.0,1.0,0.0,0.0,1035.0,5247.0,2603.0,2787.0,12156.0,1821.0,816.0,434.5
Morocco,56612.0,0.0,0.0,0.0,1176.0,2625.0,2827.0,3299.0,3043.0,2915.0,2890.0,2666.0,2651.0,2327.0,1750.0,1702.0,1373.0,1021.0,769.0,741.0,289.0,1817.0,5030.0,4132.0,2255.0,3162.0,1994.0,331.0,40.0,0.0,0.0,34.0,0.0,302.0,2027.0,0.0,96.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philippines,49113.499999998,1877.0,1526.0,1455.0,1349.0,1223.0,1178.0,1165.0,1020.0,840.0,795.0,568.0,350.0,618.0,615.0,786.0,747.0,682.0,531.0,539.0,386.0,140.0,42.0,2.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3215.0,5629.0,5129.0,3281.0,298.0,5.0,0.0,1.333333333,73.0,311.0,464.0,467.0,309.0,1242.0,2317.0,2555.0,2337.0,1696.0,505.5,125.0,138.0,0.0,8.0,275.0,224.666666665
Belgium,44067.5,0.0,0.0,0.0,0.0,104.0,0.0,94.0,1180.0,498.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,630.0,1473.0,1296.0,867.0,15.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253.0,134.0,1400.0,134.0,63.0,20.0,11.0,1091.0,0.0,0.0,0.0,26.0,1653.0,2799.0,2447.0,2248.5,3651.0,2487.0,3092.0,2661.0,2433.0,2422.0,2411.0,2165.0,1405.0,698.0,195.0,187.0,296.0,0.0,0.0,0.0,0.0
